Action_Cash,Action_XOM,Action_CVX,Action_OKE,Action_VLO,Action_SHEL,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_XOM_close_L1,State_XOM_high_L1,State_XOM_low_L1,State_XOM_open_L1,State_CVX_close_L1,State_CVX_high_L1,State_CVX_low_L1,State_CVX_open_L1,State_OKE_close_L1,State_OKE_high_L1,State_OKE_low_L1,State_OKE_open_L1,State_VLO_close_L1,State_VLO_high_L1,State_VLO_low_L1,State_VLO_open_L1,State_SHEL_close_L1,State_SHEL_high_L1,State_SHEL_low_L1,State_SHEL_open_L1
2.1755038e-14,1.0,2.7216803e-11,1.1154707e-10,5.7390406e-14,2.1080131e-09,1.0,1.0,1.0,1.0,0.53293085,0.55268935,0.53219905,0.55268935,0.51591658,0.53695573,0.51536773,0.53695573,0.51481888,0.5223198,0.50640322,0.5223198,0.51975851,0.52414929,0.50823271,0.52414929,0.52963776,0.53860227,0.52652763,0.53860227
1.2791694e-17,1.0,9.2249423e-14,5.520732e-13,4.0537945e-17,2.1247833e-11,1.0,1.0,1.0,1.0,0.51591658,0.53695573,0.51536773,0.53695573,0.51481888,0.5223198,0.50640322,0.5223198,0.51975851,0.52414929,0.50823271,0.52414929,0.52963776,0.53860227,0.52652763,0.53860227,0.51427003,0.52671057,0.50987925,0.52671057
6.3161504e-21,1.0,2.6642402e-16,2.3914288e-15,2.4993823e-20,1.9164337e-13,1.0,1.0,1.0,1.0,0.51481888,0.5223198,0.50640322,0.5223198,0.51975851,0.52414929,0.50823271,0.52414929,0.52963776,0.53860227,0.52652763,0.53860227,0.51427003,0.52671057,0.50987925,0.52671057,0.51500183,0.52378339,0.51207464,0.52378339
3.3843352e-24,1.0,8.0283503e-19,1.0933389e-17,1.6801426e-23,1.8196294e-15,1.0,1.0,1.0,1.0,0.51975851,0.52414929,0.50823271,0.52414929,0.52963776,0.53860227,0.52652763,0.53860227,0.51427003,0.52671057,0.50987925,0.52671057,0.51500183,0.52378339,0.51207464,0.52378339,0.49707281,0.5115258,0.49414563,0.5115258
1.82624535e-27,1.0,2.39041828e-21,4.99067887e-20,1.14232575e-26,1.73169682e-17,1.0,1.0,1.0,1.0,0.52963776,0.53860227,0.52652763,0.53860227,0.51427003,0.52671057,0.50987925,0.52671057,0.51500183,0.52378339,0.51207464,0.52378339,0.49707281,0.5115258,0.49414563,0.5115258,0.49469447,0.5003659,0.48316868,0.5003659
1.2045013e-30,1.0,8.1467985e-24,2.6120634e-22,9.5776278e-30,1.8610792e-19,1.0,1.0,1.0,1.0,0.51427003,0.52671057,0.50987925,0.52671057,0.51500183,0.52378339,0.51207464,0.52378339,0.49707281,0.5115258,0.49414563,0.5115258,0.49469447,0.5003659,0.48316868,0.5003659,0.50622027,0.50640322,0.49762166,0.50640322
1.01564154e-33,1.0,3.29940735e-26,1.61860196e-24,1.03740176e-32,2.31672247e-21,1.0,1.0,1.0,1.0,0.51500183,0.52378339,0.51207464,0.52378339,0.49707281,0.5115258,0.49414563,0.5115258,0.49469447,0.5003659,0.48316868,0.5003659,0.50622027,0.50640322,0.49762166,0.50640322,0.50091475,0.51628247,0.4996341,0.51628247
1.02943645e-36,1.0,1.52954997e-28,1.14383445e-26,1.34824869e-35,3.23746023e-23,1.0,1.0,1.0,1.0,0.49707281,0.5115258,0.49414563,0.5115258,0.49469447,0.5003659,0.48316868,0.5003659,0.50622027,0.50640322,0.49762166,0.50640322,0.50091475,0.51628247,0.4996341,0.51628247,0.50256129,0.50622027,0.49817051,0.50622027
0.0,1.0,8.6480743e-31,9.7700741e-29,2.2147658e-38,5.3457337e-25,1.0,1.0,1.0,1.0,0.49469447,0.5003659,0.48316868,0.5003659,0.50622027,0.50640322,0.49762166,0.50640322,0.50091475,0.51628247,0.4996341,0.51628247,0.50256129,0.50622027,0.49817051,0.50622027,0.52890596,0.53018661,0.50640322,0.53018661
0.0,1.0,6.20132339e-33,1.04411236e-30,0.0,1.07235456e-26,1.0,1.0,1.0,1.0,0.50622027,0.50640322,0.49762166,0.50640322,0.50091475,0.51628247,0.4996341,0.51628247,0.50256129,0.50622027,0.49817051,0.50622027,0.52890596,0.53018661,0.50640322,0.53018661,0.5212221,0.53933407,0.51975851,0.53933407
0.0,1.0,5.5311997e-35,1.3688401e-32,0.0,2.5709217e-28,1.0,1.0,1.0,1.0,0.50091475,0.51628247,0.4996341,0.51628247,0.50256129,0.50622027,0.49817051,0.50622027,0.52890596,0.53018661,0.50640322,0.53018661,0.5212221,0.53933407,0.51975851,0.53933407,0.51957556,0.52103915,0.51353824,0.52103915
0.0,1.0,6.851302e-37,2.4403678e-34,0.0,8.035322e-30,1.0,1.0,1.0,1.0,0.50256129,0.50622027,0.49817051,0.50622027,0.52890596,0.53018661,0.50640322,0.53018661,0.5212221,0.53933407,0.51975851,0.53933407,0.51957556,0.52103915,0.51353824,0.52103915,0.51335529,0.52305159,0.5115258,0.52305159
0.0,1.0,0.0,5.6385474e-36,0.0,3.1370274e-31,1.0,1.0,1.0,1.0,0.52890596,0.53018661,0.50640322,0.53018661,0.5212221,0.53933407,0.51975851,0.53933407,0.51957556,0.52103915,0.51353824,0.52103915,0.51335529,0.52305159,0.5115258,0.52305159,0.51225759,0.52250274,0.5104281,0.52250274
0.0,1.0,0.0,1.5961194e-37,0.0,1.4605955e-32,1.0,1.0,1.0,1.0,0.5212221,0.53933407,0.51975851,0.53933407,0.51957556,0.52103915,0.51353824,0.52103915,0.51335529,0.52305159,0.5115258,0.52305159,0.51225759,0.52250274,0.5104281,0.52250274,0.51683132,0.51701427,0.49908525,0.51701427
0.0,1.0,0.0,0.0,0.0,8.465697e-34,1.0,1.0,1.0,1.0,0.51957556,0.52103915,0.51353824,0.52103915,0.51335529,0.52305159,0.5115258,0.52305159,0.51225759,0.52250274,0.5104281,0.52250274,0.51683132,0.51701427,0.49908525,0.51701427,0.5115258,0.51975851,0.50823271,0.51975851
0.0,1.0,0.0,0.0,0.0,6.112725e-35,1.0,1.0,1.0,1.0,0.51335529,0.52305159,0.5115258,0.52305159,0.51225759,0.52250274,0.5104281,0.52250274,0.51683132,0.51701427,0.49908525,0.51701427,0.5115258,0.51975851,0.50823271,0.51975851,0.50128064,0.51555068,0.50091475,0.51555068
0.0,1.0,0.0,0.0,0.0,5.3116553e-36,1.0,1.0,1.0,1.0,0.51225759,0.52250274,0.5104281,0.52250274,0.51683132,0.51701427,0.49908525,0.51701427,0.5115258,0.51975851,0.50823271,0.51975851,0.50128064,0.51555068,0.50091475,0.51555068,0.50548847,0.50896451,0.5,0.50896451
0.0,1.0,0.0,0.0,0.0,5.717014e-37,1.0,1.0,1.0,1.0,0.51683132,0.51701427,0.49908525,0.51701427,0.5115258,0.51975851,0.50823271,0.51975851,0.50128064,0.51555068,0.50091475,0.51555068,0.50548847,0.50896451,0.5,0.50896451,0.49743871,0.50439078,0.49725576,0.50439078
0.0,1.0,0.0,0.0,0.0,7.114419e-38,1.0,1.0,1.0,1.0,0.5115258,0.51975851,0.50823271,0.51975851,0.50128064,0.51555068,0.50091475,0.51555068,0.50548847,0.50896451,0.5,0.50896451,0.49743871,0.50439078,0.49725576,0.50439078,0.52305159,0.52451518,0.49542627,0.52451518
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.50128064,0.51555068,0.50091475,0.51555068,0.50548847,0.50896451,0.5,0.50896451,0.49743871,0.50439078,0.49725576,0.50439078,0.52305159,0.52451518,0.49542627,0.52451518,0.51244054,0.52634468,0.50804976,0.52634468
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.50548847,0.50896451,0.5,0.50896451,0.49743871,0.50439078,0.49725576,0.50439078,0.52305159,0.52451518,0.49542627,0.52451518,0.51244054,0.52634468,0.50804976,0.52634468,0.5003659,0.50658617,0.49432858,0.50658617
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.49743871,0.50439078,0.49725576,0.50439078,0.52305159,0.52451518,0.49542627,0.52451518,0.51244054,0.52634468,0.50804976,0.52634468,0.5003659,0.50658617,0.49432858,0.50658617,0.49231614,0.49798756,0.49048664,0.49798756
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.52305159,0.52451518,0.49542627,0.52451518,0.51244054,0.52634468,0.50804976,0.52634468,0.5003659,0.50658617,0.49432858,0.50658617,0.49231614,0.49798756,0.49048664,0.49798756,0.47365532,0.48572997,0.47292353,0.48572997
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.51244054,0.52634468,0.50804976,0.52634468,0.5003659,0.50658617,0.49432858,0.50658617,0.49231614,0.49798756,0.49048664,0.49798756,0.47365532,0.48572997,0.47292353,0.48572997,0.49469447,0.49707281,0.46670326,0.49707281
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5003659,0.50658617,0.49432858,0.50658617,0.49231614,0.49798756,0.49048664,0.49798756,0.47365532,0.48572997,0.47292353,0.48572997,0.49469447,0.49707281,0.46670326,0.49707281,0.48938895,0.49725576,0.48024149,0.49725576
