Action_Cash,Action_TSM,Action_MRVL,Action_NVDA,Action_RTX,Action_GM,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_TSM_close_L1,State_TSM_high_L1,State_TSM_low_L1,State_TSM_open_L1,State_MRVL_close_L1,State_MRVL_high_L1,State_MRVL_low_L1,State_MRVL_open_L1,State_NVDA_close_L1,State_NVDA_high_L1,State_NVDA_low_L1,State_NVDA_open_L1,State_RTX_close_L1,State_RTX_high_L1,State_RTX_low_L1,State_RTX_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,Wealth,Return,Price_Cash,Price_TSM,Price_MRVL,Price_NVDA,Price_RTX,Price_GM
0.1663054,0.16687292,0.16727833,0.16689864,0.1668328,0.16581193,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,8886.94763876268,-0.0291553819480429,1.000,1.000,1.000,1.000,1.000,0.827
0.16630499,0.16687113,0.16727771,0.16690001,0.16683193,0.16581416,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,8966.21912517911,0.0088804421562363,1.000,1.000,1.000,1.000,1.000,1.054
0.16630574,0.16687053,0.16727878,0.16689819,0.16683258,0.16581413,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9002.151089907267,0.0039994737635867,1.000,1.000,1.000,1.000,1.000,1.024
0.16630384,0.16686946,0.16728188,0.16689937,0.16683294,0.16581252,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,8957.642364019037,-0.0049564954209852,1.000,1.000,1.000,1.000,1.000,0.970
0.16630217,0.16687,0.16728745,0.1668983,0.16683498,0.16580713,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9253.755259349458,0.0325223797763247,1.000,1.000,1.000,1.000,1.000,1.199
0.16630156,0.16686915,0.16729039,0.1668989,0.16683565,0.16580431,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9280.75761685448,0.0029137400900982,1.000,1.000,1.000,1.000,1.000,1.018
0.1663003,0.16687034,0.16729209,0.16689898,0.16683562,0.16580269,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9357.317598365316,0.0082154848329689,1.000,1.000,1.000,1.000,1.000,1.050
0.16630065,0.16687086,0.16729409,0.1668981,0.16683725,0.16579905,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9276.011133930077,-0.0087270483591043,1.000,1.000,1.000,1.000,1.000,0.948
0.16630118,0.16687055,0.16729105,0.1668996,0.16683592,0.16580167,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9271.52652358107,-0.000483580140848,1.000,1.000,1.000,1.000,1.000,0.997
0.16630302,0.16687077,0.16728687,0.16689867,0.16683492,0.16580579,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9232.582278270367,-0.0042092600328358,1.000,1.000,1.000,1.000,1.000,0.975
0.16630344,0.1668713,0.16728432,0.16689874,0.16683413,0.16580808,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9120.525668507558,-0.0122113379972846,1.000,1.000,1.000,1.000,1.000,0.927
0.1663029,0.16687167,0.16728446,0.16689919,0.16683394,0.16580777,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9036.27841763291,-0.0092800313404689,1.000,1.000,1.000,1.000,1.000,0.944
0.16630378,0.16687016,0.16728377,0.16689935,0.16683392,0.165809,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9023.748816997528,-0.0013875508029825,1.000,1.000,1.000,1.000,1.000,0.992
0.16630451,0.16686955,0.16728272,0.16689873,0.16683374,0.16581075,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9148.963098321708,0.0137806909056876,1.000,1.000,1.000,1.000,1.000,1.084
0.16630365,0.16686983,0.16728435,0.16689865,0.16683415,0.1658094,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9284.494643957263,0.0147052159001575,1.000,1.000,1.000,1.000,1.000,1.090
0.16630183,0.1668697,0.16728812,0.16689938,0.16683489,0.16580611,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9416.473470628933,0.0141148861421822,1.000,1.000,1.000,1.000,1.000,1.086
0.16630067,0.16687068,0.16729221,0.16689892,0.16683643,0.16580111,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9478.9733336276,0.0066153599412261,1.000,1.000,1.000,1.000,1.000,1.040
0.16630015,0.16687126,0.1672931,0.16689947,0.1668365,0.16579954,1.0,1.0,1.0,1.0,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,1.61997768,1.64564732,1.61941964,1.64564732,9410.25726838456,-0.0072757191460651,1.000,1.000,1.000,1.000,1.000,0.956
