Action_Cash,Action_BMW.DE,Action_MBG.DE,Action_FORD,Action_GM,Action_012330.KS,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_BMW.DE_close_L1,State_BMW.DE_high_L1,State_BMW.DE_low_L1,State_BMW.DE_open_L1,State_MBG.DE_close_L1,State_MBG.DE_high_L1,State_MBG.DE_low_L1,State_MBG.DE_open_L1,State_FORD_close_L1,State_FORD_high_L1,State_FORD_low_L1,State_FORD_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,State_012330.KS_close_L1,State_012330.KS_high_L1,State_012330.KS_low_L1,State_012330.KS_open_L1,Wealth,Return,Price_Cash,Price_BMW.DE,Price_MBG.DE,Price_FORD,Price_GM,Price_012330.KS
0.16658019,0.16659547,0.16672114,0.16676547,0.1666096,0.16672808,1.0,1.0,1.0,1.0,1.02561449,1.0402512,1.02404627,1.0402512,1.04652412,1.04826656,1.03589508,1.04826656,1.05105443,1.05663031,1.04408455,1.05663031,1.01742491,1.04025121,1.01515969,1.04025121,1.02369772,1.04007686,1.01585662,1.04007686,9969.492787078536,-0.0030553842283081,1.000,0.994,1.000,1.000,1.000,1.000
0.16658002,0.16659619,0.16672106,0.16676567,0.16660893,0.16672814,1.0,1.0,1.0,1.0,1.04652412,1.04826656,1.03589508,1.04826656,1.05105443,1.05663031,1.04408455,1.05663031,1.01742491,1.04025121,1.01515969,1.04025121,1.02369772,1.04007686,1.01585662,1.04007686,1.02073558,1.02369774,1.01080347,1.02369774,9972.611858469338,0.0003128126616196,1.000,1.002,1.000,1.000,1.000,1.000
0.1665803,0.16659597,0.16672136,0.1667648,0.16660903,0.16672851,1.0,1.0,1.0,1.0,1.05105443,1.05663031,1.04408455,1.05663031,1.01742491,1.04025121,1.01515969,1.04025121,1.02369772,1.04007686,1.01585662,1.04007686,1.02073558,1.02369774,1.01080347,1.02369774,1.01481115,1.02805385,1.00139417,1.02805385,9947.823222002868,-0.0024887658488689,1.000,0.985,1.000,1.000,1.000,1.000
0.16658045,0.16659623,0.16672087,0.16676474,0.16660924,0.16672842,1.0,1.0,1.0,1.0,1.01742491,1.04025121,1.01515969,1.04025121,1.02369772,1.04007686,1.01585662,1.04007686,1.02073558,1.02369774,1.01080347,1.02369774,1.01481115,1.02805385,1.00139417,1.02805385,1.01672785,1.02700839,1.01620513,1.02700839,9954.984272741976,0.0007196021013633,1.000,1.004,1.000,1.000,1.000,1.000
0.16658047,0.16659622,0.16672088,0.16676448,0.16660942,0.16672853,1.0,1.0,1.0,1.0,1.02369772,1.04007686,1.01585662,1.04007686,1.02073558,1.02369774,1.01080347,1.02369774,1.01481115,1.02805385,1.00139417,1.02805385,1.01672785,1.02700839,1.01620513,1.02700839,1.00156824,1.01184878,0.98658304,1.01184878,9883.980753811176,-0.0071580167618613,1.000,0.957,1.000,1.000,1.000,1.000
0.16658051,0.16659603,0.1667209,0.16676424,0.1666095,0.1667288,1.0,1.0,1.0,1.0,1.02073558,1.02369774,1.01080347,1.02369774,1.01481115,1.02805385,1.00139417,1.02805385,1.01672785,1.02700839,1.01620513,1.02700839,1.00156824,1.01184878,0.98658304,1.01184878,1.00592465,1.01306875,1.00121999,1.01306875,9938.38841490701,0.0054895353087116,1.000,1.033,1.000,1.000,1.000,1.000
0.16658005,0.16659632,0.16672054,0.16676463,0.16660951,0.16672896,1.0,1.0,1.0,1.0,1.01481115,1.02805385,1.00139417,1.02805385,1.01672785,1.02700839,1.01620513,1.02700839,1.00156824,1.01184878,0.98658304,1.01184878,1.00592465,1.01306875,1.00121999,1.01306875,0.96288569,0.97560574,0.95940081,0.97560574,9941.177330949047,0.0002805811853222,1.000,1.002,1.000,1.000,1.000,1.000
0.16658035,0.16659617,0.16672105,0.16676372,0.16660921,0.16672952,1.0,1.0,1.0,1.0,1.01672785,1.02700839,1.01620513,1.02700839,1.00156824,1.01184878,0.98658304,1.01184878,1.00592465,1.01306875,1.00121999,1.01306875,0.96288569,0.97560574,0.95940081,0.97560574,0.99477278,0.99529549,0.96671909,0.99529549,9900.902207295878,-0.0040595723736642,1.000,0.976,1.000,1.000,1.000,1.000
0.16658108,0.16659695,0.16672054,0.16676347,0.16660912,0.1667289,1.0,1.0,1.0,1.0,1.00156824,1.01184878,0.98658304,1.01184878,1.00592465,1.01306875,1.00121999,1.01306875,0.96288569,0.97560574,0.95940081,0.97560574,0.99477278,0.99529549,0.96671909,0.99529549,0.99651514,1.0022653,0.99059076,1.0022653,9845.81300050652,-0.0055795963155227,1.000,0.967,1.000,1.000,1.000,1.000
0.16658127,0.16659611,0.16672106,0.16676235,0.16660996,0.16672929,1.0,1.0,1.0,1.0,1.00592465,1.01306875,1.00121999,1.01306875,0.96288569,0.97560574,0.95940081,0.97560574,0.99477278,0.99529549,0.96671909,0.99529549,0.99651514,1.0022653,0.99059076,1.0022653,0.97229513,0.97647707,0.95940093,0.97647707,9870.950426713707,0.0025498545864044,1.000,1.015,1.000,1.000,1.000,1.000
0.16658084,0.16659565,0.16672061,0.16676329,0.16661018,0.16672936,1.0,1.0,1.0,1.0,0.96288569,0.97560574,0.95940081,0.97560574,0.99477278,0.99529549,0.96671909,0.99529549,0.99651514,1.0022653,0.99059076,1.0022653,0.97229513,0.97647707,0.95940093,0.97647707,0.93988517,0.96671914,0.93396079,0.96671914,9953.503515609242,0.0083284580058666,1.000,1.050,1.000,1.000,1.000,1.000
0.16658027,0.16659689,0.16672008,0.16676326,0.16660959,0.16672996,1.0,1.0,1.0,1.0,0.99477278,0.99529549,0.96671909,0.99529549,0.99651514,1.0022653,0.99059076,1.0022653,0.97229513,0.97647707,0.95940093,0.97647707,0.93988517,0.96671914,0.93396079,0.96671914,0.95434765,0.9573098,0.9433701,0.9573098,9964.868583394242,0.0011411644447511,1.000,1.007,1.000,1.000,1.000,1.000
0.1665823,0.1665966,0.1667211,0.16676155,0.16660905,0.1667294,1.0,1.0,1.0,1.0,0.99651514,1.0022653,0.99059076,1.0022653,0.97229513,0.97647707,0.95940093,0.97647707,0.93988517,0.96671914,0.93396079,0.96671914,0.95434765,0.9573098,0.9433701,0.9573098,1.0022653,1.00435624,0.99146204,1.00435624,9967.713648119276,0.0002854687577666,1.000,1.002,1.000,1.000,1.000,1.000
0.16658254,0.16659603,0.1667211,0.1667611,0.16661017,0.16672903,1.0,1.0,1.0,1.0,0.97229513,0.97647707,0.95940093,0.97647707,0.93988517,0.96671914,0.93396079,0.96671914,0.95434765,0.9573098,0.9433701,0.9573098,1.0022653,1.00435624,0.99146204,1.00435624,1.0092351,1.01324283,0.99616662,1.01324283,9915.59501664533,-0.0052424625819693,1.000,0.969,1.000,1.000,1.000,1.000
0.16658238,0.16659524,0.16672085,0.16676164,0.16661102,0.16672884,1.0,1.0,1.0,1.0,0.93988517,0.96671914,0.93396079,0.96671914,0.95434765,0.9573098,0.9433701,0.9573098,1.0022653,1.00435624,0.99146204,1.00435624,1.0092351,1.01324283,0.99616662,1.01324283,1.01097768,1.01550806,0.99808342,1.01550806,9939.60021183783,0.0024180277869351,1.000,1.015,1.000,1.000,1.000,1.000
0.1665813,0.16659562,0.16672045,0.16676371,0.16661055,0.16672835,1.0,1.0,1.0,1.0,0.95434765,0.9573098,0.9433701,0.9573098,1.0022653,1.00435624,0.99146204,1.00435624,1.0092351,1.01324283,0.99616662,1.01324283,1.01097768,1.01550806,0.99808342,1.01550806,0.97926486,0.995644,0.97682542,0.995644,9987.198925806491,0.0047773658147015,1.000,1.029,1.000,1.000,1.000,1.000
0.16658063,0.16659611,0.1667207,0.16676384,0.16660972,0.16672905,1.0,1.0,1.0,1.0,1.0022653,1.00435624,0.99146204,1.00435624,1.0092351,1.01324283,0.99616662,1.01324283,1.01097768,1.01550806,0.99808342,1.01550806,0.97926486,0.995644,0.97682542,0.995644,0.99355292,0.99407564,0.98170416,0.99407564,10014.62537908664,0.0027423968985044,1.000,1.017,1.000,1.000,1.000,1.000
0.16658132,0.16659655,0.16672084,0.16676342,0.16660918,0.16672866,1.0,1.0,1.0,1.0,1.0092351,1.01324283,0.99616662,1.01324283,1.01097768,1.01550806,0.99808342,1.01550806,0.97926486,0.995644,0.97682542,0.995644,0.99355292,0.99407564,0.98170416,0.99407564,1.02212941,1.02631135,1.00731849,1.02631135,10006.17144771264,-0.0008445150260089,1.000,0.995,1.000,1.000,1.000,1.000
0.16658182,0.16659643,0.16672099,0.16676255,0.16660976,0.16672848,1.0,1.0,1.0,1.0,1.01097768,1.01550806,0.99808342,1.01550806,0.97926486,0.995644,0.97682542,0.995644,0.99355292,0.99407564,0.98170416,0.99407564,1.02212941,1.02631135,1.00731849,1.02631135,1.03903138,1.04112231,1.0263114,1.04112231,9974.109915816249,-0.0032093201123468,1.000,0.981,1.000,1.000,1.000,1.000
