Action_Cash,Action_BMW.DE,Action_MBG.DE,Action_FORD,Action_GM,Action_012330.KS,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_BMW.DE_close_L1,State_BMW.DE_high_L1,State_BMW.DE_low_L1,State_BMW.DE_open_L1,State_MBG.DE_close_L1,State_MBG.DE_high_L1,State_MBG.DE_low_L1,State_MBG.DE_open_L1,State_FORD_close_L1,State_FORD_high_L1,State_FORD_low_L1,State_FORD_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,State_012330.KS_close_L1,State_012330.KS_high_L1,State_012330.KS_low_L1,State_012330.KS_open_L1,Wealth,Return,Price_Cash,Price_BMW.DE,Price_MBG.DE,Price_FORD,Price_GM,Price_012330.KS
0.16658191,0.1665956,0.166721,0.16676314,0.16661038,0.16672802,1.0,1.0,1.0,1.0,0.97926486,0.995644,0.97682542,0.995644,0.99355292,0.99407564,0.98170416,0.99407564,1.02212941,1.02631135,1.00731849,1.02631135,1.03903138,1.04112231,1.0263114,1.04112231,1.03380401,1.0402511,1.02352346,1.0402511,9916.622381236257,-0.0057803497415731,1.000,0.965,1.000,1.000,1.000,1.000
0.16658108,0.16659544,0.1667209,0.16676447,0.16661032,0.16672787,1.0,1.0,1.0,1.0,0.99355292,0.99407564,0.98170416,0.99407564,1.02212941,1.02631135,1.00731849,1.02631135,1.03903138,1.04112231,1.0263114,1.04112231,1.03380401,1.0402511,1.02352346,1.0402511,1.0139399,1.03101604,1.00836402,1.03101604,9959.45724232196,0.0043101988130246,1.000,1.026,1.000,1.000,1.000,1.000
0.16657978,0.16659565,0.1667208,0.16676535,0.16660978,0.16672862,1.0,1.0,1.0,1.0,1.02212941,1.02631135,1.00731849,1.02631135,1.03903138,1.04112231,1.0263114,1.04112231,1.03380401,1.0402511,1.02352346,1.0402511,1.0139399,1.03101604,1.00836402,1.03101604,0.9789164,0.98553778,0.96933286,0.98553778,9925.9624426605,-0.0033687829443817,1.000,0.980,1.000,1.000,1.000,1.000
0.16658,0.16659608,0.16672103,0.16676487,0.16660887,0.16672911,1.0,1.0,1.0,1.0,1.03903138,1.04112231,1.0263114,1.04112231,1.03380401,1.0402511,1.02352346,1.0402511,1.0139399,1.03101604,1.00836402,1.03101604,0.9789164,0.98553778,0.96933286,0.98553778,1.00435641,1.00958379,0.99320465,1.00958379,9899.82499846468,-0.0026367133629662,1.000,0.984,1.000,1.000,1.000,1.000
0.16658036,0.16659698,0.16672078,0.16676423,0.16660886,0.16672882,1.0,1.0,1.0,1.0,1.03380401,1.0402511,1.02352346,1.0402511,1.0139399,1.03101604,1.00836402,1.03101604,0.9789164,0.98553778,0.96933286,0.98553778,1.00435641,1.00958379,0.99320465,1.00958379,0.98414362,0.99390145,0.97246915,0.99390145,9856.139618070403,-0.0044225075762347,1.000,0.974,1.000,1.000,1.000,1.000
0.16658074,0.16659606,0.1667209,0.16676283,0.16660984,0.16672964,1.0,1.0,1.0,1.0,1.0139399,1.03101604,1.00836402,1.03101604,0.9789164,0.98553778,0.96933286,0.98553778,1.00435641,1.00958379,0.99320465,1.00958379,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,9848.158258214007,-0.000810113645562,1.000,0.995,1.000,1.000,1.000,1.000
0.16658027,0.16659634,0.16672035,0.16676393,0.16660978,0.16672932,1.0,1.0,1.0,1.0,0.9789164,0.98553778,0.96933286,0.98553778,1.00435641,1.00958379,0.99320465,1.00958379,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,9883.798824055832,0.0036124753821697,1.000,1.022,1.000,1.000,1.000,1.000
0.16658054,0.16659652,0.16672066,0.16676292,0.16660936,0.16673009,1.0,1.0,1.0,1.0,1.00435641,1.00958379,0.99320465,1.00958379,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,9831.63857039725,-0.0052913231711718,1.000,0.968,1.000,1.000,1.000,1.000
0.16658115,0.16659716,0.16672039,0.1667622,0.16660933,0.16672976,1.0,1.0,1.0,1.0,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,9848.442853303422,0.0017077456773048,1.000,1.010,1.000,1.000,1.000,1.000
0.16658176,0.16659607,0.16672084,0.16676116,0.16661005,0.16673006,1.0,1.0,1.0,1.0,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,9913.652050016875,0.0065994454233627,1.000,1.040,1.000,1.000,1.000,1.000
0.16658099,0.1665961,0.16672051,0.16676193,0.16661021,0.16673028,1.0,1.0,1.0,1.0,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,9881.050149894756,-0.0032940055648926,1.000,0.980,1.000,1.000,1.000,1.000
0.16658214,0.16659638,0.16672091,0.16676171,0.16660903,0.16672984,1.0,1.0,1.0,1.0,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,9947.002213295526,0.0066524240925796,1.000,1.040,1.000,1.000,1.000,1.000
0.16658261,0.16659628,0.16672136,0.16676122,0.16660935,0.16672917,1.0,1.0,1.0,1.0,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,9907.654633514378,-0.0039635669955734,1.000,0.976,1.000,1.000,1.000,1.000
0.16658302,0.16659562,0.16672148,0.16676068,0.16661014,0.16672902,1.0,1.0,1.0,1.0,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,9888.017949854508,-0.0019839376528397,1.000,0.988,1.000,1.000,1.000,1.000
0.16658242,0.16659582,0.16672042,0.16676189,0.1666106,0.16672887,1.0,1.0,1.0,1.0,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,9791.01723921699,-0.0098583589395413,1.000,0.941,1.000,1.000,1.000,1.000
0.16658121,0.16659574,0.16672057,0.16676217,0.16661052,0.16672978,1.0,1.0,1.0,1.0,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,9875.196581067068,0.0085608604413983,1.000,1.052,1.000,1.000,1.000,1.000
0.1665804,0.16659608,0.16672027,0.16676341,0.1666099,0.16672987,1.0,1.0,1.0,1.0,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,9806.479555880176,-0.0069828711672224,1.000,0.958,1.000,1.000,1.000,1.000
0.16658032,0.16659729,0.16672024,0.16676244,0.16660915,0.16673051,1.0,1.0,1.0,1.0,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,9695.268571554332,-0.0114053559858802,1.000,0.932,1.000,1.000,1.000,1.000
0.16658212,0.16659674,0.16672093,0.16676152,0.16660899,0.16672973,1.0,1.0,1.0,1.0,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,9812.521893518322,0.0120213239131752,1.000,1.073,1.000,1.000,1.000,1.000
0.16658102,0.16659564,0.16672091,0.16676094,0.1666104,0.16673113,1.0,1.0,1.0,1.0,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,9582.75800691701,-0.0236938715803186,1.000,0.860,1.000,1.000,1.000,1.000
0.16658184,0.1665961,0.16672046,0.166761,0.16660938,0.16673116,1.0,1.0,1.0,1.0,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,9711.759275968598,0.0133720050506031,1.000,1.081,1.000,1.000,1.000,1.000
0.16658129,0.16659603,0.16672076,0.16676079,0.16660936,0.16673176,1.0,1.0,1.0,1.0,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,9572.434981706683,-0.0144498356123552,1.000,0.914,1.000,1.000,1.000,1.000
0.1665818,0.1665952,0.16672148,0.16675916,0.16660948,0.16673294,1.0,1.0,1.0,1.0,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,9569.859982298192,-0.0002690376915479,1.000,0.999,1.000,1.000,1.000,1.000
0.16658382,0.16659488,0.1667219,0.16675948,0.16660842,0.16673152,1.0,1.0,1.0,1.0,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,9593.114342193096,0.002427010642073,1.000,1.015,1.000,1.000,1.000,1.000
0.16658318,0.16659385,0.16672203,0.16675673,0.16660988,0.16673432,1.0,1.0,1.0,1.0,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,9619.277825637218,0.0027236066585599,1.000,1.016,1.000,1.000,1.000,1.000
0.16658595,0.16659358,0.16672245,0.1667564,0.1666094,0.16673213,1.0,1.0,1.0,1.0,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,9747.10043149657,0.013200657379082,1.000,1.080,1.000,1.000,1.000,1.000
0.16658483,0.16659361,0.16672249,0.16675538,0.1666105,0.16673316,1.0,1.0,1.0,1.0,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,9751.156872419246,0.0004160824137224,1.000,1.003,1.000,1.000,1.000,1.000
0.166587,0.16659163,0.16672324,0.1667548,0.16661094,0.16673243,1.0,1.0,1.0,1.0,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,9780.004532270452,0.0029540159165176,1.000,1.018,1.000,1.000,1.000,1.000
0.16658704,0.1665923,0.16672336,0.16675654,0.16661048,0.16673017,1.0,1.0,1.0,1.0,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,9683.196129032503,-0.0099479220583738,1.000,0.941,1.000,1.000,1.000,1.000
0.1665854,0.16659243,0.1667227,0.16675605,0.1666116,0.16673188,1.0,1.0,1.0,1.0,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,9714.303576704702,0.0032073694869467,1.000,1.019,1.000,1.000,1.000,1.000
0.16658422,0.16659361,0.16672088,0.16675806,0.16661204,0.16673124,1.0,1.0,1.0,1.0,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,9713.22285818589,-0.0001112564199613,1.000,0.999,1.000,1.000,1.000,1.000
0.16658333,0.16659436,0.166721,0.16675809,0.16661094,0.16673237,1.0,1.0,1.0,1.0,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,9669.861256457183,-0.0044741769480576,1.000,0.973,1.000,1.000,1.000,1.000
0.1665842,0.16659467,0.16672127,0.16675782,0.16660999,0.16673204,1.0,1.0,1.0,1.0,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,9725.90780638858,0.0057792713190008,1.000,1.035,1.000,1.000,1.000,1.000
0.16658363,0.1665942,0.16672148,0.16675673,0.16661099,0.16673298,1.0,1.0,1.0,1.0,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,9689.755130096077,-0.0037240776370581,1.000,0.978,1.000,1.000,1.000,1.000
0.1665844,0.16659379,0.16672145,0.16675685,0.16661102,0.16673253,1.0,1.0,1.0,1.0,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,9789.545405852225,0.0102458657127304,1.000,1.062,1.000,1.000,1.000,1.000
0.16658449,0.16659403,0.16672145,0.16675714,0.16661067,0.16673227,1.0,1.0,1.0,1.0,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,9781.17464990738,-0.0008554367372738,1.000,0.995,1.000,1.000,1.000,1.000
0.16658486,0.16659388,0.16672187,0.16675623,0.16661072,0.16673242,1.0,1.0,1.0,1.0,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,9799.191166836166,0.0018402640871908,1.000,1.011,1.000,1.000,1.000,1.000
0.16658571,0.1665937,0.16672184,0.1667566,0.16661091,0.16673115,1.0,1.0,1.0,1.0,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,9736.125763619146,-0.0064565752915348,1.000,0.961,1.000,1.000,1.000,1.000
0.16658416,0.1665939,0.1667213,0.16675708,0.1666119,0.16673175,1.0,1.0,1.0,1.0,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,9750.096840511202,0.0014339443379893,1.000,1.009,1.000,1.000,1.000,1.000
0.16658407,0.16659404,0.16672108,0.16675858,0.16661127,0.16673091,1.0,1.0,1.0,1.0,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,9812.736524619757,0.0064039699173141,1.000,1.039,1.000,1.000,1.000,1.000
0.16658229,0.16659515,0.1667206,0.16675915,0.16661079,0.16673209,1.0,1.0,1.0,1.0,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,9781.273463670615,-0.0032115006585936,1.000,0.981,1.000,1.000,1.000,1.000
0.16658436,0.16659486,0.16672146,0.1667582,0.16660976,0.16673137,1.0,1.0,1.0,1.0,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,9871.157572505334,0.0091474419045641,1.000,1.055,1.000,1.000,1.000,1.000
0.16658387,0.16659436,0.16672163,0.16675791,0.16661058,0.16673163,1.0,1.0,1.0,1.0,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,9911.473728976787,0.0040759201010026,1.000,1.025,1.000,1.000,1.000,1.000
0.16658442,0.16659376,0.16672152,0.16675745,0.1666111,0.16673177,1.0,1.0,1.0,1.0,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,9877.54610638026,-0.0034289374735196,1.000,0.980,1.000,1.000,1.000,1.000
0.1665846,0.16659488,0.16672112,0.16675854,0.16661082,0.16673,1.0,1.0,1.0,1.0,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,9839.285330763896,-0.0038810316721805,1.000,0.977,1.000,1.000,1.000,1.000
0.16658776,0.16659604,0.16672045,0.16676098,0.16660406,0.16673067,1.0,1.0,1.0,1.0,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,9889.643472029851,0.0051050162059351,1.000,1.031,1.000,1.000,1.000,1.000
0.1665918,0.16659933,0.16671336,0.16676302,0.16660087,0.16673172,1.0,1.0,1.0,1.0,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,9879.890549680433,-0.0009866619142278,1.000,0.994,1.000,1.000,1.000,1.000
0.1665967,0.16660352,0.16670735,0.16676371,0.16659723,0.16673148,1.0,1.0,1.0,1.0,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,9882.68639972294,0.0002829438760257,1.000,1.002,1.000,1.000,1.000,1.000
0.16659889,0.1666091,0.16670112,0.16676734,0.16659231,0.1667313,1.0,1.0,1.0,1.0,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,9907.041568340985,0.0024613962307721,1.000,1.015,1.000,1.000,1.000,1.000
0.16660248,0.16661301,0.1666962,0.16677035,0.16658694,0.16673104,1.0,1.0,1.0,1.0,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,9883.855444917765,-0.0023431109783114,1.000,0.986,1.000,1.000,1.000,1.000
0.16660522,0.16661933,0.16669053,0.16677532,0.16657744,0.16673225,1.0,1.0,1.0,1.0,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,9937.491873253275,0.0054119993349478,1.000,1.033,1.000,1.000,1.000,1.000
0.16660534,0.16662543,0.16668439,0.16677915,0.1665706,0.16673511,1.0,1.0,1.0,1.0,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,9896.36028450846,-0.0041476206822921,1.000,0.975,1.000,1.000,1.000,1.000
0.16660435,0.16663282,0.16667809,0.16678628,0.16656111,0.16673736,1.0,1.0,1.0,1.0,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,9833.294135250782,-0.0063930530879537,1.000,0.962,1.000,1.000,1.000,1.000
0.1666057,0.16663927,0.16667394,0.16679145,0.16655245,0.16673714,1.0,1.0,1.0,1.0,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,9866.816087989268,0.003403228176165,1.000,1.021,1.000,1.000,1.000,1.000
0.1666048,0.16665083,0.16666973,0.16679509,0.16654152,0.16673814,1.0,1.0,1.0,1.0,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,9852.883550320206,-0.0014130580326173,1.000,0.992,1.000,1.000,1.000,1.000
0.16660683,0.1666568,0.16667195,0.1667979,0.16653244,0.16673405,1.0,1.0,1.0,1.0,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,9866.183643673932,0.001348957862937,1.000,1.008,1.000,1.000,1.000,1.000
0.16660783,0.1666637,0.16667539,0.1667967,0.16652231,0.16673401,1.0,1.0,1.0,1.0,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,9872.459957096891,0.0006359417355544,1.000,1.004,1.000,1.000,1.000,1.000
0.16661073,0.1666697,0.1666751,0.16679741,0.16651414,0.16673294,1.0,1.0,1.0,1.0,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,9890.66850532063,0.0018426792509671,1.000,1.011,1.000,1.000,1.000,1.000
0.16661641,0.16667368,0.16667403,0.16679907,0.166507,0.16672975,1.0,1.0,1.0,1.0,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,9874.75934377,-0.0016097971779556,1.000,0.990,1.000,1.000,1.000,1.000
0.16662428,0.16667841,0.16667145,0.16679665,0.16650015,0.16672902,1.0,1.0,1.0,1.0,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,9833.951783494578,-0.0041410743023823,1.000,0.975,1.000,1.000,1.000,1.000
0.16663235,0.16668347,0.16666707,0.16679779,0.1664907,0.16672868,1.0,1.0,1.0,1.0,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,9828.104250656572,-0.0005948038191173,1.000,0.996,1.000,1.000,1.000,1.000
0.16664146,0.16668855,0.16666766,0.16679454,0.16648076,0.16672702,1.0,1.0,1.0,1.0,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,9865.9852422344,0.0038469448722853,1.000,1.023,1.000,1.000,1.000,1.000
0.1666501,0.16669181,0.16666843,0.16679065,0.16647138,0.16672769,1.0,1.0,1.0,1.0,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,9793.439236700537,-0.0073803111483371,1.000,0.956,1.000,1.000,1.000,1.000
