,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_AAPL_close_L1,State_AAPL_high_L1,State_AAPL_low_L1,State_AAPL_open_L1,State_ADBE_close_L1,State_ADBE_high_L1,State_ADBE_low_L1,State_ADBE_open_L1,State_BABA_close_L1,State_BABA_high_L1,State_BABA_low_L1,State_BABA_open_L1,State_SNE_close_L1,State_SNE_high_L1,State_SNE_low_L1,State_SNE_open_L1,State_V_close_L1,State_V_high_L1,State_V_low_L1,State_V_open_L1
121,1.0,1.0,1.0,1.0,1.09169401,1.09385253,1.08590917,1.09160767,0.78436134,0.78960661,0.78076736,0.78863526,0.93463159,0.93747865,0.93132901,0.935201,1.01284338,1.02211916,1.0099893,1.01890831,0.87464753,0.8756729,0.86670085,0.87349398
497,1.0,1.0,1.0,1.0,1.01243309,1.01709549,1.00578484,1.00604386,1.01971831,1.02865469,1.0185527,1.01991258,0.99692518,1.00148047,0.98747295,0.98758684,1.01248662,1.01605423,1.00927578,1.00963254,1.00422968,1.0106383,1.00269162,1.00320431
20,1.0,1.0,1.0,1.0,1.02685201,1.03824901,1.02270765,1.03626317,0.70461389,0.71510442,0.70169985,0.7108305,0.97574308,0.99533083,0.97278214,0.99202824,0.94791295,0.95611844,0.94612915,0.94933999,0.85695975,0.87298129,0.85247372,0.87080236
188,1.0,1.0,1.0,1.0,0.9564842,0.96503195,0.9446555,0.96477292,0.78339,0.80718796,0.76755707,0.79844585,0.75481152,0.75913905,0.7331739,0.73841248,0.9546914,0.95611844,0.94220478,0.95076704,0.93847731,0.93860549,0.92860805,0.93155601
71,1.0,1.0,1.0,1.0,1.11051632,1.11267484,1.09065792,1.09644276,0.73336571,0.73355998,0.72491501,0.72540068,0.93440383,0.94340052,0.92836807,0.94271723,1.15412059,1.1630396,1.14092044,1.14520157,0.87169956,0.8969495,0.84324532,0.84362984
106,1.0,1.0,1.0,1.0,1.1102573,1.12398549,1.10922121,1.11535141,0.77367654,0.77989315,0.77144245,0.77523069,0.99316707,1.01901834,0.99191436,1.01389363,1.08847663,1.09489832,1.08455227,1.08919015,0.89259164,0.89746219,0.88977185,0.89336068
270,1.0,1.0,1.0,1.0,0.83405284,0.84035572,0.82187878,0.82766362,0.83885381,0.85449247,0.83322001,0.85303545,0.73864025,0.74843412,0.71859697,0.73260449,0.78772743,0.79771673,0.78130574,0.78665715,0.94437324,0.9565496,0.93245322,0.94975647
348,1.0,1.0,1.0,1.0,0.86012778,0.86116387,0.84709031,0.8519254,0.96755707,0.97124818,0.95968917,0.9704711,0.8608359,0.90194739,0.84409521,0.89431728,0.99536211,1.00285408,0.98858366,0.99892972,1.01332992,1.02114842,1.01192002,1.0189695
435,1.0,1.0,1.0,1.0,0.98385426,0.98981178,0.97936453,0.98160939,1.06352598,1.06546867,1.05701797,1.06342885,1.23846942,1.25122423,1.22036215,1.23493907,1.19800214,1.19942918,1.18872636,1.19407777,1.06344527,1.06395796,1.05024353,1.05588311
102,1.0,1.0,1.0,1.0,1.11077534,1.11975479,1.10827146,1.11811432,0.76600291,0.77115104,0.76134046,0.76386595,1.03302585,1.04316137,1.0301788,1.0301788,1.07206564,1.07563325,1.06207635,1.06350339,0.87631377,0.88054345,0.87157139,0.87528839
