Action_Cash,Action_BMW.DE,Action_MBG.DE,Action_FORD,Action_GM,Action_AZO,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_BMW.DE_close_L1,State_BMW.DE_high_L1,State_BMW.DE_low_L1,State_BMW.DE_open_L1,State_MBG.DE_close_L1,State_MBG.DE_high_L1,State_MBG.DE_low_L1,State_MBG.DE_open_L1,State_FORD_close_L1,State_FORD_high_L1,State_FORD_low_L1,State_FORD_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,State_AZO_close_L1,State_AZO_high_L1,State_AZO_low_L1,State_AZO_open_L1
0.16662446,0.16672605,0.16663352,0.16669236,0.16664666,0.16667694,1.0,1.0,1.0,1.0,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691
0.16662377,0.16672936,0.16663001,0.16669403,0.16664651,0.16667636,1.0,1.0,1.0,1.0,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653
0.16662386,0.16672982,0.16662982,0.16669302,0.16664702,0.16667652,1.0,1.0,1.0,1.0,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185
0.16662388,0.16673215,0.1666274,0.16669257,0.16664606,0.16667788,1.0,1.0,1.0,1.0,0.82778345,0.84695651,0.82285822,0.84695651,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728
0.16662371,0.16673261,0.16662702,0.16669247,0.16664621,0.16667807,1.0,1.0,1.0,1.0,0.87897026,0.88125691,0.85328887,0.88125691,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082
0.16662358,0.16673268,0.16662705,0.16669227,0.16664644,0.16667801,1.0,1.0,1.0,1.0,0.87457263,0.90271653,0.87351721,0.90271653,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689
0.1666234,0.16673361,0.16662602,0.16669282,0.16664627,0.1666778,1.0,1.0,1.0,1.0,0.8842472,0.89005185,0.87140654,0.89005185,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021
0.16662347,0.16673274,0.16662714,0.16669182,0.16664663,0.16667819,1.0,1.0,1.0,1.0,0.85012271,0.89110728,0.83939283,0.89110728,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024
0.1666231,0.1667348,0.16662462,0.16669299,0.16664636,0.16667812,1.0,1.0,1.0,1.0,0.85751024,0.86349082,0.84361416,0.86349082,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955
0.16662695,0.16672315,0.16663733,0.16668645,0.1666462,0.16667987,1.0,1.0,1.0,1.0,0.89057933,0.90183689,0.87861815,0.90183689,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143
0.16663142,0.16671519,0.16664895,0.16668655,0.1666382,0.16667973,1.0,1.0,1.0,1.0,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553
0.16663359,0.16670407,0.16665883,0.16669405,0.16662706,0.16668238,1.0,1.0,1.0,1.0,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252
0.16663942,0.16669627,0.16667695,0.16668999,0.1666135,0.16668387,1.0,1.0,1.0,1.0,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435
0.16664673,0.16668697,0.16669239,0.1666894,0.16659866,0.16668585,1.0,1.0,1.0,1.0,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274
0.16665138,0.16668124,0.16670774,0.16668706,0.16658252,0.16669,1.0,1.0,1.0,1.0,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013
0.16665898,0.16667698,0.16671751,0.16668463,0.16656454,0.1666973,1.0,1.0,1.0,1.0,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084
0.166666,0.16666904,0.16672926,0.16668378,0.16654062,0.16671129,1.0,1.0,1.0,1.0,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947
0.16667911,0.16665922,0.16673669,0.16667798,0.1665263,0.16672078,1.0,1.0,1.0,1.0,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946
0.16668534,0.16665192,0.16674115,0.16666655,0.16652125,0.16673374,1.0,1.0,1.0,1.0,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821
0.16668749,0.16664022,0.1667492,0.16665241,0.16651681,0.16675381,1.0,1.0,1.0,1.0,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375
0.16668981,0.16662894,0.16675821,0.1666422,0.16650319,0.16677764,1.0,1.0,1.0,1.0,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988
0.16669631,0.1666175,0.16676897,0.1666305,0.16649127,0.16679548,1.0,1.0,1.0,1.0,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343
0.16670448,0.16661061,0.16678806,0.16661648,0.1664715,0.16680884,1.0,1.0,1.0,1.0,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571
0.16670322,0.16660692,0.16681294,0.1666003,0.16644913,0.16682751,1.0,1.0,1.0,1.0,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817
0.16670154,0.1666001,0.16684629,0.16658266,0.16642928,0.16684017,1.0,1.0,1.0,1.0,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739
0.16669467,0.166593,0.16687636,0.16655934,0.16641802,0.16685866,1.0,1.0,1.0,1.0,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537
0.16668563,0.16659293,0.16690688,0.16653349,0.16640759,0.1668735,1.0,1.0,1.0,1.0,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296
0.16667321,0.16659024,0.16693373,0.16651635,0.16639835,0.16688813,1.0,1.0,1.0,1.0,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617
0.16667345,0.166588,0.16695403,0.16649848,0.16638659,0.1668994,1.0,1.0,1.0,1.0,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723
0.16667935,0.16658254,0.16698524,0.1664721,0.16636617,0.16691455,1.0,1.0,1.0,1.0,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981
0.16669315,0.16657637,0.16701622,0.16644783,0.1663395,0.16692698,1.0,1.0,1.0,1.0,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904
0.16671297,0.16657078,0.16703251,0.16643782,0.16630991,0.16693595,1.0,1.0,1.0,1.0,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075
0.16673106,0.16656859,0.16704494,0.16642359,0.16628455,0.16694729,1.0,1.0,1.0,1.0,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152
0.16673614,0.16656065,0.16706935,0.16641022,0.16625811,0.16696551,1.0,1.0,1.0,1.0,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516
0.16673663,0.16655207,0.16709268,0.16640231,0.1662343,0.16698202,1.0,1.0,1.0,1.0,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376
0.16673096,0.16653994,0.16711855,0.1663951,0.16620328,0.1670122,1.0,1.0,1.0,1.0,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428
0.1667197,0.16653337,0.1671332,0.16639243,0.16617508,0.16704628,1.0,1.0,1.0,1.0,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348
0.16671202,0.1665294,0.16714314,0.1664009,0.16614658,0.16706795,1.0,1.0,1.0,1.0,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855
0.16670474,0.16652429,0.16715716,0.16640605,0.16611435,0.16709346,1.0,1.0,1.0,1.0,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303
0.1666914,0.16652219,0.16716605,0.16641593,0.16608419,0.16712028,1.0,1.0,1.0,1.0,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126
0.16667244,0.1665224,0.16716816,0.16642639,0.16606037,0.1671502,1.0,1.0,1.0,1.0,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528
0.16665575,0.16652393,0.16718332,0.166428,0.16603066,0.16717835,1.0,1.0,1.0,1.0,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589
0.16664632,0.16652441,0.16719572,0.16642915,0.1660062,0.1671982,1.0,1.0,1.0,1.0,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813
0.16664287,0.16652368,0.16720316,0.16641912,0.16598845,0.16722268,1.0,1.0,1.0,1.0,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761
0.16663668,0.16652265,0.16722028,0.16640635,0.16596514,0.16724882,1.0,1.0,1.0,1.0,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921
0.16664582,0.16651782,0.16722143,0.16640358,0.16593741,0.16727386,1.0,1.0,1.0,1.0,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135
0.16665578,0.16650936,0.1672279,0.16640125,0.16591507,0.16729066,1.0,1.0,1.0,1.0,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495
0.16666462,0.16649845,0.1672367,0.16639507,0.16590126,0.16730389,1.0,1.0,1.0,1.0,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089
0.16666892,0.16648632,0.1672454,0.16639195,0.16587171,0.16733561,1.0,1.0,1.0,1.0,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483
0.16666542,0.16647002,0.16727224,0.1663859,0.16583183,0.16737461,1.0,1.0,1.0,1.0,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765
0.16665857,0.1664495,0.16730177,0.16639109,0.16578504,0.167414,1.0,1.0,1.0,1.0,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127
0.1666501,0.16642901,0.16733788,0.1663893,0.16574316,0.1674506,1.0,1.0,1.0,1.0,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138
0.16663831,0.1664161,0.16736521,0.16638987,0.16570154,0.16748896,1.0,1.0,1.0,1.0,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233
0.16662158,0.1663925,0.16739576,0.16637272,0.16566539,0.16755208,1.0,1.0,1.0,1.0,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016
0.16660896,0.1663643,0.16743897,0.16635765,0.16562778,0.16760232,1.0,1.0,1.0,1.0,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856
0.16659106,0.16633365,0.16749357,0.16633874,0.16559723,0.16764578,1.0,1.0,1.0,1.0,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639
0.16657425,0.16630597,0.167549,0.16632362,0.1655762,0.16767092,1.0,1.0,1.0,1.0,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818
0.1665576,0.16628759,0.1676009,0.16632427,0.1655391,0.16769053,1.0,1.0,1.0,1.0,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063
0.16655214,0.16626807,0.1676457,0.16631636,0.16549271,0.16772503,1.0,1.0,1.0,1.0,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755
0.16653736,0.166238,0.16769493,0.1663135,0.16543552,0.16778076,1.0,1.0,1.0,1.0,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582
0.16652857,0.16620961,0.16773996,0.1663192,0.16537753,0.16782513,1.0,1.0,1.0,1.0,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217
0.16651632,0.16618454,0.16776894,0.16631985,0.16532533,0.16788507,1.0,1.0,1.0,1.0,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659
0.16650315,0.16615584,0.16781409,0.16631383,0.16525257,0.16796054,1.0,1.0,1.0,1.0,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427
0.16649404,0.16613413,0.16785263,0.1663318,0.16519284,0.16799457,1.0,1.0,1.0,1.0,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991
0.16647606,0.16610798,0.16786872,0.16636012,0.16515236,0.1680348,1.0,1.0,1.0,1.0,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432
0.16645673,0.16608407,0.16787864,0.16639887,0.16514601,0.16803561,1.0,1.0,1.0,1.0,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322
0.16643384,0.16605707,0.16789097,0.16643856,0.16512528,0.16805422,1.0,1.0,1.0,1.0,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745
0.16641612,0.1660305,0.16788097,0.16648151,0.1651206,0.16807038,1.0,1.0,1.0,1.0,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534
0.16639817,0.16598566,0.16789661,0.16651878,0.16509211,0.16810872,1.0,1.0,1.0,1.0,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922
0.16638178,0.16593382,0.16791463,0.16655983,0.16504543,0.16816445,1.0,1.0,1.0,1.0,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943
0.1663623,0.16588573,0.16794892,0.16658734,0.1649994,0.16821633,1.0,1.0,1.0,1.0,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076
0.16633397,0.16582997,0.16798598,0.16661741,0.16494927,0.1682834,1.0,1.0,1.0,1.0,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921
0.16630547,0.16578506,0.16803685,0.16664687,0.16489753,0.1683282,1.0,1.0,1.0,1.0,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358
0.16627763,0.16574508,0.16809705,0.16668105,0.16483152,0.16836765,1.0,1.0,1.0,1.0,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113
0.16626967,0.1657029,0.16814569,0.16669652,0.16476114,0.1684241,1.0,1.0,1.0,1.0,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846
0.16624929,0.16566855,0.16816254,0.16672122,0.16470101,0.16849737,1.0,1.0,1.0,1.0,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005
0.16623488,0.1656307,0.16818334,0.16673972,0.16465613,0.16855527,1.0,1.0,1.0,1.0,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005,1.30961565,1.36260276,1.26442588,1.36260276
0.16619794,0.16559574,0.16820215,0.16677058,0.16459684,0.16863668,1.0,1.0,1.0,1.0,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005,1.30961565,1.36260276,1.26442588,1.36260276,1.47531153,1.47796977,1.42533702,1.47796977
0.16615145,0.1655478,0.16819784,0.16679822,0.1645329,0.1687718,1.0,1.0,1.0,1.0,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005,1.30961565,1.36260276,1.26442588,1.36260276,1.47531153,1.47796977,1.42533702,1.47796977,1.36313468,1.41027383,1.35551445,1.41027383
