Action_Cash,Action_BMW.DE,Action_MBG.DE,Action_FORD,Action_GM,Action_AZO,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_BMW.DE_close_L1,State_BMW.DE_high_L1,State_BMW.DE_low_L1,State_BMW.DE_open_L1,State_MBG.DE_close_L1,State_MBG.DE_high_L1,State_MBG.DE_low_L1,State_MBG.DE_open_L1,State_FORD_close_L1,State_FORD_high_L1,State_FORD_low_L1,State_FORD_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,State_AZO_close_L1,State_AZO_high_L1,State_AZO_low_L1,State_AZO_open_L1
0.16662243,0.16673595,0.16662352,0.1666927,0.16664723,0.16667816,1.0,1.0,1.0,1.0,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717
0.16662236,0.16673654,0.16662295,0.16669258,0.16664709,0.16667846,1.0,1.0,1.0,1.0,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295
0.16662244,0.1667365,0.16662306,0.1666923,0.16664708,0.16667861,1.0,1.0,1.0,1.0,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553
0.16662276,0.16673607,0.16662368,0.16669218,0.16664681,0.1666785,1.0,1.0,1.0,1.0,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937
0.16662201,0.16673721,0.1666219,0.16669288,0.16664726,0.16667873,1.0,1.0,1.0,1.0,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997
0.16662103,0.16673869,0.16661993,0.16669379,0.16664861,0.16667798,1.0,1.0,1.0,1.0,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398
0.16662094,0.16673857,0.16662036,0.16669324,0.16664857,0.16667834,1.0,1.0,1.0,1.0,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383
0.1666227,0.16673668,0.16662359,0.16669112,0.16664664,0.16667925,1.0,1.0,1.0,1.0,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249
0.16662304,0.16673599,0.1666242,0.16669098,0.16664581,0.16668001,1.0,1.0,1.0,1.0,0.9031191,0.94336997,0.88970212,0.94336997,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671
0.16662388,0.16673344,0.1666266,0.16669036,0.16664612,0.16667952,1.0,1.0,1.0,1.0,0.94981726,0.95173398,0.91461954,0.95173398,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131
0.16662389,0.16672982,0.16663042,0.16669028,0.16664691,0.16667873,1.0,1.0,1.0,1.0,0.91026331,0.93326383,0.90764959,0.93326383,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079
0.1666241,0.16672978,0.1666301,0.1666907,0.16664593,0.16667934,1.0,1.0,1.0,1.0,0.84840576,0.88848249,0.84526932,0.88848249,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181
0.16662481,0.1667253,0.1666348,0.16668963,0.16664705,0.1666784,1.0,1.0,1.0,1.0,0.91008905,0.91409671,0.85886062,0.91409671,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419
0.1666245,0.16672541,0.166634,0.1666913,0.16664645,0.16667832,1.0,1.0,1.0,1.0,0.78236635,0.84248131,0.78236635,0.84248131,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307
0.16662484,0.16672271,0.16663702,0.16669087,0.1666471,0.16667749,1.0,1.0,1.0,1.0,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782
0.16662483,0.16672337,0.16663593,0.16669141,0.16664666,0.16667786,1.0,1.0,1.0,1.0,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006
0.1666241,0.16672589,0.16663308,0.16669372,0.16664699,0.16667627,1.0,1.0,1.0,1.0,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724
0.16662392,0.16672705,0.16663238,0.16669334,0.16664732,0.166676,1.0,1.0,1.0,1.0,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907
0.16662426,0.166729,0.16663058,0.1666922,0.16664621,0.16667783,1.0,1.0,1.0,1.0,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011
0.16662437,0.16672878,0.1666309,0.16669154,0.16664621,0.16667822,1.0,1.0,1.0,1.0,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238
0.16662408,0.16672926,0.16663036,0.16669208,0.16664615,0.16667801,1.0,1.0,1.0,1.0,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552
0.1666245,0.16672708,0.16663276,0.16669092,0.16664666,0.16667807,1.0,1.0,1.0,1.0,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824
0.16662462,0.16672635,0.1666335,0.16669056,0.16664615,0.16667879,1.0,1.0,1.0,1.0,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763
0.16662474,0.16672587,0.16663377,0.16669136,0.16664624,0.16667807,1.0,1.0,1.0,1.0,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651
