Action_Cash,Action_TSM,Action_MRVL,Action_NVDA,Action_RTX,Action_GM,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_TSM_close_L1,State_TSM_high_L1,State_TSM_low_L1,State_TSM_open_L1,State_MRVL_close_L1,State_MRVL_high_L1,State_MRVL_low_L1,State_MRVL_open_L1,State_NVDA_close_L1,State_NVDA_high_L1,State_NVDA_low_L1,State_NVDA_open_L1,State_RTX_close_L1,State_RTX_high_L1,State_RTX_low_L1,State_RTX_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1
0.16662136,0.16668324,0.16665651,0.16666241,0.16668881,0.16668765,1.0,1.0,1.0,1.0,0.84579229,0.84614079,0.78463175,0.84614079,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782
0.16662087,0.16668487,0.16665475,0.16666318,0.1666884,0.16668794,1.0,1.0,1.0,1.0,0.7731314,0.80310181,0.75379003,0.80310181,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006
0.16662225,0.16668396,0.16665448,0.16666283,0.16668905,0.16668738,1.0,1.0,1.0,1.0,0.77202313,0.79471419,0.75109111,0.79471419,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724
0.16662236,0.16668598,0.1666528,0.16666383,0.16668631,0.16668865,1.0,1.0,1.0,1.0,0.78328073,0.84924307,0.78240125,0.84924307,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907
0.16662076,0.16668655,0.16665372,0.16666614,0.16668667,0.16668624,1.0,1.0,1.0,1.0,0.7961213,0.80227782,0.76551481,0.80227782,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011
0.16662066,0.16668782,0.16665328,0.16666551,0.16668682,0.16668591,1.0,1.0,1.0,1.0,0.85962112,0.8605006,0.83552289,0.8605006,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238
0.16662137,0.16668656,0.16665399,0.16666406,0.16668805,0.16668603,1.0,1.0,1.0,1.0,0.8619078,0.88037724,0.84519733,0.88037724,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552
0.1666215,0.1666866,0.16665414,0.16666432,0.16668643,0.16668706,1.0,1.0,1.0,1.0,0.87721099,0.88758907,0.86050052,0.88758907,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824
0.16662072,0.16668701,0.16665408,0.16666487,0.1666867,0.16668661,1.0,1.0,1.0,1.0,0.82514494,0.8459011,0.81810893,0.8459011,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763
0.16662116,0.1666864,0.16665432,0.16666426,0.16668728,0.16668658,1.0,1.0,1.0,1.0,0.84115179,0.84713238,0.82268234,0.84713238,0.84062401,0.86243552,0.8383373,0.86243552,0.81810873,0.83657824,0.81441486,0.83657824,0.84660453,0.84818763,0.81986779,0.84818763,0.82778345,0.84695651,0.82285822,0.84695651
