Action_Cash,Action_AAPL,Action_V,Action_SNE,Action_ADBE,Action_BABA,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_AAPL_close_L1,State_AAPL_high_L1,State_AAPL_low_L1,State_AAPL_open_L1,State_V_close_L1,State_V_high_L1,State_V_low_L1,State_V_open_L1,State_SNE_close_L1,State_SNE_high_L1,State_SNE_low_L1,State_SNE_open_L1,State_ADBE_close_L1,State_ADBE_high_L1,State_ADBE_low_L1,State_ADBE_open_L1,State_BABA_close_L1,State_BABA_high_L1,State_BABA_low_L1,State_BABA_open_L1,Wealth,Return,Price_Cash,Price_AAPL,Price_V,Price_SNE,Price_ADBE,Price_BABA
0.16665584,0.1666256,0.16678275,0.16664825,0.16660859,0.16667892,1.0,1.0,1.0,1.0,1.17958237,1.18060325,1.1625058,1.18060325,1.17726218,1.19322506,1.1750348,1.19322506,1.17215777,1.18134571,1.16853828,1.18134571,1.17661253,1.17986079,1.16946636,1.17986079,1.17095128,1.17958237,1.17039443,1.17958237,10244.21204744717,0.0037956057891563,1.000,1.023,1.000,1.000,1.000,1.000
0.1666558,0.1666256,0.16678259,0.16664839,0.1666084,0.16667923,1.0,1.0,1.0,1.0,1.17726218,1.19322506,1.1750348,1.19322506,1.17215777,1.18134571,1.16853828,1.18134571,1.17661253,1.17986079,1.16946636,1.17986079,1.17095128,1.17958237,1.17039443,1.17958237,1.15777262,1.17067285,1.15508121,1.17067285,10234.901772273017,-0.0009092459661621,1.000,0.995,1.000,1.000,1.000,1.000
0.1666558,0.16662554,0.16678306,0.1666485,0.16660812,0.16667897,1.0,1.0,1.0,1.0,1.17215777,1.18134571,1.16853828,1.18134571,1.17661253,1.17986079,1.16946636,1.17986079,1.17095128,1.17958237,1.17039443,1.17958237,1.15777262,1.17067285,1.15508121,1.17067285,1.18422274,1.18904872,1.16167053,1.18904872,10257.862271603575,0.0022408406098031,1.000,1.013,1.000,1.000,1.000,1.000
0.16665597,0.16662572,0.16678262,0.1666481,0.16660863,0.16667894,1.0,1.0,1.0,1.0,1.17661253,1.17986079,1.16946636,1.17986079,1.17095128,1.17958237,1.17039443,1.17958237,1.15777262,1.17067285,1.15508121,1.17067285,1.18422274,1.18904872,1.16167053,1.18904872,1.17781903,1.18979118,1.17559165,1.18979118,10271.768664331736,0.0013547632588741,1.000,1.008,1.000,1.000,1.000,1.000
0.16665491,0.1666264,0.16678225,0.1666477,0.16660875,0.16667998,1.0,1.0,1.0,1.0,1.17095128,1.17958237,1.17039443,1.17958237,1.15777262,1.17067285,1.15508121,1.17067285,1.18422274,1.18904872,1.16167053,1.18904872,1.17781903,1.18979118,1.17559165,1.18979118,1.1936891,1.19600928,1.17234339,1.19600928,10279.791988045365,0.000780799498097,1.000,1.005,1.000,1.000,1.000,1.000
0.16665405,0.16662379,0.16678391,0.16664708,0.16661063,0.16668047,1.0,1.0,1.0,1.0,1.15777262,1.17067285,1.15508121,1.17067285,1.18422274,1.18904872,1.16167053,1.18904872,1.17781903,1.18979118,1.17559165,1.18979118,1.1936891,1.19600928,1.17234339,1.19600928,1.20343387,1.21039443,1.18923434,1.21039443,10310.935057244724,0.0030249629241828,1.000,1.018,1.000,1.000,1.000,1.000
0.16665278,0.1666242,0.166786,0.16664256,0.16661407,0.16668038,1.0,1.0,1.0,1.0,1.18422274,1.18904872,1.16167053,1.18904872,1.17781903,1.18979118,1.17559165,1.18979118,1.1936891,1.19600928,1.17234339,1.19600928,1.20343387,1.21039443,1.18923434,1.21039443,1.20909513,1.21234339,1.19935035,1.21234339,10283.801952946043,-0.002634956686653,1.000,0.984,1.000,1.000,1.000,1.000
0.16665164,0.16662525,0.16678989,0.16663803,0.16661337,0.1666819,1.0,1.0,1.0,1.0,1.17781903,1.18979118,1.17559165,1.18979118,1.1936891,1.19600928,1.17234339,1.19600928,1.20343387,1.21039443,1.18923434,1.21039443,1.20909513,1.21234339,1.19935035,1.21234339,1.23109049,1.23554524,1.21716937,1.23554524,10258.548253933508,-0.0024586974207105,1.000,0.985,1.000,1.000,1.000,1.000
0.16665106,0.16662806,0.166792,0.16663183,0.16661423,0.16668275,1.0,1.0,1.0,1.0,1.1936891,1.19600928,1.17234339,1.19600928,1.20343387,1.21039443,1.18923434,1.21039443,1.20909513,1.21234339,1.19935035,1.21234339,1.23109049,1.23554524,1.21716937,1.23554524,1.21169374,1.24863109,1.2025058,1.24863109,10212.12123668878,-0.0045359627215707,1.000,0.973,1.000,1.000,1.000,1.000
0.1666516,0.16662997,0.16679464,0.16662559,0.1666126,0.16668564,1.0,1.0,1.0,1.0,1.20343387,1.21039443,1.18923434,1.21039443,1.20909513,1.21234339,1.19935035,1.21234339,1.23109049,1.23554524,1.21716937,1.23554524,1.21169374,1.24863109,1.2025058,1.24863109,1.19387471,1.2212529,1.19071926,1.2212529,10263.694107427931,0.0050374531056776,1.000,1.030,1.000,1.000,1.000,1.000
0.16665307,0.16663145,0.16679725,0.16662198,0.16660619,0.16669004,1.0,1.0,1.0,1.0,1.20909513,1.21234339,1.19935035,1.21234339,1.23109049,1.23554524,1.21716937,1.23554524,1.21169374,1.24863109,1.2025058,1.24863109,1.19387471,1.2212529,1.19071926,1.2212529,1.16148492,1.18682135,1.1561949,1.18682135,10260.27149083618,-0.000333523909606,1.000,0.998,1.000,1.000,1.000,1.000
0.16665772,0.1666322,0.16679649,0.16662009,0.16659947,0.16669402,1.0,1.0,1.0,1.0,1.23109049,1.23554524,1.21716937,1.23554524,1.21169374,1.24863109,1.2025058,1.24863109,1.19387471,1.2212529,1.19071926,1.2212529,1.16148492,1.18682135,1.1561949,1.18682135,1.19675174,1.20770302,1.16287703,1.20770302,10221.74081748654,-0.0037623958253467,1.000,0.977,1.000,1.000,1.000,1.000
0.1666605,0.16662966,0.166797,0.16662249,0.16659126,0.1666991,1.0,1.0,1.0,1.0,1.21169374,1.24863109,1.2025058,1.24863109,1.19387471,1.2212529,1.19071926,1.2212529,1.16148492,1.18682135,1.1561949,1.18682135,1.19675174,1.20770302,1.16287703,1.20770302,1.19443155,1.21178654,1.19034803,1.21178654,10210.965456257209,-0.001054717087778,1.000,0.994,1.000,1.000,1.000,1.000
0.1666628,0.16662693,0.16679628,0.16663197,0.16657779,0.16670427,1.0,1.0,1.0,1.0,1.19387471,1.2212529,1.19071926,1.2212529,1.16148492,1.18682135,1.1561949,1.18682135,1.19675174,1.20770302,1.16287703,1.20770302,1.19443155,1.21178654,1.19034803,1.21178654,1.1675174,1.19211137,1.16733179,1.19211137,10214.347014065288,0.0003311144291073,1.000,1.002,1.000,1.000,1.000,1.000
0.16666283,0.166621,0.16679263,0.16664548,0.16656342,0.16671461,1.0,1.0,1.0,1.0,1.16148492,1.18682135,1.1561949,1.18682135,1.19675174,1.20770302,1.16287703,1.20770302,1.19443155,1.21178654,1.19034803,1.21178654,1.1675174,1.19211137,1.16733179,1.19211137,1.16018561,1.17633411,1.14487239,1.17633411,10246.406284471996,0.0031337357109882,1.000,1.019,1.000,1.000,1.000,1.000
0.16666141,0.1666155,0.16679288,0.16665588,0.16654803,0.16672632,1.0,1.0,1.0,1.0,1.19675174,1.20770302,1.16287703,1.20770302,1.19443155,1.21178654,1.19034803,1.21178654,1.1675174,1.19211137,1.16733179,1.19211137,1.16018561,1.17633411,1.14487239,1.17633411,1.1625058,1.17011601,1.15099768,1.17011601,10228.950289733397,-0.0017050739902335,1.000,0.990,1.000,1.000,1.000,1.000
0.1666599,0.1666145,0.16678679,0.16667126,0.166534,0.16673346,1.0,1.0,1.0,1.0,1.19443155,1.21178654,1.19034803,1.21178654,1.1675174,1.19211137,1.16733179,1.19211137,1.16018561,1.17633411,1.14487239,1.17633411,1.1625058,1.17011601,1.15099768,1.17011601,1.18440835,1.18440835,1.17039443,1.18440835,10222.708103833438,-0.0006104332444508,1.000,0.996,1.000,1.000,1.000,1.000
0.1666651,0.16661151,0.16678897,0.16668595,0.1665171,0.1667314,1.0,1.0,1.0,1.0,1.1675174,1.19211137,1.16733179,1.19211137,1.16018561,1.17633411,1.14487239,1.17633411,1.1625058,1.17011601,1.15099768,1.17011601,1.18440835,1.18440835,1.17039443,1.18440835,1.17234339,1.18385151,1.16584687,1.18385151,10224.726270377269,0.0001974004673103,1.000,1.001,1.000,1.000,1.000,1.000
0.16667034,0.1666068,0.16678931,0.16670479,0.16650063,0.16672815,1.0,1.0,1.0,1.0,1.16018561,1.17633411,1.14487239,1.17633411,1.1625058,1.17011601,1.15099768,1.17011601,1.18440835,1.18440835,1.17039443,1.18440835,1.17234339,1.18385151,1.16584687,1.18385151,1.16807425,1.1775406,1.15842227,1.1775406,10264.468734368877,0.0038793631301052,1.000,1.023,1.000,1.000,1.000,1.000
0.16667806,0.16660638,0.16678755,0.16672048,0.16648324,0.1667243,1.0,1.0,1.0,1.0,1.1625058,1.17011601,1.15099768,1.17011601,1.18440835,1.18440835,1.17039443,1.18440835,1.17234339,1.18385151,1.16584687,1.18385151,1.16807425,1.1775406,1.15842227,1.1775406,1.16946636,1.18041763,1.16816705,1.18041763,10262.000007039464,-0.0002405408716342,1.000,0.999,1.000,1.000,1.000,1.000
0.16668542,0.16660745,0.1667886,0.1667319,0.1664629,0.16672382,1.0,1.0,1.0,1.0,1.18440835,1.18440835,1.17039443,1.18440835,1.17234339,1.18385151,1.16584687,1.18385151,1.16807425,1.1775406,1.15842227,1.1775406,1.16946636,1.18041763,1.16816705,1.18041763,1.19675174,1.19675174,1.18013921,1.19675174,10280.850491735851,0.001835236058244,1.000,1.011,1.000,1.000,1.000,1.000
0.1666895,0.16661148,0.16678694,0.16674237,0.16644856,0.16672118,1.0,1.0,1.0,1.0,1.17234339,1.18385151,1.16584687,1.18385151,1.16807425,1.1775406,1.15842227,1.1775406,1.16946636,1.18041763,1.16816705,1.18041763,1.19675174,1.19675174,1.18013921,1.19675174,1.19508121,1.20176334,1.18988399,1.20176334,10279.2338135134,-0.0001572637739983,1.000,0.999,1.000,1.000,1.000,1.000
0.16669032,0.16661778,0.16678149,0.16675614,0.16643716,0.16671713,1.0,1.0,1.0,1.0,1.16807425,1.1775406,1.15842227,1.1775406,1.16946636,1.18041763,1.16816705,1.18041763,1.19675174,1.19675174,1.18013921,1.19675174,1.19508121,1.20176334,1.18988399,1.20176334,1.20825986,1.21317865,1.1912761,1.21317865,10279.100011356591,-1.3016828887863646e-05,1.000,1.000,1.000,1.000,1.000,1.000
0.16669703,0.16662464,0.16677497,0.16676527,0.16641746,0.16672054,1.0,1.0,1.0,1.0,1.16946636,1.18041763,1.16816705,1.18041763,1.19675174,1.19675174,1.18013921,1.19675174,1.19508121,1.20176334,1.18988399,1.20176334,1.20825986,1.21317865,1.1912761,1.21317865,1.20714617,1.21466357,1.20315545,1.21466357,10296.613682003826,0.001702363780703,1.000,1.010,1.000,1.000,1.000,1.000
0.16670571,0.16663773,0.16676535,0.16677853,0.16638765,0.16672498,1.0,1.0,1.0,1.0,1.19675174,1.19675174,1.18013921,1.19675174,1.19508121,1.20176334,1.18988399,1.20176334,1.20825986,1.21317865,1.1912761,1.21317865,1.20714617,1.21466357,1.20315545,1.21466357,1.20705336,1.21559165,1.20037123,1.21559165,10311.59568035058,0.0014539837714902,1.000,1.009,1.000,1.000,1.000,1.000
0.16672024,0.16664957,0.16675435,0.16679394,0.16635105,0.1667308,1.0,1.0,1.0,1.0,1.19508121,1.20176334,1.18988399,1.20176334,1.20825986,1.21317865,1.1912761,1.21317865,1.20714617,1.21466357,1.20315545,1.21466357,1.20705336,1.21559165,1.20037123,1.21559165,1.21939675,1.22162413,1.20491879,1.22162413,10273.706617751535,-0.0036811803719813,1.000,0.978,1.000,1.000,1.000,1.000
0.16673915,0.16666827,0.1667353,0.16680512,0.16630742,0.16674481,1.0,1.0,1.0,1.0,1.20825986,1.21317865,1.1912761,1.21317865,1.20714617,1.21466357,1.20315545,1.21466357,1.20705336,1.21559165,1.20037123,1.21559165,1.21939675,1.22162413,1.20491879,1.22162413,1.23006961,1.23406032,1.21948956,1.23406032,10305.597648283498,0.0030993327712247,1.000,1.019,1.000,1.000,1.000,1.000
0.16675928,0.16669415,0.1667162,0.16680758,0.16626734,0.16675548,1.0,1.0,1.0,1.0,1.20714617,1.21466357,1.20315545,1.21466357,1.20705336,1.21559165,1.20037123,1.21559165,1.21939675,1.22162413,1.20491879,1.22162413,1.23006961,1.23406032,1.21948956,1.23406032,1.20296984,1.23350348,1.19832947,1.23350348,10302.150223624332,-0.0003345755890214,1.000,0.998,1.000,1.000,1.000,1.000
0.16677049,0.1667133,0.16669774,0.16682069,0.16623016,0.16676757,1.0,1.0,1.0,1.0,1.20705336,1.21559165,1.20037123,1.21559165,1.21939675,1.22162413,1.20491879,1.22162413,1.23006961,1.23406032,1.21948956,1.23406032,1.20296984,1.23350348,1.19832947,1.23350348,1.22542923,1.227471,1.20696056,1.227471,10282.593615249718,-0.0019001076148081,1.000,0.989,1.000,1.000,1.000,1.000
0.16677998,0.16673058,0.16667005,0.16684353,0.16618894,0.16678686,1.0,1.0,1.0,1.0,1.21939675,1.22162413,1.20491879,1.22162413,1.23006961,1.23406032,1.21948956,1.23406032,1.20296984,1.23350348,1.19832947,1.23350348,1.22542923,1.227471,1.20696056,1.227471,1.22301624,1.22459397,1.21670534,1.22459397,10285.843099327256,0.0003159680193167,1.000,1.002,1.000,1.000,1.000,1.000
0.16678566,0.16674823,0.16664158,0.16686559,0.16615258,0.16680638,1.0,1.0,1.0,1.0,1.23006961,1.23406032,1.21948956,1.23406032,1.20296984,1.23350348,1.19832947,1.23350348,1.22542923,1.227471,1.20696056,1.227471,1.22301624,1.22459397,1.21670534,1.22459397,1.20909513,1.2199536,1.20556845,1.2199536,10278.3478516087,-0.0007289611410771,1.000,0.996,1.000,1.000,1.000,1.000
0.16679133,0.16675319,0.16660286,0.1668955,0.16612437,0.16683276,1.0,1.0,1.0,1.0,1.20296984,1.23350348,1.19832947,1.23350348,1.22542923,1.227471,1.20696056,1.227471,1.22301624,1.22459397,1.21670534,1.22459397,1.20909513,1.2199536,1.20556845,1.2199536,1.21141531,1.21939675,1.20696056,1.21939675,10280.443410273132,0.0002038601049056,1.000,1.001,1.000,1.000,1.000,1.000
0.16680346,0.1667703,0.16655877,0.16691889,0.16608924,0.16685939,1.0,1.0,1.0,1.0,1.22542923,1.227471,1.20696056,1.227471,1.22301624,1.22459397,1.21670534,1.22459397,1.20909513,1.2199536,1.20556845,1.2199536,1.21141531,1.21939675,1.20696056,1.21939675,1.20612529,1.21262181,1.20018561,1.21262181,10270.426423958928,-0.0009748479931302,1.000,0.994,1.000,1.000,1.000,1.000
0.166804,0.1667721,0.1665155,0.1669475,0.16605824,0.16690278,1.0,1.0,1.0,1.0,1.22301624,1.22459397,1.21670534,1.22459397,1.20909513,1.2199536,1.20556845,1.2199536,1.21141531,1.21939675,1.20696056,1.21939675,1.20612529,1.21262181,1.20018561,1.21262181,1.20761021,1.21522042,1.20556845,1.21522042,10261.00689061133,-0.0009175719847869,1.000,0.995,1.000,1.000,1.000,1.000
0.16681787,0.1667674,0.16646129,0.1670018,0.16601753,0.16693412,1.0,1.0,1.0,1.0,1.20909513,1.2199536,1.20556845,1.2199536,1.21141531,1.21939675,1.20696056,1.21939675,1.20612529,1.21262181,1.20018561,1.21262181,1.20761021,1.21522042,1.20556845,1.21522042,1.20055684,1.21187935,1.19638051,1.21187935,10249.682100542648,-0.0011042818916896,1.000,0.993,1.000,1.000,1.000,1.000
0.16681978,0.16675283,0.16642591,0.16703641,0.16600008,0.16696502,1.0,1.0,1.0,1.0,1.21141531,1.21939675,1.20696056,1.21939675,1.20612529,1.21262181,1.20018561,1.21262181,1.20761021,1.21522042,1.20556845,1.21522042,1.20055684,1.21187935,1.19638051,1.21187935,1.19396752,1.20361949,1.1912761,1.20361949,10244.577968324907,-0.0004981035964333,1.000,0.997,1.000,1.000,1.000,1.000
0.16683418,0.16675937,0.16636471,0.16708627,0.16593857,0.1670168,1.0,1.0,1.0,1.0,1.20612529,1.21262181,1.20018561,1.21262181,1.20761021,1.21522042,1.20556845,1.21522042,1.20055684,1.21187935,1.19638051,1.21187935,1.19396752,1.20361949,1.1912761,1.20361949,1.18607889,1.19916473,1.17707657,1.19916473,10264.14202300403,0.0019078772952984,1.000,1.011,1.000,1.000,1.000,1.000
0.16684371,0.16678394,0.1662948,0.16711326,0.16588494,0.16707942,1.0,1.0,1.0,1.0,1.20761021,1.21522042,1.20556845,1.21522042,1.20055684,1.21187935,1.19638051,1.21187935,1.19396752,1.20361949,1.1912761,1.20361949,1.18607889,1.19916473,1.17707657,1.19916473,1.1825522,1.18867749,1.16584687,1.18867749,10260.251253390756,-0.0003791361437567,1.000,0.998,1.000,1.000,1.000,1.000
0.16685474,0.16682276,0.16622752,0.16711873,0.16583183,0.16714439,1.0,1.0,1.0,1.0,1.20055684,1.21187935,1.19638051,1.21187935,1.19396752,1.20361949,1.1912761,1.20361949,1.18607889,1.19916473,1.17707657,1.19916473,1.1825522,1.18867749,1.16584687,1.18867749,1.19610209,1.20037123,1.18654292,1.20037123,10241.342131352472,-0.001844649539703,1.000,0.989,1.000,1.000,1.000,1.000
0.1668589,0.1668771,0.16614144,0.16711041,0.1657667,0.16724537,1.0,1.0,1.0,1.0,1.19396752,1.20361949,1.1912761,1.20361949,1.18607889,1.19916473,1.17707657,1.19916473,1.1825522,1.18867749,1.16584687,1.18867749,1.19610209,1.20037123,1.18654292,1.20037123,1.19341067,1.20816705,1.19229698,1.20816705,10237.943151445395,-0.0003319432188526,1.000,0.998,1.000,1.000,1.000,1.000
0.16685015,0.16693719,0.1660676,0.16708164,0.16572714,0.16733624,1.0,1.0,1.0,1.0,1.18607889,1.19916473,1.17707657,1.19916473,1.1825522,1.18867749,1.16584687,1.18867749,1.19610209,1.20037123,1.18654292,1.20037123,1.19341067,1.20816705,1.19229698,1.20816705,1.18023202,1.19099768,1.17967517,1.19099768,10247.091650258206,0.0008931885651726,1.000,1.005,1.000,1.000,1.000,1.000
0.1668338,0.16700567,0.16595834,0.16707596,0.16566585,0.16746035,1.0,1.0,1.0,1.0,1.1825522,1.18867749,1.16584687,1.18867749,1.19610209,1.20037123,1.18654292,1.20037123,1.19341067,1.20816705,1.19229698,1.20816705,1.18023202,1.19099768,1.17967517,1.19099768,1.17791183,1.18088167,1.16668213,1.18088167,10243.049544440595,-0.000394541534061,1.000,0.998,1.000,1.000,1.000,1.000
0.1668488,0.16706328,0.16582656,0.16710046,0.16558354,0.1675774,1.0,1.0,1.0,1.0,1.19610209,1.20037123,1.18654292,1.20037123,1.19341067,1.20816705,1.19229698,1.20816705,1.18023202,1.19099768,1.17967517,1.19099768,1.17791183,1.18088167,1.16668213,1.18088167,1.18422274,1.18654292,1.17280742,1.18654292,10250.836168906131,0.0007598973615001,1.000,1.005,1.000,1.000,1.000,1.000
0.1668754,0.16713072,0.16574712,0.16711654,0.16555251,0.16757767,1.0,1.0,1.0,1.0,1.19341067,1.20816705,1.19229698,1.20816705,1.18023202,1.19099768,1.17967517,1.19099768,1.17791183,1.18088167,1.16668213,1.18088167,1.18422274,1.18654292,1.17280742,1.18654292,1.18143852,1.18682135,1.1762413,1.18682135,10233.672957322848,-0.0016757263250777,1.000,0.990,1.000,1.000,1.000,1.000
0.16689749,0.16720468,0.16567588,0.16713719,0.16550969,0.16757505,1.0,1.0,1.0,1.0,1.18023202,1.19099768,1.17967517,1.19099768,1.17791183,1.18088167,1.16668213,1.18088167,1.18422274,1.18654292,1.17280742,1.18654292,1.18143852,1.18682135,1.1762413,1.18682135,1.18682135,1.19081206,1.18069606,1.19081206,10247.288494492395,0.0013295800792709,1.000,1.008,1.000,1.000,1.000,1.000
0.16691808,0.16730203,0.1656065,0.16713381,0.16548757,0.16755205,1.0,1.0,1.0,1.0,1.17791183,1.18088167,1.16668213,1.18088167,1.18422274,1.18654292,1.17280742,1.18654292,1.18143852,1.18682135,1.1762413,1.18682135,1.18682135,1.19081206,1.18069606,1.19081206,1.174942,1.1862645,1.17308585,1.1862645,10239.469990001358,-0.0007632739827079,1.000,0.995,1.000,1.000,1.000,1.000
0.16695464,0.16740958,0.16553351,0.16711664,0.16545807,0.1675275,1.0,1.0,1.0,1.0,1.18422274,1.18654292,1.17280742,1.18654292,1.18143852,1.18682135,1.1762413,1.18682135,1.18682135,1.19081206,1.18069606,1.19081206,1.174942,1.1862645,1.17308585,1.1862645,1.18431555,1.18849188,1.17939675,1.18849188,10254.02712162617,0.0014206588552332,1.000,1.009,1.000,1.000,1.000,1.000
0.16700764,0.16751245,0.16542476,0.16709757,0.16540597,0.16755167,1.0,1.0,1.0,1.0,1.18143852,1.18682135,1.1762413,1.18682135,1.18682135,1.19081206,1.18069606,1.19081206,1.174942,1.1862645,1.17308585,1.1862645,1.18431555,1.18849188,1.17939675,1.18849188,1.17893271,1.18431555,1.1775406,1.18431555,10245.82098493379,-0.0008006046764878,1.000,0.995,1.000,1.000,1.000,1.000
0.16705185,0.16767141,0.16528231,0.16707337,0.16532901,0.16759208,1.0,1.0,1.0,1.0,1.18682135,1.19081206,1.18069606,1.19081206,1.174942,1.1862645,1.17308585,1.1862645,1.18431555,1.18849188,1.17939675,1.18849188,1.17893271,1.18431555,1.1775406,1.18431555,1.18895592,1.20464037,1.17976798,1.20464037,10235.697379928764,-0.0009885600910171,1.000,0.994,1.000,1.000,1.000,1.000
0.16709223,0.1678662,0.16513698,0.16701585,0.16526988,0.16761884,1.0,1.0,1.0,1.0,1.174942,1.1862645,1.17308585,1.1862645,1.18431555,1.18849188,1.17939675,1.18849188,1.17893271,1.18431555,1.1775406,1.18431555,1.18895592,1.20464037,1.17976798,1.20464037,1.18329466,1.19907193,1.18329466,1.19907193,10205.580277027851,-0.0029466968942568,1.000,0.982,1.000,1.000,1.000,1.000
0.16715324,0.16800833,0.16505854,0.16692439,0.16526446,0.16759102,1.0,1.0,1.0,1.0,1.18431555,1.18849188,1.17939675,1.18849188,1.17893271,1.18431555,1.1775406,1.18431555,1.18895592,1.20464037,1.17976798,1.20464037,1.18329466,1.19907193,1.18329466,1.19907193,1.17633411,1.18784223,1.17410673,1.18784223,10217.7709618256,0.001193798814208,1.000,1.007,1.000,1.000,1.000,1.000
0.16714537,0.16803847,0.16504622,0.16686445,0.16527547,0.16763009,1.0,1.0,1.0,1.0,1.17893271,1.18431555,1.1775406,1.18431555,1.18895592,1.20464037,1.17976798,1.20464037,1.18329466,1.19907193,1.18329466,1.19907193,1.17633411,1.18784223,1.17410673,1.18784223,1.15573086,1.1737355,1.15526682,1.1737355,10233.901026090056,0.0015773837580098,1.000,1.009,1.000,1.000,1.000,1.000
0.16714633,0.1680857,0.1650357,0.1668118,0.165291,0.16762951,1.0,1.0,1.0,1.0,1.18895592,1.20464037,1.17976798,1.20464037,1.18329466,1.19907193,1.18329466,1.19907193,1.17633411,1.18784223,1.17410673,1.18784223,1.15573086,1.1737355,1.15526682,1.1737355,1.16399072,1.17048724,1.1587935,1.17048724,10231.69459508344,-0.0002156234351549,1.000,0.999,1.000,1.000,1.000,1.000
0.1671397,0.1681313,0.16506013,0.16675395,0.16532269,0.16759227,1.0,1.0,1.0,1.0,1.18329466,1.19907193,1.18329466,1.19907193,1.17633411,1.18784223,1.17410673,1.18784223,1.15573086,1.1737355,1.15526682,1.1737355,1.16399072,1.17048724,1.1587935,1.17048724,1.174942,1.17809745,1.16928074,1.17809745,10225.704833431206,-0.0005855838953847,1.000,0.997,1.000,1.000,1.000,1.000
0.16710775,0.16827165,0.16497146,0.16672407,0.1652857,0.1676394,1.0,1.0,1.0,1.0,1.17633411,1.18784223,1.17410673,1.18784223,1.15573086,1.1737355,1.15526682,1.1737355,1.16399072,1.17048724,1.1587935,1.17048724,1.174942,1.17809745,1.16928074,1.17809745,1.17345708,1.17577726,1.16723898,1.17577726,10221.458912343913,-0.0004153066118228,1.000,0.998,1.000,1.000,1.000,1.000
0.16705853,0.16852885,0.16480587,0.16670853,0.16522312,0.16767514,1.0,1.0,1.0,1.0,1.15573086,1.1737355,1.15526682,1.1737355,1.16399072,1.17048724,1.1587935,1.17048724,1.174942,1.17809745,1.16928074,1.17809745,1.17345708,1.17577726,1.16723898,1.17577726,1.16937355,1.17150812,1.1587007,1.17150812,10178.682924867411,-0.004193701250713,1.000,0.975,1.000,1.000,1.000,1.000
0.16686356,0.1683004,0.16509408,0.16666059,0.1653992,0.16768222,1.0,1.0,1.0,1.0,1.16399072,1.17048724,1.1587935,1.17048724,1.174942,1.17809745,1.16928074,1.17809745,1.17345708,1.17577726,1.16723898,1.17577726,1.16937355,1.17150812,1.1587007,1.17150812,1.16649652,1.17076566,1.14867749,1.17076566,10143.659542274432,-0.0034467893968219,1.000,0.980,1.000,1.000,1.000,1.000
0.1666454,0.16793631,0.16547431,0.16663185,0.16558532,0.1677268,1.0,1.0,1.0,1.0,1.174942,1.17809745,1.16928074,1.17809745,1.17345708,1.17577726,1.16723898,1.17577726,1.16937355,1.17150812,1.1587007,1.17150812,1.16649652,1.17076566,1.14867749,1.17076566,1.1375406,1.15675174,1.13726218,1.15675174,10189.13492242896,0.004473114215452,1.000,1.027,1.000,1.000,1.000,1.000
0.16647673,0.1675095,0.16590424,0.1666046,0.16573729,0.16776769,1.0,1.0,1.0,1.0,1.17345708,1.17577726,1.16723898,1.17577726,1.16937355,1.17150812,1.1587007,1.17150812,1.16649652,1.17076566,1.14867749,1.17076566,1.1375406,1.15675174,1.13726218,1.15675174,1.11433875,1.15136891,1.10645012,1.15136891,10221.987494029723,0.0032190880344636,1.000,1.019,1.000,1.000,1.000,1.000
0.1663624,0.16708054,0.16632566,0.16657935,0.1658305,0.16782159,1.0,1.0,1.0,1.0,1.16937355,1.17150812,1.1587007,1.17150812,1.16649652,1.17076566,1.14867749,1.17076566,1.1375406,1.15675174,1.13726218,1.15675174,1.11433875,1.15136891,1.10645012,1.15136891,1.14412993,1.14941995,1.12491879,1.14941995,10221.237664589427,-7.335725501377446e-05,1.000,1.000,1.000,1.000,1.000,1.000
0.16633382,0.16682433,0.16657051,0.16653773,0.16583025,0.16790336,1.0,1.0,1.0,1.0,1.16649652,1.17076566,1.14867749,1.17076566,1.1375406,1.15675174,1.13726218,1.15675174,1.11433875,1.15136891,1.10645012,1.15136891,1.14412993,1.14941995,1.12491879,1.14941995,1.1662181,1.16705336,1.1537819,1.16705336,10237.648300768358,0.0016042554542119,1.000,1.010,1.000,1.000,1.000,1.000
0.16630201,0.16735688,0.16611525,0.16647854,0.16563842,0.16810891,1.0,1.0,1.0,1.0,1.1375406,1.15675174,1.13726218,1.15675174,1.11433875,1.15136891,1.10645012,1.15136891,1.14412993,1.14941995,1.12491879,1.14941995,1.1662181,1.16705336,1.1537819,1.16705336,1.16575406,1.17280742,1.16046404,1.17280742,10260.43673899768,0.0022234708826323,1.000,1.013,1.000,1.000,1.000,1.000
0.16622405,0.16786255,0.16563354,0.1663963,0.16554344,0.16834004,1.0,1.0,1.0,1.0,1.11433875,1.15136891,1.10645012,1.15136891,1.14412993,1.14941995,1.12491879,1.14941995,1.1662181,1.16705336,1.1537819,1.16705336,1.16575406,1.17280742,1.16046404,1.17280742,1.17698376,1.1800464,1.16547564,1.1800464,10275.258334946977,0.0014434961631003,1.000,1.009,1.000,1.000,1.000,1.000
0.16612855,0.16829263,0.16525266,0.16625248,0.1654722,0.16860154,1.0,1.0,1.0,1.0,1.14412993,1.14941995,1.12491879,1.14941995,1.1662181,1.16705336,1.1537819,1.16705336,1.16575406,1.17280742,1.16046404,1.17280742,1.17698376,1.1800464,1.16547564,1.1800464,1.19266821,1.19322506,1.18190255,1.19322506,10307.90436419906,0.0031721127704001,1.000,1.019,1.000,1.000,1.000,1.000
