Action_Cash,Action_AAPL,Action_V,Action_SNE,Action_ADBE,Action_BABA,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_AAPL_close_L1,State_AAPL_high_L1,State_AAPL_low_L1,State_AAPL_open_L1,State_V_close_L1,State_V_high_L1,State_V_low_L1,State_V_open_L1,State_SNE_close_L1,State_SNE_high_L1,State_SNE_low_L1,State_SNE_open_L1,State_ADBE_close_L1,State_ADBE_high_L1,State_ADBE_low_L1,State_ADBE_open_L1,State_BABA_close_L1,State_BABA_high_L1,State_BABA_low_L1,State_BABA_open_L1,Wealth,Return,Price_Cash,Price_AAPL,Price_V,Price_SNE,Price_ADBE,Price_BABA
0.16665569,0.16662548,0.16678323,0.1666476,0.166609,0.16667895,1.0,1.0,1.0,1.0,1.19229698,1.1987007,1.17280742,1.1987007,1.18329466,1.19953596,1.18236659,1.19953596,1.16844548,1.19164733,1.16157773,1.19164733,1.18060325,1.18654292,1.17419954,1.18654292,1.17577726,1.18830626,1.17457077,1.18830626,10197.687574031548,0.0011517180513908,1.000,1.007,1.000,1.000,1.000,1.000
0.16665587,0.16662556,0.16678281,0.16664828,0.16660833,0.16667916,1.0,1.0,1.0,1.0,1.18329466,1.19953596,1.18236659,1.19953596,1.16844548,1.19164733,1.16157773,1.19164733,1.18060325,1.18654292,1.17419954,1.18654292,1.17577726,1.18830626,1.17457077,1.18830626,1.145058,1.17698376,1.145058,1.17698376,10184.12415125602,-0.0013309341642943,1.000,0.992,1.000,1.000,1.000,1.000
0.16665547,0.16662504,0.1667833,0.16664842,0.1666082,0.16667959,1.0,1.0,1.0,1.0,1.16844548,1.19164733,1.16157773,1.19164733,1.18060325,1.18654292,1.17419954,1.18654292,1.17577726,1.18830626,1.17457077,1.18830626,1.145058,1.17698376,1.145058,1.17698376,1.15303944,1.15897912,1.13781903,1.15897912,10227.053895409554,0.0042064997284884,1.000,1.025,1.000,1.000,1.000,1.000
0.16665551,0.16662541,0.16678326,0.16664754,0.16660883,0.16667946,1.0,1.0,1.0,1.0,1.18060325,1.18654292,1.17419954,1.18654292,1.17577726,1.18830626,1.17457077,1.18830626,1.145058,1.17698376,1.145058,1.17698376,1.15303944,1.15897912,1.13781903,1.15897912,1.14385151,1.15730858,1.14069606,1.15730858,10200.804714118369,-0.0025699410045892,1.000,0.985,1.000,1.000,1.000,1.000
0.1666558,0.16662624,0.16678292,0.16664766,0.16660833,0.16667905,1.0,1.0,1.0,1.0,1.17577726,1.18830626,1.17457077,1.18830626,1.145058,1.17698376,1.145058,1.17698376,1.15303944,1.15897912,1.13781903,1.15897912,1.14385151,1.15730858,1.14069606,1.15730858,1.17280742,1.17308585,1.15081206,1.17308585,10198.29241597587,-0.0002463146421804,1.000,0.999,1.000,1.000,1.000,1.000
0.16665615,0.1666259,0.16678208,0.16664861,0.16660792,0.16667925,1.0,1.0,1.0,1.0,1.145058,1.17698376,1.145058,1.17698376,1.15303944,1.15897912,1.13781903,1.15897912,1.14385151,1.15730858,1.14069606,1.15730858,1.17280742,1.17308585,1.15081206,1.17308585,1.15480278,1.17392111,1.15415313,1.17392111,10212.92120053296,0.0014334068847349,1.000,1.009,1.000,1.000,1.000,1.000
0.16665608,0.16662595,0.16678166,0.16664925,0.16660765,0.16667946,1.0,1.0,1.0,1.0,1.15303944,1.15897912,1.13781903,1.15897912,1.14385151,1.15730858,1.14069606,1.15730858,1.17280742,1.17308585,1.15081206,1.17308585,1.15480278,1.17392111,1.15415313,1.17392111,1.15313225,1.1612065,1.1424594,1.1612065,10240.45783717351,0.0026926263114807,1.000,1.016,1.000,1.000,1.000,1.000
0.16665585,0.1666255,0.16678257,0.16664901,0.16660792,0.16667914,1.0,1.0,1.0,1.0,1.14385151,1.15730858,1.14069606,1.15730858,1.17280742,1.17308585,1.15081206,1.17308585,1.15480278,1.17392111,1.15415313,1.17392111,1.15313225,1.1612065,1.1424594,1.1612065,1.16306265,1.16529002,1.15257541,1.16529002,10222.447198180744,-0.0017603212850269,1.000,0.989,1.000,1.000,1.000,1.000
0.16665597,0.16662608,0.16678262,0.16664818,0.16660826,0.16667885,1.0,1.0,1.0,1.0,1.17280742,1.17308585,1.15081206,1.17308585,1.15480278,1.17392111,1.15415313,1.17392111,1.15313225,1.1612065,1.1424594,1.1612065,1.16306265,1.16529002,1.15257541,1.16529002,1.18190255,1.18338747,1.15387471,1.18338747,10216.868226771128,-0.0005459059104647,1.000,0.997,1.000,1.000,1.000,1.000
0.16665624,0.16662595,0.16678213,0.16664867,0.16660796,0.16667908,1.0,1.0,1.0,1.0,1.15480278,1.17392111,1.15415313,1.17392111,1.15313225,1.1612065,1.1424594,1.1612065,1.16306265,1.16529002,1.15257541,1.16529002,1.18190255,1.18338747,1.15387471,1.18338747,1.16946636,1.18904872,1.16918794,1.18904872,10229.869941927987,0.0012717644058416,1.000,1.008,1.000,1.000,1.000,1.000
0.16665594,0.16662565,0.16678202,0.16664933,0.16660787,0.16667916,1.0,1.0,1.0,1.0,1.15313225,1.1612065,1.1424594,1.1612065,1.16306265,1.16529002,1.15257541,1.16529002,1.18190255,1.18338747,1.15387471,1.18338747,1.16946636,1.18904872,1.16918794,1.18904872,1.16566125,1.17308585,1.15981439,1.17308585,10237.116469026085,0.0007081186507284,1.000,1.004,1.000,1.000,1.000,1.000
0.16665587,0.16662541,0.16678275,0.16664895,0.16660807,0.16667895,1.0,1.0,1.0,1.0,1.16306265,1.16529002,1.15257541,1.16529002,1.18190255,1.18338747,1.15387471,1.18338747,1.16946636,1.18904872,1.16918794,1.18904872,1.16566125,1.17308585,1.15981439,1.17308585,1.17457077,1.17475638,1.15693735,1.17475638,10233.747176636463,-0.0003291793134245,1.000,0.998,1.000,1.000,1.000,1.000
0.1666559,0.16662574,0.16678278,0.16664796,0.16660868,0.16667894,1.0,1.0,1.0,1.0,1.18190255,1.18338747,1.15387471,1.18338747,1.16946636,1.18904872,1.16918794,1.18904872,1.16566125,1.17308585,1.15981439,1.17308585,1.17457077,1.17475638,1.15693735,1.17475638,1.17958237,1.18060325,1.1625058,1.18060325,10226.347577229391,-0.0007233201819158,1.000,0.996,1.000,1.000,1.000,1.000
0.16665597,0.16662581,0.16678268,0.1666483,0.16660829,0.166679,1.0,1.0,1.0,1.0,1.16946636,1.18904872,1.16918794,1.18904872,1.16566125,1.17308585,1.15981439,1.17308585,1.17457077,1.17475638,1.15693735,1.17475638,1.17958237,1.18060325,1.1625058,1.18060325,1.17726218,1.19322506,1.1750348,1.19322506,10232.809564597625,0.0006316963634736,1.000,1.004,1.000,1.000,1.000,1.000
0.16665593,0.16662562,0.16678245,0.16664888,0.16660812,0.16667897,1.0,1.0,1.0,1.0,1.16566125,1.17308585,1.15981439,1.17308585,1.17457077,1.17475638,1.15693735,1.17475638,1.17958237,1.18060325,1.1625058,1.18060325,1.17726218,1.19322506,1.1750348,1.19322506,1.17215777,1.18134571,1.16853828,1.18134571,10224.5929768457,-0.0008032875314551,1.000,0.995,1.000,1.000,1.000,1.000
0.16665585,0.1666255,0.16678272,0.16664873,0.16660826,0.16667895,1.0,1.0,1.0,1.0,1.17457077,1.17475638,1.15693735,1.17475638,1.17958237,1.18060325,1.1625058,1.18060325,1.17726218,1.19322506,1.1750348,1.19322506,1.17215777,1.18134571,1.16853828,1.18134571,1.17661253,1.17986079,1.16946636,1.17986079,10205.40275587298,-0.0018786324645118,1.000,0.989,1.000,1.000,1.000,1.000
