Action_Cash,Action_TSM,Action_MRVL,Action_NVDA,Action_RTX,Action_GM,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_TSM_close_L1,State_TSM_high_L1,State_TSM_low_L1,State_TSM_open_L1,State_MRVL_close_L1,State_MRVL_high_L1,State_MRVL_low_L1,State_MRVL_open_L1,State_NVDA_close_L1,State_NVDA_high_L1,State_NVDA_low_L1,State_NVDA_open_L1,State_RTX_close_L1,State_RTX_high_L1,State_RTX_low_L1,State_RTX_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,Wealth,Return,Price_Cash,Price_TSM,Price_MRVL,Price_NVDA,Price_RTX,Price_GM
0.16658014,0.16667026,0.16666321,0.16670088,0.16674677,0.16663876,1.0,1.0,1.0,1.0,1.00435641,1.00958379,0.99320465,1.00958379,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,9831.63857039725,-0.0052913231711718,1.000,0.968,1.000,1.000,1.000,1.000
0.16658016,0.16666992,0.16666359,0.16670205,0.16674636,0.16663793,1.0,1.0,1.0,1.0,0.98414362,0.99390145,0.97246915,0.99390145,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,9848.442853303422,0.0017077456773048,1.000,1.010,1.000,1.000,1.000,1.000
0.1665796,0.16666983,0.16666386,0.16670266,0.16674592,0.16663818,1.0,1.0,1.0,1.0,0.96863571,0.98710585,0.96741599,0.98710585,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,9913.652050016875,0.0065994454233627,1.000,1.040,1.000,1.000,1.000,1.000
0.1665786,0.16667032,0.16666362,0.16670203,0.16674641,0.16663906,1.0,1.0,1.0,1.0,0.94302151,0.95295355,0.92664237,0.95295355,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,9881.050149894756,-0.0032940055648926,1.000,0.980,1.000,1.000,1.000,1.000
0.16657872,0.1666695,0.16666408,0.16670309,0.16674587,0.16663872,1.0,1.0,1.0,1.0,0.93849127,0.96654496,0.93796855,0.96654496,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,9947.002213295526,0.0066524240925796,1.000,1.040,1.000,1.000,1.000,1.000
0.16657883,0.1666695,0.16666417,0.16670373,0.16674586,0.16663785,1.0,1.0,1.0,1.0,0.9588781,0.96549948,0.94755212,0.96549948,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,9907.654633514378,-0.0039635669955734,1.000,0.976,1.000,1.000,1.000,1.000
0.16657859,0.16666982,0.1666643,0.16670217,0.16674747,0.16663766,1.0,1.0,1.0,1.0,0.92855925,0.95138549,0.92821075,0.95138549,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,9888.017949854508,-0.0019839376528397,1.000,0.988,1.000,1.000,1.000,1.000
0.16657902,0.16667016,0.16666393,0.16670159,0.16674769,0.16663764,1.0,1.0,1.0,1.0,0.93814259,0.94180175,0.88865661,0.94180175,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,9791.01723921699,-0.0098583589395413,1.000,0.941,1.000,1.000,1.000,1.000
0.16657878,0.16667055,0.1666635,0.16670111,0.1667476,0.16663846,1.0,1.0,1.0,1.0,0.97543139,0.97595411,0.93796845,0.97595411,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,9875.196581067068,0.0085608604413983,1.000,1.052,1.000,1.000,1.000,1.000
0.16657908,0.16667089,0.16666381,0.16670103,0.16674674,0.1666384,1.0,1.0,1.0,1.0,0.95626449,0.98222717,0.94162779,0.98222717,0.99459873,0.99477295,0.96793898,0.99477295,0.97107527,0.98257553,0.96271145,0.98257553,0.95957509,0.95974937,0.94040801,0.95974937,0.9031191,0.94336997,0.88970212,0.94336997,9806.479555880176,-0.0069828711672224,1.000,0.958,1.000,1.000,1.000,1.000
