Action1,Action2,Action3,Action4,Action5,Action6,State1.1,State1.2,State1.3,State2.1,State2.2,State2.3,State3.1,State3.2,State3.3,State4.1,State4.2,State4.3,State5.1,State5.2,State5.3,State6.1,State6.2,State6.3
0.01996801,0.01179024,0.21540876,0.20720361,0.45541766,0.0902116,1.0,1.0,1.0,1.11690554,1.11077534,1.10343637,0.76493443,0.76600291,0.7592035,1.03165926,1.03302585,1.00546635,1.07099536,1.07206564,1.04423832,0.87426301,0.87631377,0.8674698
0.21600692,0.1834064,0.17716321,0.02590869,0.24621566,0.1512991,1.0,1.0,1.0,1.11077534,1.10343637,1.10015541,0.76600291,0.7592035,0.756678,1.03302585,1.00546635,0.99738071,1.07206564,1.04423832,1.03960043,0.87631377,0.86746988,0.8709305
0.20237036,0.20622127,0.21566238,0.21526355,0.11460251,0.0458799,1.0,1.0,1.0,1.10343637,1.10015541,1.11276118,0.7592035,0.756678,0.77280233,1.00546635,0.99738071,1.01241316,1.04423832,1.03960043,1.06956832,0.86746988,0.87093053,0.8924634
0.09448481,0.05455577,0.28375807,0.05297847,0.42042586,0.093797,1.0,1.0,1.0,1.10015541,1.11276118,1.1102573,0.756678,0.77280233,0.77367654,0.99738071,1.01241316,0.99316707,1.03960043,1.06956832,1.08847663,0.87093053,0.89246347,0.8925916
0.16105953,0.19603503,0.07306481,0.23027587,0.25133008,0.0882347,1.0,1.0,1.0,1.11276118,1.1102573,1.09799689,0.77280233,0.77367654,0.77571637,1.01241316,0.99316707,0.9865619,1.06956832,1.08847663,1.08597931,0.89246347,0.89259164,0.8886183
0.3500277,0.14357649,0.15811597,0.11950382,0.1548416,0.0739344,1.0,1.0,1.0,1.1102573,1.09799689,1.09583837,0.77367654,0.77571637,0.76639145,0.99316707,0.9865619,0.9807539,1.08847663,1.08597931,1.09454156,0.89259164,0.8886183,0.8788772
0.17641053,0.08476673,0.09083824,0.28297818,0.2725382,0.0924682,1.0,1.0,1.0,1.09799689,1.09583837,1.10170955,0.77571637,0.76639145,0.77649344,0.9865619,0.9807539,0.98041225,1.08597931,1.09454156,1.08597931,0.8886183,0.87887721,0.8845167
0.03677855,0.02900538,0.128558,0.5647971,0.15062135,0.0902396,1.0,1.0,1.0,1.09583837,1.10170955,1.09911932,0.76639145,0.77649344,0.75677513,0.9807539,0.98041225,0.98849789,1.09454156,1.08597931,1.06849804,0.87887721,0.88451679,0.8811843
0.03579022,0.08920788,0.15399686,0.12844959,0.4270845,0.165471,1.0,1.0,1.0,1.10170955,1.09911932,1.10412709,0.77649344,0.75677513,0.77115104,0.98041225,0.98849789,0.98792848,1.08597931,1.06849804,1.07706029,0.88451679,0.88118431,0.8907972
0.1664841,0.4414171,0.15034375,0.11650942,0.0317849,0.0934607,1.0,1.0,1.0,1.09911932,1.10412709,1.09307546,0.75677513,0.77115104,0.77416221,0.98849789,0.98792848,0.97642638,1.06849804,1.07706029,1.05850874,0.88118431,0.89079723,0.8804152
0.142173,0.11380683,0.09255131,0.18435207,0.36701894,0.1000978,1.0,1.0,1.0,1.10412709,1.09307546,1.10179589,0.77115104,0.77416221,0.79922292,0.98792848,0.97642638,0.97574308,1.07706029,1.05850874,1.08811987,0.89079723,0.88041528,0.8855421
0.19092771,0.05005649,0.2835543,0.1561833,0.10215368,0.2171245,1.0,1.0,1.0,1.09307546,1.10179589,1.09678812,0.77416221,0.79922292,0.81155901,0.97642638,0.97574308,0.96891015,1.05850874,1.08811987,1.10631466,0.88041528,0.88554217,0.8897718
0.2764351,0.05309089,0.15154208,0.28367952,0.07004025,0.1652121,1.0,1.0,1.0,1.10179589,1.09678812,1.10611293,0.79922292,0.81155901,0.81010199,0.97574308,0.96891015,0.96993509,1.08811987,1.10631466,1.08847663,0.88554217,0.88977185,0.8825942
0.11651924,0.0208964,0.2594552,0.34808818,0.1212351,0.1338059,1.0,1.0,1.0,1.09678812,1.10611293,1.10084614,0.81155901,0.81010199,0.81534726,0.96891015,0.96993509,0.97073226,1.10631466,1.08847663,1.11130931,0.88977185,0.88259421,0.879518
0.10767072,0.09399886,0.07919323,0.33521944,0.15772036,0.2261973,1.0,1.0,1.0,1.10611293,1.10084614,1.09437058,0.81010199,0.81534726,0.80369111,0.96993509,0.97073226,0.94841134,1.08847663,1.11130931,1.11202283,0.88259421,0.87951807,0.8811843
0.08439092,0.05642263,0.03415107,0.5806443,0.14486054,0.0995305,1.0,1.0,1.0,1.10084614,1.09437058,1.0752029,0.81534726,0.80369111,0.78950947,0.97073226,0.94841134,0.92324337,1.11130931,1.11202283,1.08312522,0.87951807,0.88118431,0.8551653
0.04404631,0.07290064,0.2799057,0.13306628,0.17742233,0.2926588,1.0,1.0,1.0,1.09437058,1.0752029,1.08288724,0.80369111,0.78950947,0.78688684,0.94841134,0.92324337,0.93690924,1.11202283,1.08312522,1.01284338,0.88118431,0.85516534,0.8606767
0.13037378,0.02049423,0.1624414,0.27580804,0.26644245,0.14444,1.0,1.0,1.0,1.0752029,1.08288724,1.09307546,0.78950947,0.78688684,0.7862069,0.92324337,0.93690924,0.939073,1.08312522,1.01284338,1.01712451,0.85516534,0.86067675,0.8696488
0.06122915,0.23986639,0.11551314,0.19083741,0.14450806,0.2480458,1.0,1.0,1.0,1.08288724,1.09307546,1.09169401,0.78688684,0.7862069,0.78436134,0.93690924,0.939073,0.93463159,1.01284338,1.01712451,1.01284338,0.86067675,0.86964881,0.8746475
0.14223897,0.13538864,0.16245063,0.14088179,0.07865276,0.3403872,1.0,1.0,1.0,1.09307546,1.09169401,1.08789501,0.7862069,0.78436134,0.78193298,0.939073,0.93463159,0.91367726,1.01712451,1.01284338,1.00035676,0.86964881,0.87464753,0.8731094
0.13324693,0.12224614,0.29493126,0.07151492,0.02531441,0.3527463,1.0,1.0,1.0,1.09169401,1.08789501,1.08521844,0.78436134,0.78193298,0.78280719,0.93463159,0.91367726,0.90673044,1.01284338,1.00035676,1.00499465,0.87464753,0.87310946,0.8686234
0.34519002,0.10884908,0.24322756,0.1524505,0.09481902,0.0554638,1.0,1.0,1.0,1.08789501,1.08521844,1.05828009,0.78193298,0.78280719,0.77697912,0.91367726,0.90673044,0.88759822,1.00035676,1.00499465,0.95647521,0.87310946,0.86862343,0.8552935
0.10248742,0.16398536,0.10962981,0.29781806,0.30940136,0.016678,1.0,1.0,1.0,1.08521844,1.05828009,1.03669487,0.78280719,0.77697912,0.78164157,0.90673044,0.88759822,0.90012527,1.00499465,0.95647521,0.97609704,0.86862343,0.85529351,0.859395
0.11705333,0.0548236,0.32471186,0.12820269,0.28277355,0.092435,1.0,1.0,1.0,1.05828009,1.03669487,1.06441029,0.77697912,0.78164157,0.78280719,0.88759822,0.90012527,0.91447443,0.95647521,0.97609704,1.01320014,0.85529351,0.85939503,0.8769546
0.05681996,0.0979841,0.07604913,0.48353767,0.11106388,0.1745452,1.0,1.0,1.0,1.03669487,1.06441029,1.08495942,0.78164157,0.78280719,0.79106362,0.90012527,0.91447443,0.93224006,0.97609704,1.01320014,1.02283268,0.85939503,0.87695463,0.8910535
0.23163071,0.12594807,0.23407674,0.10545652,0.23311768,0.0697703,1.0,1.0,1.0,1.06441029,1.08495942,1.08452772,0.78280719,0.79106362,0.79543468,0.91447443,0.93224006,0.9281403,1.01320014,1.02283268,1.00963254,0.87695463,0.89105358,0.8984875
0.3582761,0.18124497,0.22020856,0.13662195,0.01967176,0.0839766,1.0,1.0,1.0,1.08495942,1.08452772,1.09497496,0.79106362,0.79543468,0.79766877,0.93224006,0.9281403,0.91937137,1.02283268,1.00963254,0.99607563,0.89105358,0.89848757,0.8974621
0.10441849,0.31754187,0.09359476,0.198466,0.13532339,0.1506555,1.0,1.0,1.0,1.08452772,1.09497496,1.10956657,0.79543468,0.79766877,0.80155415,0.9281403,0.91937137,0.92848195,1.00963254,0.99607563,0.9982162,0.89848757,0.89746219,0.9045116
0.21706095,0.08444953,0.06464948,0.140152,0.04944528,0.4442427,1.0,1.0,1.0,1.09497496,1.10956657,1.11915041,0.79766877,0.80155415,0.7974745,0.91937137,0.92848195,0.9493224,0.99607563,0.9982162,1.00321085,0.89746219,0.90451166,0.908485
0.27871278,0.15506318,0.1241517,0.242284,0.1279945,0.0717938,1.0,1.0,1.0,1.10956657,1.11915041,1.14030392,0.80155415,0.7974745,0.79737737,0.92848195,0.9493224,0.94146453,0.9982162,1.00321085,1.00285408,0.90451166,0.908485,0.9318123
0.4328158,0.10375001,0.22703882,0.05513861,0.05583064,0.1254261,1.0,1.0,1.0,1.11915041,1.14030392,1.12890692,0.7974745,0.79737737,0.78863526,0.9493224,0.94146453,0.93998406,1.00321085,1.00285408,1.01498395,0.908485,0.93181236,0.9230966
0.3619959,0.13467535,0.04997152,0.14535977,0.25876644,0.0492309,1.0,1.0,1.0,1.14030392,1.12890692,1.08116042,0.79737737,0.78863526,0.78416707,0.94146453,0.93998406,0.9583191,1.00285408,1.01498395,1.01248662,0.93181236,0.92309664,0.9224557
0.1321356,0.11819502,0.06354967,0.23603772,0.23092948,0.2191524,1.0,1.0,1.0,1.12890692,1.08116042,1.08064238,0.78863526,0.78416707,0.78329286,0.93998406,0.9583191,0.95524428,1.01498395,1.01248662,1.04174099,0.92309664,0.92245578,0.9196359
0.16991755,0.3049758,0.02171687,0.21094438,0.14939268,0.1430527,1.0,1.0,1.0,1.08116042,1.08064238,1.07494388,0.78416707,0.78329286,0.78659543,0.9583191,0.95524428,0.9454504,1.01248662,1.04174099,1.04423832,0.92245578,0.91963599,0.9587285
0.10287689,0.13022414,0.11288229,0.12939265,0.28005734,0.2445667,1.0,1.0,1.0,1.08064238,1.07494388,1.06000691,0.78329286,0.78659543,0.77639631,0.95524428,0.9454504,0.92700148,1.04174099,1.04423832,1.03032465,0.91963599,0.95872853,0.9466803
0.02439148,0.11317909,0.3577401,0.19389582,0.13725312,0.1735404,1.0,1.0,1.0,1.07494388,1.06000691,1.0652737,0.78659543,0.77639631,0.78280719,0.9454504,0.92700148,0.91743537,1.04423832,1.03032465,1.04316803,0.95872853,0.94668034,0.9579595
0.1181053,0.08665229,0.08103957,0.19140033,0.36973724,0.1530653,1.0,1.0,1.0,1.06000691,1.0652737,1.06190641,0.77639631,0.78280719,0.77950461,0.92700148,0.91743537,0.9140189,1.03032465,1.04316803,1.05387085,0.94668034,0.9579595,0.9742373
0.4060397,0.35065332,0.10690631,0.03740861,0.02681712,0.0721749,1.0,1.0,1.0,1.0652737,1.06190641,1.05655327,0.78280719,0.77950461,0.78960661,0.91743537,0.9140189,0.91060244,1.04316803,1.05387085,1.03888691,0.9579595,0.97423738,0.9789797
0.13693112,0.03320278,0.17862195,0.05530928,0.36803007,0.2279048,1.0,1.0,1.0,1.06190641,1.05655327,1.0473148,0.77950461,0.78960661,0.79640602,0.9140189,0.91060244,0.89215351,1.05387085,1.03888691,1.01141634,0.97423738,0.97897975,0.9656498
0.1585131,0.14347436,0.06744211,0.16194667,0.20019676,0.2684269,1.0,1.0,1.0,1.05655327,1.0473148,1.02262131,0.78960661,0.79640602,0.79067508,0.91060244,0.89215351,0.88816763,1.03888691,1.01141634,0.99036746,0.97897975,0.96564983,0.9711612
0.20954376,0.08063057,0.08779165,0.10007948,0.15509818,0.3668563,1.0,1.0,1.0,1.0473148,1.02262131,0.98981178,0.79640602,0.79067508,0.79708596,0.89215351,0.88816763,0.89818927,1.01141634,0.99036746,0.97609704,0.96564983,0.97116124,0.9647526
0.13149174,0.07591055,0.2547097,0.34349015,0.11820838,0.0761895,1.0,1.0,1.0,1.02262131,0.98981178,0.99637368,0.79067508,0.79708596,0.80990772,0.88816763,0.89818927,0.90900809,0.99036746,0.97609704,0.96717802,0.97116124,0.96475263,0.9610356
0.27324867,0.09673744,0.30955267,0.08685213,0.09174489,0.1418642,1.0,1.0,1.0,0.98981178,0.99637368,0.99404248,0.79708596,0.80990772,0.79834871,0.89818927,0.90900809,0.89921421,0.97609704,0.96717802,0.94755619,0.96475263,0.96103563,0.9430915
0.03943132,0.16554996,0.24698138,0.06689287,0.0724847,0.4086598,1.0,1.0,1.0,0.99637368,0.99404248,0.99740977,0.80990772,0.79834871,0.80320544,0.90900809,0.89921421,0.89761986,0.96717802,0.94755619,0.95718873,0.96103563,0.94309151,0.9511663
0.24192418,0.43684548,0.1478605,0.04979089,0.04504946,0.0785295,1.0,1.0,1.0,0.99404248,0.99740977,1.03367294,0.79834871,0.80320544,0.81223895,0.89921421,0.89761986,0.91641043,0.94755619,0.95718873,0.96860507,0.94309151,0.95116637,0.9533453
0.29796094,0.22254972,0.02671728,0.24166305,0.14256705,0.0685418,1.0,1.0,1.0,0.99740977,1.03367294,0.97988258,0.80320544,0.81223895,0.81495872,0.89761986,0.91641043,0.88076529,0.95718873,0.96860507,0.97574028,0.95116637,0.9533453,0.9402717
0.04027831,0.11057638,0.46290198,0.30319688,0.03478322,0.0482633,1.0,1.0,1.0,1.03367294,0.97988258,0.99499223,0.81223895,0.81495872,0.81418164,0.91641043,0.88076529,0.83566792,0.96860507,0.97574028,0.95326436,0.9533453,0.94027173,0.9425788
0.03422185,0.16874841,0.40705368,0.07893146,0.11906386,0.1919807,1.0,1.0,1.0,0.97988258,0.99499223,0.99421516,0.81495872,0.81418164,0.81894123,0.88076529,0.83566792,0.85536955,0.97574028,0.95326436,0.96218337,0.94027173,0.94257883,0.9475775
0.1454621,0.10295164,0.14480315,0.29955855,0.14873096,0.1584935,1.0,1.0,1.0,0.99499223,0.99421516,1.00120877,0.81418164,0.81894123,0.83652258,0.83566792,0.85536955,0.85138367,0.95326436,0.96218337,0.96753478,0.94257883,0.94757754,0.9512945
0.11083941,0.3285209,0.078681,0.14135617,0.16147238,0.1791301,1.0,1.0,1.0,0.99421516,1.00120877,1.01156968,0.81894123,0.83652258,0.84283633,0.85536955,0.85138367,0.85628061,0.96218337,0.96753478,0.95718873,0.94757754,0.95129454,0.9537298
0.4852672,0.166936,0.08918237,0.08404174,0.12602682,0.0485458,1.0,1.0,1.0,1.00120877,1.01156968,1.00587118,0.83652258,0.84283633,0.83972802,0.85138367,0.85628061,0.84136203,0.96753478,0.95718873,0.95861577,0.95129454,0.95372981,0.9544988
0.06926112,0.4399404,0.11558543,0.09247157,0.15462588,0.1281156,1.0,1.0,1.0,1.01156968,1.00587118,0.99300639,0.84283633,0.83972802,0.83030597,0.85628061,0.84136203,0.83270698,0.95718873,0.95861577,0.95005351,0.95372981,0.95449885,0.9536016
0.04482486,0.14350472,0.32373205,0.24021374,0.15576452,0.09196,1.0,1.0,1.0,1.00587118,0.99300639,0.97262994,0.83972802,0.83030597,0.80320544,0.84136203,0.83270698,0.80081995,0.95861577,0.95005351,0.91045309,0.95449885,0.95360164,0.9478338
0.11108807,0.3904109,0.19939853,0.05277106,0.1617393,0.0845921,1.0,1.0,1.0,0.99300639,0.97262994,0.91314108,0.83030597,0.80320544,0.76610005,0.83270698,0.80081995,0.77644915,0.95005351,0.91045309,0.87442026,0.95360164,0.94783389,0.9124583
0.04106151,0.0715729,0.37985,0.28401315,0.09811883,0.1253836,1.0,1.0,1.0,0.97262994,0.91314108,0.89034709,0.80320544,0.76610005,0.72141816,0.80081995,0.77644915,0.74934518,0.91045309,0.87442026,0.82946843,0.94783389,0.91245834,0.8761855
0.26321867,0.12531082,0.1336427,0.05586346,0.13221969,0.2897446,1.0,1.0,1.0,0.91314108,0.89034709,0.89570022,0.76610005,0.72141816,0.7243322,0.77644915,0.74934518,0.78089056,0.87442026,0.82946843,0.8487335,0.91245834,0.87618559,0.8583696
0.09802032,0.11084083,0.45854014,0.09951907,0.02832799,0.2047517,1.0,1.0,1.0,0.89034709,0.89570022,0.94707304,0.72141816,0.7243322,0.75114133,0.74934518,0.78089056,0.7819155,0.82946843,0.8487335,0.89332858,0.87618559,0.85836965,0.9060497
0.11551875,0.22273627,0.26436606,0.1830543,0.18749253,0.026832,1.0,1.0,1.0,0.89570022,0.94707304,0.97496115,0.7243322,0.75114133,0.76648859,0.78089056,0.7819155,0.80674183,0.8487335,0.89332858,0.92258295,0.85836965,0.90604973,0.9279671
0.07727657,0.1539029,0.33206245,0.2178343,0.04851829,0.1704055,1.0,1.0,1.0,0.94707304,0.97496115,0.97815576,0.75114133,0.76648859,0.77124818,0.7819155,0.80674183,0.7979729,0.89332858,0.92258295,0.92293971,0.90604973,0.92796719,0.9287362
0.06750537,0.32260162,0.03675126,0.05512236,0.2894884,0.2285309,1.0,1.0,1.0,0.97496115,0.97815576,0.97357969,0.76648859,0.77124818,0.76318601,0.80674183,0.7979729,0.75298941,0.92258295,0.92293971,0.91972886,0.92796719,0.92873622,0.9138682
0.04734522,0.10199459,0.11452845,0.52153724,0.08478292,0.1298115,1.0,1.0,1.0,0.97815576,0.97357969,0.93006389,0.77124818,0.76318601,0.7381253,0.7979729,0.75298941,0.7382986,0.92293971,0.91972886,0.88762041,0.92873622,0.91386824,0.8838759
0.07831861,0.05870905,0.20517237,0.03137764,0.09062095,0.5358014,1.0,1.0,1.0,0.97357969,0.93006389,0.96995338,0.76318601,0.7381253,0.75036425,0.75298941,0.7382986,0.74638424,0.91972886,0.88762041,0.90866928,0.91386824,0.88387593,0.8923353
0.09900997,0.4488674,0.07896122,0.08415985,0.13219292,0.1568086,1.0,1.0,1.0,0.93006389,0.96995338,0.95294422,0.7381253,0.75036425,0.76075765,0.7382986,0.74638424,0.75697529,0.88762041,0.90866928,0.90331787,0.88387593,0.8923353,0.9023327
0.03853423,0.04093591,0.0134935,0.56513363,0.11313961,0.2287631,1.0,1.0,1.0,0.96995338,0.95294422,0.94344673,0.75036425,0.76075765,0.74686741,0.74638424,0.75697529,0.72782143,0.90866928,0.90331787,0.87620407,0.8923353,0.90233274,0.8864393
0.1304432,0.2944394,0.26491615,0.1324519,0.10700083,0.0707484,1.0,1.0,1.0,0.95294422,0.94344673,0.96969435,0.76075765,0.74686741,0.77493929,0.75697529,0.72782143,0.69365676,0.90331787,0.87620407,0.88833393,0.90233274,0.88643937,0.9039989
0.05181295,0.10115943,0.11294857,0.5010748,0.12580417,0.1071999,1.0,1.0,1.0,0.94344673,0.96969435,0.95104472,0.74686741,0.77493929,0.76270034,0.72782143,0.69365676,0.7293019,0.87620407,0.88833393,0.8940421,0.88643937,0.90399897,0.8920789
0.07031362,0.12860176,0.16857146,0.24555044,0.21259083,0.1743719,1.0,1.0,1.0,0.96969435,0.95104472,0.97193922,0.77493929,0.76270034,0.76444876,0.69365676,0.7293019,0.72691037,0.88833393,0.8940421,0.92508027,0.90399897,0.89207895,0.9001538
0.10654989,0.08205498,0.29593,0.04972396,0.3898453,0.0758959,1.0,1.0,1.0,0.95104472,0.97193922,0.98609912,0.76270034,0.76444876,0.76920835,0.7293019,0.72691037,0.73602095,0.8940421,0.92508027,0.93328577,0.89207895,0.90015381,0.9069469
0.13240103,0.17663583,0.11791287,0.1947564,0.18428548,0.1940084,1.0,1.0,1.0,0.97193922,0.98609912,0.99559662,0.76444876,0.76920835,0.76211753,0.72691037,0.73602095,0.71290286,0.92508027,0.93328577,0.92615055,0.90015381,0.90694694,0.897334
0.06474847,0.07742473,0.30722392,0.06655911,0.18141049,0.3026333,1.0,1.0,1.0,0.98609912,0.99559662,1.00397168,0.76920835,0.76211753,0.77251093,0.73602095,0.71290286,0.73852636,0.93328577,0.92615055,0.92186943,0.90694694,0.89733402,0.9037426
0.09816732,0.26562482,0.15934095,0.2971255,0.10285076,0.0768906,1.0,1.0,1.0,0.99559662,1.00397168,1.00509411,0.76211753,0.77251093,0.78222438,0.71290286,0.73852636,0.76563034,0.92615055,0.92186943,0.93257224,0.89733402,0.90374263,0.9098949
0.02633881,0.08181973,0.0612635,0.70704985,0.08077424,0.0427538,1.0,1.0,1.0,1.00397168,1.00509411,0.98359523,0.77251093,0.78222438,0.78008742,0.73852636,0.76563034,0.75162282,0.92186943,0.93257224,0.94256154,0.90374263,0.9098949,0.9095103
0.21637097,0.16669868,0.06980033,0.10966627,0.38669863,0.0507651,1.0,1.0,1.0,1.00509411,0.98359523,0.97953721,0.78222438,0.78008742,0.78921807,0.76563034,0.75162282,0.74877577,0.93257224,0.94256154,0.90652872,0.9098949,0.90951038,0.8945142
0.22644348,0.13020615,0.46233568,0.11590146,0.01825514,0.0468581,1.0,1.0,1.0,0.98359523,0.97953721,0.99473321,0.78008742,0.78921807,0.80932492,0.75162282,0.74877577,0.72770755,0.94256154,0.90652872,0.90831252,0.90951038,0.89451423,0.9072032
0.06928161,0.15358415,0.28614601,0.26538476,0.15459186,0.0710116,1.0,1.0,1.0,0.97953721,0.99473321,0.97910551,0.78921807,0.80932492,0.82234094,0.74877577,0.72770755,0.7049311,0.90652872,0.90831252,0.89261506,0.89451423,0.90720328,0.9004101
0.055854,0.17545784,0.23330116,0.19905469,0.18525518,0.1510771,1.0,1.0,1.0,0.99473321,0.97910551,0.98704887,0.80932492,0.82234094,0.83050024,0.72770755,0.7049311,0.68329347,0.90831252,0.89261506,0.89118801,0.90720328,0.90041015,0.9093822
0.10867749,0.10074738,0.25206715,0.15339965,0.20395927,0.181149,1.0,1.0,1.0,0.97910551,0.98704887,0.99292005,0.82234094,0.83050024,0.81505585,0.7049311,0.68329347,0.68238242,0.89261506,0.89118801,0.89261506,0.90041015,0.90938221,0.9002819
0.1229772,0.01922294,0.20521712,0.30262616,0.08672764,0.2632289,1.0,1.0,1.0,0.98704887,0.99292005,0.99041616,0.83050024,0.81505585,0.80747936,0.68329347,0.68238242,0.67463842,0.89118801,0.89261506,0.90403139,0.90938221,0.90028198,0.9060497
0.23332039,0.14235757,0.14785141,0.10200851,0.29881316,0.075649,1.0,1.0,1.0,0.99292005,0.99041616,0.97081678,0.81505585,0.80747936,0.78212725,0.68238242,0.67463842,0.65357021,0.89261506,0.90403139,0.85800928,0.90028198,0.90604973,0.8613176
0.25364956,0.17827953,0.2050701,0.06312557,0.08272611,0.217149,1.0,1.0,1.0,0.99041616,0.97081678,0.94163357,0.80747936,0.78212725,0.77542496,0.67463842,0.65357021,0.65846714,0.90403139,0.85800928,0.84231181,0.90604973,0.86131761,0.8783645
0.08483533,0.15187491,0.13631499,0.18834437,0.24729002,0.1913403,1.0,1.0,1.0,0.97081678,0.94163357,0.95233984,0.78212725,0.77542496,0.79864012,0.65357021,0.65846714,0.6715636,0.85800928,0.84231181,0.8740635,0.86131761,0.87836452,0.8928479
0.10814666,0.07055802,0.17415214,0.05796074,0.20826718,0.3809152,1.0,1.0,1.0,0.94163357,0.95233984,0.94612329,0.77542496,0.79864012,0.8135017,0.65846714,0.6715636,0.67042478,0.84231181,0.8740635,0.88191224,0.87836452,0.89284799,0.8970776
0.5097624,0.10360964,0.23702464,0.02142191,0.04253133,0.08565,1.0,1.0,1.0,0.95233984,0.94612329,0.95303056,0.79864012,0.8135017,0.81583293,0.6715636,0.67042478,0.71973579,0.8740635,0.88191224,0.91901534,0.89284799,0.89707767,0.9057933
0.18928675,0.16778955,0.0854443,0.303084,0.17155908,0.0828363,1.0,1.0,1.0,0.94612329,0.95303056,0.9564842,0.8135017,0.81583293,0.83380282,0.67042478,0.71973579,0.7280492,0.88191224,0.91901534,0.94505887,0.89707767,0.90579339,0.9257882
0.09089909,0.17506357,0.16440952,0.15795973,0.38211927,0.0295488,1.0,1.0,1.0,0.95303056,0.9564842,0.96106027,0.81583293,0.83380282,0.82710053,0.71973579,0.7280492,0.72793531,0.91901534,0.94505887,0.9393507,0.90579339,0.92578826,0.9238656
0.12968066,0.46295497,0.03794575,0.13393144,0.1438444,0.0916427,1.0,1.0,1.0,0.9564842,0.96106027,0.9564842,0.83380282,0.82710053,0.78339,0.7280492,0.72793531,0.75481152,0.94505887,0.9393507,0.9546914,0.92578826,0.92386568,0.9384773
0.07865045,0.20094812,0.05985427,0.13691613,0.29492104,0.22871,1.0,1.0,1.0,0.96106027,0.9564842,0.94543257,0.82710053,0.78339,0.79902865,0.72793531,0.75481152,0.7709828,0.9393507,0.9546914,0.94256154,0.92386568,0.93847731,0.947193
0.19058451,0.09399769,0.14970988,0.25935575,0.04075195,0.2656002,1.0,1.0,1.0,0.9564842,0.94543257,0.96805388,0.78339,0.79902865,0.81418164,0.75481152,0.7709828,0.78248491,0.9546914,0.94256154,0.94898323,0.93847731,0.94719303,0.9482184
0.09287144,0.20555222,0.11144222,0.04783919,0.47566748,0.0666274,1.0,1.0,1.0,0.94543257,0.96805388,0.96356415,0.79902865,0.81418164,0.81515299,0.7709828,0.78248491,0.80059219,0.94256154,0.94898323,0.9529076,0.94719303,0.94821841,0.9611638
0.04831927,0.16504174,0.12123944,0.07054401,0.53761715,0.0572384,1.0,1.0,1.0,0.96805388,0.96356415,0.96520463,0.81418164,0.81515299,0.81253035,0.78248491,0.80059219,0.79353149,0.94898323,0.9529076,0.94220478,0.94821841,0.9611638,0.9612919
0.05337548,0.30433497,0.04879128,0.04376071,0.04620909,0.5035285,1.0,1.0,1.0,0.96356415,0.96520463,0.95156277,0.81515299,0.81253035,0.81398737,0.80059219,0.79353149,0.78054891,0.9529076,0.94220478,0.92793436,0.9611638,0.96129198,0.9510382
0.2479993,0.09784099,0.09907473,0.05450358,0.2168113,0.2837701,1.0,1.0,1.0,0.96520463,0.95156277,0.96580901,0.81253035,0.81398737,0.84283633,0.79353149,0.78054891,0.81744676,0.94220478,0.92793436,0.9628969,0.96129198,0.9510382,0.9656498
0.24869801,0.22080994,0.08878365,0.04750568,0.11522439,0.2789782,1.0,1.0,1.0,0.95156277,0.96580901,0.95872906,0.81398737,0.84283633,0.86129189,0.78054891,0.81744676,0.81983829,0.92793436,0.9628969,0.96967535,0.9510382,0.96564983,0.9741092
0.19621192,0.06641089,0.2613067,0.17284533,0.1888156,0.1144095,1.0,1.0,1.0,0.96580901,0.95872906,0.96468658,0.84283633,0.86129189,0.85866926,0.81744676,0.81983829,0.82735452,0.9628969,0.96967535,0.97859436,0.96564983,0.9741092,0.9867982
0.18157426,0.17162983,0.13162832,0.07433221,0.05335069,0.3874847,1.0,1.0,1.0,0.95872906,0.96468658,0.98230012,0.86129189,0.85866926,0.84351627,0.81983829,0.82735452,0.81756064,0.96967535,0.97859436,0.97145915,0.9741092,0.98679826,0.977698
0.0813539,0.3235207,0.14489767,0.1922925,0.15426537,0.1036699,1.0,1.0,1.0,0.96468658,0.98230012,0.98221378,0.85866926,0.84351627,0.83661972,0.82735452,0.81756064,0.79125384,0.97859436,0.97145915,1.00249732,0.98679826,0.97769803,0.9671879
0.1179503,0.03956191,0.06707506,0.38973397,0.2738487,0.11183,1.0,1.0,1.0,0.98230012,0.98221378,0.99723709,0.84351627,0.83661972,0.85925206,0.81756064,0.79125384,0.80845006,0.97145915,1.00249732,1.02533,0.97769803,0.9671879,0.9794924
0.24921782,0.47610012,0.0295264,0.11527792,0.09098962,0.0388881,1.0,1.0,1.0,0.98221378,0.99723709,1.02814712,0.83661972,0.85925206,0.85342399,0.79125384,0.80845006,0.86117754,1.00249732,1.02533,1.02747057,0.9671879,0.97949244,0.9878236
0.11549046,0.08428857,0.22718425,0.14110994,0.33916837,0.0927583,1.0,1.0,1.0,0.99723709,1.02814712,0.99533759,0.85925206,0.85342399,0.86294318,0.80845006,0.86117754,0.86949095,1.02533,1.02747057,1.03246522,0.97949244,0.98782363,1.0020507
0.1872921,0.18015954,0.20415778,0.0808147,0.2038744,0.1437015,1.0,1.0,1.0,1.02814712,0.99533759,0.98903471,0.85342399,0.86294318,0.85526955,0.86117754,0.86949095,0.90468056,1.02747057,1.03246522,1.02033535,0.98782363,1.00205076,0.9935913
