Action1,Action2,Action3,Action4,Action5,Action6,State1.1,State1.2,State1.3,State2.1,State2.2,State2.3,State3.1,State3.2,State3.3,State4.1,State4.2,State4.3,State5.1,State5.2,State5.3,State6.1,State6.2,State6.3
0.19720322,0.32278562,0.04747117,0.10785528,0.09814964,0.226535,1.0,1.0,1.0,1.14833362,1.14116733,1.11198411,0.75862069,0.75454104,0.75832929,0.97335155,0.96446874,0.98155108,0.96432394,0.98965394,0.98787014,0.8747757,0.87310946,0.8747757
0.10103286,0.394766,0.06892303,0.2470629,0.11178011,0.0764351,1.0,1.0,1.0,1.14116733,1.11198411,1.12597133,0.75454104,0.75832929,0.76697426,0.96446874,0.98155108,0.97221273,0.98965394,0.98787014,1.00356761,0.87310946,0.8747757,0.8772109
0.22858718,0.21221502,0.04889541,0.16284381,0.28079256,0.0666659,1.0,1.0,1.0,1.11198411,1.12597133,1.10913486,0.75832929,0.76697426,0.76833414,0.98155108,0.97221273,0.96936568,0.98787014,1.00356761,1.01034606,0.8747757,0.87721097,0.8693924
0.2460296,0.15544894,0.08809436,0.05872457,0.18310265,0.2685998,1.0,1.0,1.0,1.12597133,1.10913486,1.11457434,0.76697426,0.76833414,0.77503643,0.97221273,0.96936568,0.95661086,1.00356761,1.01034606,1.00285408,0.87721097,0.86939246,0.8916944
0.04324083,0.03908416,0.16081992,0.3964907,0.07483295,0.2855314,1.0,1.0,1.0,1.10913486,1.11457434,1.11690554,0.76833414,0.77503643,0.76726566,0.96936568,0.95661086,0.92905136,1.01034606,1.00285408,0.99286479,0.86939246,0.89169444,0.8822096
0.11376162,0.08713556,0.03367593,0.06994515,0.34241936,0.3530624,1.0,1.0,1.0,1.11457434,1.11690554,1.10982559,0.77503643,0.76726566,0.75405537,0.95661086,0.92905136,0.97357932,1.00285408,0.99286479,0.99500535,0.89169444,0.88220969,0.8772109
0.22512151,0.16439296,0.27683648,0.18424222,0.09069891,0.0587079,1.0,1.0,1.0,1.11690554,1.10982559,1.09143499,0.76726566,0.75405537,0.76367169,0.92905136,0.97357932,0.98052614,0.99286479,0.99500535,1.00107028,0.88220969,0.87721097,0.8783645
0.20698237,0.41429794,0.07485084,0.07577272,0.10361233,0.1244838,1.0,1.0,1.0,1.10982559,1.09143499,1.09307546,0.75405537,0.76367169,0.75327829,0.97357932,0.98052614,0.96116615,0.99500535,1.00107028,0.98144845,0.87721097,0.87836452,0.8629838
0.2453808,0.10058722,0.06165515,0.19433428,0.10001139,0.2980311,1.0,1.0,1.0,1.09143499,1.09307546,1.09773787,0.76367169,0.75327829,0.7569694,0.98052614,0.96116615,0.93987017,1.00107028,0.98144845,0.97288619,0.87836452,0.86298385,0.8697769
0.25046128,0.06281866,0.04342005,0.10218275,0.24771225,0.293405,1.0,1.0,1.0,1.09307546,1.09773787,1.07503022,0.75327829,0.7569694,0.73822244,0.96116615,0.93987017,0.94488099,0.98144845,0.97288619,0.94791295,0.86298385,0.86977698,0.8497821
0.13994743,0.14795353,0.23357555,0.37964028,0.06714652,0.0317366,1.0,1.0,1.0,1.09773787,1.07503022,1.05543084,0.7569694,0.73822244,0.73831957,0.93987017,0.94488099,0.93372053,0.97288619,0.94791295,0.95754549,0.86977698,0.84978211,0.8483722
0.4248287,0.10797284,0.06297928,0.08560307,0.1768635,0.1417525,1.0,1.0,1.0,1.07503022,1.05543084,1.07451217,0.73822244,0.73831957,0.75182127,0.94488099,0.93372053,0.93292336,0.94791295,0.95754549,0.96789154,0.84978211,0.84837221,0.8637528
0.4245184,0.14063516,0.12299395,0.04535898,0.1049825,0.1615109,1.0,1.0,1.0,1.05543084,1.07451217,1.06708686,0.73831957,0.75182127,0.75395823,0.93372053,0.93292336,0.93224006,0.95754549,0.96789154,0.94755619,0.84837221,0.86375288,0.8492694
0.10244109,0.04454803,0.1991544,0.51972115,0.09587624,0.0382591,1.0,1.0,1.0,1.07451217,1.06708686,1.07882922,0.75182127,0.75395823,0.76085478,0.93292336,0.93224006,0.95661086,0.96789154,0.94755619,0.9211559,0.86375288,0.84926942,0.8619584
0.2063749,0.09316609,0.1060461,0.32737178,0.1204345,0.1466066,1.0,1.0,1.0,1.06708686,1.07882922,1.09687446,0.75395823,0.76085478,0.77377368,0.93224006,0.95661086,0.96230498,0.94755619,0.9211559,0.95433464,0.84926942,0.86195847,0.847475
0.11566719,0.55706817,0.09739859,0.02776275,0.05411606,0.1479872,1.0,1.0,1.0,1.07882922,1.09687446,1.10922121,0.76085478,0.77377368,0.74686741,0.95661086,0.96230498,0.96332992,0.9211559,0.95433464,1.00285408,0.86195847,0.84747501,0.8577287
0.03303208,0.07812975,0.4073596,0.28096595,0.11936145,0.0811512,1.0,1.0,1.0,1.09687446,1.10922121,1.10084614,0.77377368,0.74686741,0.74929577,0.96230498,0.96332992,0.97642638,0.95433464,1.00285408,0.99357831,0.84747501,0.85772879,0.8563188
0.09553965,0.26958606,0.0298245,0.27537242,0.28975388,0.0399235,1.0,1.0,1.0,1.10922121,1.10084614,1.0870316,0.74686741,0.74929577,0.75143273,0.96332992,0.97642638,0.97027673,1.00285408,0.99357831,0.99571887,0.85772879,0.85631889,0.8640092
0.08358052,0.25585324,0.36643094,0.10488032,0.14407739,0.0451775,1.0,1.0,1.0,1.10084614,1.0870316,1.09834226,0.74929577,0.75143273,0.74162215,0.97642638,0.97027673,0.95945792,0.99357831,0.99571887,0.99108098,0.85631889,0.86400923,0.8597795
0.0928265,0.14861436,0.3729691,0.24679907,0.09044825,0.0483427,1.0,1.0,1.0,1.0870316,1.09834226,1.09385253,0.75143273,0.74162215,0.73288004,0.97027673,0.95945792,0.95239722,0.99571887,0.99108098,0.98358901,0.86400923,0.85977954,0.8600358
0.26303118,0.02007402,0.06205667,0.03667019,0.5143356,0.1038323,1.0,1.0,1.0,1.09834226,1.09385253,1.0652737,0.74162215,0.73288004,0.71034483,0.95945792,0.95239722,0.95376381,0.99108098,0.98358901,0.95219408,0.85977954,0.86003589,0.8424762
0.04360214,0.0816642,0.05469545,0.04783385,0.728389,0.0438153,1.0,1.0,1.0,1.09385253,1.0652737,1.07269902,0.73288004,0.71034483,0.70879068,0.95239722,0.95376381,0.95854686,0.98358901,0.95219408,0.94684267,0.86003589,0.84247629,0.8406818
0.24047661,0.10424417,0.06943011,0.01768144,0.29931515,0.2688525,1.0,1.0,1.0,1.0652737,1.07269902,1.06415127,0.71034483,0.70879068,0.71209325,0.95376381,0.95854686,0.96321603,0.95219408,0.94684267,0.95540492,0.84247629,0.84068188,0.840041
0.11148325,0.56946516,0.09909474,0.07034467,0.04327412,0.106338,1.0,1.0,1.0,1.07269902,1.06415127,1.09108962,0.70879068,0.71209325,0.71491015,0.95854686,0.96321603,0.95547204,0.94684267,0.95540492,0.9664645,0.84068188,0.84004102,0.841579
0.17608123,0.05979609,0.26614323,0.09308477,0.3136178,0.0912768,1.0,1.0,1.0,1.06415127,1.09108962,1.07433949,0.71209325,0.71491015,0.71821272,0.96321603,0.95547204,0.94795581,0.95540492,0.9664645,0.95540492,0.84004102,0.84157908,0.8383747
0.39217868,0.1507111,0.13228731,0.08604623,0.18497367,0.0538029,1.0,1.0,1.0,1.09108962,1.07433949,1.07278536,0.71491015,0.71821272,0.72918893,0.95547204,0.94795581,0.93793418,0.9664645,0.95540492,0.97252943,0.84157908,0.83837478,0.8354268
0.08218545,0.3519839,0.04811394,0.22342455,0.10305443,0.1912377,1.0,1.0,1.0,1.07433949,1.07278536,1.08202383,0.71821272,0.72918893,0.73511413,0.94795581,0.93793418,0.93702312,0.95540492,0.97252943,0.99357831,0.83837478,0.83542681,0.8368367
0.06316413,0.13940626,0.03843046,0.03133148,0.26351798,0.4641497,1.0,1.0,1.0,1.07278536,1.08202383,1.09955103,0.72918893,0.73511413,0.74045653,0.93793418,0.93702312,0.93178453,0.97252943,0.99357831,1.0470924,0.83542681,0.83683671,0.8356831
0.08501986,0.04652008,0.30263725,0.41832978,0.1070027,0.0404902,1.0,1.0,1.0,1.08202383,1.09955103,1.08798135,0.73511413,0.74045653,0.73482273,0.93702312,0.93178453,0.93622594,0.99357831,1.0470924,1.0335355,0.83683671,0.83568316,0.8433734
0.13301027,0.20365225,0.12482284,0.2905908,0.02435184,0.2235719,1.0,1.0,1.0,1.09955103,1.08798135,1.08444137,0.74045653,0.73482273,0.7327829,0.93178453,0.93622594,0.9724405,1.0470924,1.0335355,1.05315733,0.83568316,0.84337349,0.8523455
0.1744511,0.15281555,0.16424695,0.20169328,0.01885429,0.2879388,1.0,1.0,1.0,1.08798135,1.08444137,1.0927301,0.73482273,0.7327829,0.74142788,0.93622594,0.9724405,0.98098166,1.0335355,1.05315733,1.06671423,0.84337349,0.85234555,0.8515765
0.13410683,0.1222085,0.11694584,0.06142532,0.39661458,0.1686988,1.0,1.0,1.0,1.08444137,1.0927301,1.09739251,0.7327829,0.74142788,0.74337057,0.9724405,0.98098166,0.96321603,1.05315733,1.06671423,1.09026044,0.85234555,0.85157652,0.8502948
0.16112183,0.15517692,0.27244958,0.07872441,0.24743769,0.0850895,1.0,1.0,1.0,1.0927301,1.09739251,1.09523398,0.74142788,0.74337057,0.73841671,0.98098166,0.96321603,0.95979957,1.06671423,1.09026044,1.08348198,0.85157652,0.8502948,0.8409382
0.24789232,0.0633143,0.28449395,0.34078836,0.01470847,0.0488025,1.0,1.0,1.0,1.09739251,1.09523398,1.09048524,0.74337057,0.73841671,0.73773677,0.96321603,0.95979957,0.96799909,1.09026044,1.08348198,1.11059579,0.8502948,0.84093822,0.8399128
0.10671414,0.03675247,0.0846773,0.3989648,0.07079268,0.3020986,1.0,1.0,1.0,1.09523398,1.09048524,1.0946296,0.73841671,0.73773677,0.73851384,0.95979957,0.96799909,0.96424097,1.08348198,1.11059579,1.13271495,0.84093822,0.83991284,0.8418354
0.14518528,0.03950722,0.15972267,0.3872371,0.07830612,0.1900416,1.0,1.0,1.0,1.09048524,1.0946296,1.0893628,0.73773677,0.73851384,0.729966,0.96799909,0.96424097,0.95729416,1.11059579,1.13271495,1.10881199,0.83991284,0.84183543,0.8414509
0.05210229,0.09359494,0.09774413,0.1254487,0.51630723,0.1148027,1.0,1.0,1.0,1.0946296,1.0893628,1.0771024,0.73851384,0.729966,0.7105391,0.96424097,0.95729416,0.93269559,1.13271495,1.10881199,1.0706386,0.84183543,0.84145091,0.8269674
0.06831954,0.06478741,0.17600876,0.1484758,0.06308612,0.4793223,1.0,1.0,1.0,1.0893628,1.0771024,1.10170955,0.729966,0.7105391,0.71801846,0.95729416,0.93269559,0.93611206,1.10881199,1.0706386,1.08312522,0.84145091,0.82696744,0.8295308
0.12237814,0.20194209,0.26894146,0.07604056,0.17759813,0.1530996,1.0,1.0,1.0,1.0771024,1.10170955,1.09575203,0.7105391,0.71801846,0.72481787,0.93269559,0.93611206,0.93861747,1.0706386,1.08312522,1.10167677,0.82696744,0.82953089,0.8376057
0.17955779,0.09071351,0.21117578,0.25882825,0.13525246,0.1244722,1.0,1.0,1.0,1.10170955,1.09575203,1.11051632,0.71801846,0.72481787,0.73336571,0.93611206,0.93861747,0.93440383,1.08312522,1.10167677,1.15412059,0.82953089,0.83760574,0.8716995
0.22107089,0.24027571,0.07559624,0.39592135,0.03065694,0.0364788,1.0,1.0,1.0,1.09575203,1.11051632,1.11958211,0.72481787,0.73336571,0.74327343,0.93861747,0.93440383,0.93702312,1.10167677,1.15412059,1.09596861,0.83760574,0.87169956,0.8679825
0.16067803,0.1267228,0.12117212,0.34857726,0.10108234,0.1417674,1.0,1.0,1.0,1.11051632,1.11958211,1.1248489,0.73336571,0.74327343,0.7434677,0.93440383,0.93702312,0.96310215,1.15412059,1.09596861,1.11808776,0.87169956,0.86798257,0.8649064
0.2539985,0.1879366,0.23631161,0.10713182,0.09938821,0.1152332,1.0,1.0,1.0,1.11958211,1.1248489,1.14531169,0.74327343,0.7434677,0.74356484,0.93702312,0.96310215,0.96686027,1.09596861,1.11808776,1.11273635,0.86798257,0.86490643,0.8600358
0.17067151,0.18680836,0.17451309,0.12087585,0.13351929,0.2136118,1.0,1.0,1.0,1.1248489,1.14531169,1.12726645,0.7434677,0.74356484,0.73841671,0.96310215,0.96686027,0.96891015,1.11808776,1.11273635,1.10631466,0.86490643,0.86003589,0.8558062
0.09264054,0.0804002,0.36974138,0.16438743,0.17572036,0.11711,1.0,1.0,1.0,1.14531169,1.12726645,1.110689,0.74356484,0.73841671,0.74453618,0.96686027,0.96891015,0.93895912,1.11273635,1.10631466,1.09525508,0.86003589,0.8558062,0.863112
0.08070649,0.21334876,0.25812125,0.06606951,0.2409325,0.1408215,1.0,1.0,1.0,1.12726645,1.110689,1.08055604,0.73841671,0.74453618,0.73880525,0.96891015,0.93895912,0.92574878,1.10631466,1.09525508,1.07848733,0.8558062,0.86311202,0.8465778
0.17899886,0.23948285,0.33058807,0.05783726,0.04818331,0.1449097,1.0,1.0,1.0,1.110689,1.08055604,1.11336557,0.74453618,0.73880525,0.74239922,0.93895912,0.92574878,0.92438219,1.09525508,1.07848733,1.10274706,0.86311202,0.8465778,0.8429889
0.0683042,0.17321444,0.17348294,0.42097005,0.061932,0.1020963,1.0,1.0,1.0,1.08055604,1.11336557,1.11120705,0.73880525,0.74239922,0.73676542,0.92574878,0.92438219,0.91777702,1.07848733,1.10274706,1.11130931,0.8465778,0.84298898,0.8405537
0.58749807,0.15634274,0.08427478,0.08098517,0.04740874,0.0434905,1.0,1.0,1.0,1.11336557,1.11120705,1.08616819,0.74239922,0.73676542,0.72850898,0.92438219,0.91777702,0.90581938,1.10274706,1.11130931,1.08205494,0.84298898,0.8405537,0.8454242
0.06508771,0.11258326,0.28218648,0.11443966,0.30218846,0.1235144,1.0,1.0,1.0,1.11120705,1.08616819,1.07934726,0.73676542,0.72850898,0.72345799,0.91777702,0.90581938,0.91105797,1.11130931,1.08205494,1.0688548,0.8405537,0.84542425,0.8417072
0.28554538,0.04092292,0.15864687,0.11367644,0.12379379,0.2774146,1.0,1.0,1.0,1.08616819,1.07934726,1.08150578,0.72850898,0.72345799,0.72588635,0.90581938,0.91105797,0.97938731,1.08205494,1.0688548,1.08098466,0.84542425,0.84170725,0.8533709
0.05019637,0.14905573,0.07066493,0.04784201,0.08935174,0.5928892,1.0,1.0,1.0,1.07934726,1.08150578,1.10188223,0.72345799,0.72588635,0.74123361,0.91105797,0.97938731,0.99145883,1.0688548,1.08098466,1.09311452,0.84170725,0.85337093,0.8904127
0.6014303,0.13062966,0.06525538,0.13504958,0.02936999,0.038265,1.0,1.0,1.0,1.08150578,1.10188223,1.09065792,0.72588635,0.74123361,0.74579893,0.97938731,0.99145883,0.98758684,1.08098466,1.09311452,1.10024973,0.85337093,0.89041271,0.8846449
0.14187703,0.09028008,0.41805565,0.12412562,0.1663329,0.0593287,1.0,1.0,1.0,1.10188223,1.09065792,1.08668624,0.74123361,0.74579893,0.74375911,0.99145883,0.98758684,0.98815625,1.09311452,1.10024973,1.12415269,0.89041271,0.88464496,0.8804152
0.11612441,0.07162076,0.17948525,0.06509884,0.51093626,0.0567344,1.0,1.0,1.0,1.09065792,1.08668624,1.08798135,0.74579893,0.74375911,0.74871297,0.98758684,0.98815625,0.9968113,1.10024973,1.12415269,1.14163396,0.88464496,0.88041528,0.8799025
0.22893104,0.2614414,0.05998608,0.08482467,0.21100934,0.1538075,1.0,1.0,1.0,1.08668624,1.08798135,1.11336557,0.74375911,0.74871297,0.77153958,0.98815625,0.9968113,1.00671905,1.12415269,1.14163396,1.14841242,0.88041528,0.87990259,0.8972058
0.65542287,0.08640895,0.07761291,0.05187993,0.09738203,0.0312933,1.0,1.0,1.0,1.08798135,1.11336557,1.11181143,0.74871297,0.77153958,0.76658572,0.9968113,1.00671905,1.00740235,1.14163396,1.14841242,1.16803425,0.87990259,0.89720584,0.8916944
0.1057144,0.16560002,0.07103037,0.2954495,0.16715562,0.19505,1.0,1.0,1.0,1.11336557,1.11181143,1.12407184,0.77153958,0.76658572,0.77134531,1.00671905,1.00740235,0.99202824,1.14841242,1.16803425,1.15768819,0.89720584,0.89169444,0.8972058
0.25144255,0.14900023,0.12984729,0.21073018,0.15403154,0.1049482,1.0,1.0,1.0,1.11181143,1.12407184,1.12303575,0.76658572,0.77134531,0.77338514,1.00740235,0.99202824,1.00455529,1.16803425,1.15768819,1.16339636,0.89169444,0.89720584,0.8992566
0.14167686,0.28375122,0.08146402,0.15400729,0.20406066,0.1350399,1.0,1.0,1.0,1.12407184,1.12303575,1.1229494,0.77134531,0.77338514,0.773288,0.99202824,1.00455529,1.03291197,1.15768819,1.16339636,1.14769889,0.89720584,0.8992566,0.894386
0.1830343,0.14360659,0.16588995,0.2435162,0.16952226,0.0944307,1.0,1.0,1.0,1.12303575,1.1229494,1.13443274,0.77338514,0.773288,0.78251578,1.00455529,1.03291197,1.06912652,1.16339636,1.14769889,1.13485551,0.8992566,0.89438605,0.8891309
0.26958734,0.04082017,0.03861817,0.19567218,0.21261472,0.2426873,1.0,1.0,1.0,1.1229494,1.13443274,1.14436194,0.773288,0.78251578,0.77746479,1.03291197,1.06912652,1.06217971,1.14769889,1.13485551,1.13164467,0.89438605,0.88913099,0.8923353
0.09140068,0.11081538,0.4130849,0.13389228,0.13806847,0.1127382,1.0,1.0,1.0,1.13443274,1.14436194,1.11915041,0.78251578,0.77746479,0.77085964,1.06912652,1.06217971,1.05363854,1.13485551,1.13164467,1.12843382,0.88913099,0.8923353,0.8784926
0.10777434,0.1056183,0.06434117,0.2316248,0.31001747,0.1806239,1.0,1.0,1.0,1.14436194,1.11915041,1.1400449,0.77746479,0.77085964,0.7786304,1.06217971,1.05363854,1.0545496,1.13164467,1.12843382,1.11452016,0.8923353,0.87849269,0.890669
0.11381071,0.40544704,0.05928826,0.18006596,0.17562068,0.0657673,1.0,1.0,1.0,1.11915041,1.1400449,1.13780003,0.77085964,0.7786304,0.77727052,1.05363854,1.0545496,1.03575903,1.12843382,1.11452016,1.11237959,0.87849269,0.89066906,0.8915662
0.05472443,0.6404386,0.15149222,0.06382418,0.04169925,0.0478212,1.0,1.0,1.0,1.1400449,1.13780003,1.1248489,0.7786304,0.77727052,0.76823701,1.0545496,1.03575903,1.01719622,1.11452016,1.11237959,1.10310382,0.89066906,0.89156627,0.8802871
0.05288125,0.12590143,0.09650482,0.3935293,0.12731102,0.2038721,1.0,1.0,1.0,1.13780003,1.1248489,1.12700743,0.77727052,0.76823701,0.7758135,1.03575903,1.01719622,1.03382303,1.11237959,1.10310382,1.09882269,0.89156627,0.88028711,0.8857985
0.17343768,0.08178125,0.13004409,0.39250004,0.09362635,0.1286105,1.0,1.0,1.0,1.1248489,1.12700743,1.122086,0.76823701,0.7758135,0.77532783,1.01719622,1.03382303,1.03074821,1.10310382,1.09882269,1.08954691,0.88028711,0.88579851,0.8849013
0.14692663,0.17794292,0.11316726,0.2761919,0.19058678,0.0951845,1.0,1.0,1.0,1.12700743,1.122086,1.12346745,0.7758135,0.77532783,0.778339,1.03382303,1.03074821,1.03393691,1.09882269,1.08954691,1.08562255,0.88579851,0.88490131,0.8837477
0.33444577,0.10021929,0.14922422,0.0692606,0.21934439,0.1275057,1.0,1.0,1.0,1.122086,1.12346745,1.11690554,0.77532783,0.778339,0.76493443,1.03074821,1.03393691,1.03165926,1.08954691,1.08562255,1.07099536,0.88490131,0.88374776,0.874263
0.11493685,0.00820519,0.6205918,0.12566395,0.07036431,0.0602378,1.0,1.0,1.0,1.12346745,1.11690554,1.11077534,0.778339,0.76493443,0.76600291,1.03393691,1.03165926,1.03302585,1.08562255,1.07099536,1.07206564,0.88374776,0.87426301,0.8763137
