State,Action
[[[[1.0 1.0 1.0 1.0 ]] [[1.0771024 1.08910378 1.07459851 1.08400967]] [[0.7105391 0.72413793 0.70694512 0.72248664]] [[0.93269559 0.9480697 0.92939301 0.9461337 ]] [[1.0706386 1.07634677 1.05957902 1.06207635]] [[0.82696744 0.83952833 0.82478852 0.83440144]]]],[[0.1993642 0.1426415 0.16079445 0.23640065 0.10246354 0.15833572]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10170955 1.10619927 1.08072872 1.08418235]] [[0.71801846 0.72170957 0.71316173 0.71316173]] [[0.93611206 0.94169229 0.92836807 0.93668147]] [[1.08312522 1.08847663 1.07920086 1.08669283]] [[0.82953089 0.83581133 0.82773648 0.83311971]]]],[[0.20006041 0.29219323 0.06125393 0.37987933 0.02729411 0.03931895]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09575203 1.10689 1.09367985 1.10602659]] [[0.72481787 0.72734337 0.72083536 0.7218067 ]] [[0.93861747 0.94431158 0.93542877 0.94362829]] [[1.10167677 1.1041741 1.09561184 1.10310382]] [[0.83760574 0.84375801 0.83299154 0.83350423]]]],[[0.04137801 0.09544589 0.41060567 0.07223311 0.24408095 0.13625634]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11051632 1.11267484 1.09065792 1.09644276]] [[0.73336571 0.73355998 0.72491501 0.72540068]] [[0.93440383 0.94340052 0.92836807 0.94271723]] [[1.15412059 1.1630396 1.14092044 1.14520157]] [[0.87169956 0.8969495 0.84324532 0.84362984]]]],[[0.20783411 0.17611164 0.02697935 0.09810579 0.37923783 0.11173128]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11958211 1.12605768 1.10637196 1.10775341]] [[0.74327343 0.7459932 0.72850898 0.72928606]] [[0.93702312 0.94237558 0.92950689 0.93246783]] [[1.09596861 1.10560114 1.07634677 1.07848733]] [[0.86798257 0.87439118 0.86541912 0.87413484]]]],[[0.02956068 0.16875926 0.05596939 0.34631866 0.26304153 0.13635048]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.1248489 1.12787083 1.11578311 1.12666206]] [[0.7434677 0.74997572 0.73666829 0.74220495]] [[0.96310215 0.96788521 0.94294499 0.94385605]] [[1.11808776 1.12486621 1.11237959 1.12201213]] [[0.86490643 0.87387849 0.86272751 0.87323763]]]],[[0.10057811 0.15593068 0.18261194 0.18312968 0.27876893 0.09898067]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.14531169 1.14945605 1.13236056 1.1423761 ]] [[0.74356484 0.75075279 0.74171928 0.74638174]] [[0.96686027 0.98246213 0.96401321 0.97403485]] [[1.11273635 1.11987157 1.11059579 1.117731 ]] [[0.86003589 0.8793899 0.85785696 0.87657011]]]],[[0.05458057 0.40539753 0.06100295 0.13298513 0.29641616 0.04961765]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12726645 1.16163012 1.1187187 1.16093939]] [[0.73841671 0.7488101 0.73695969 0.74152501]] [[0.96891015 0.97449038 0.95456098 0.97414873]] [[1.10631466 1.10916875 1.09882269 1.10167677]] [[0.8558062 0.86516278 0.851192 0.86272751]]]],[[0.03861677 0.19637564 0.17700206 0.09341758 0.20209703 0.29249093]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.110689 1.13615956 1.10775341 1.12381281]] [[0.74453618 0.75046139 0.73307431 0.73443419]] [[0.93895912 0.96116615 0.92973465 0.95729416]] [[1.09525508 1.10310382 1.08562255 1.09668213]] [[0.86311202 0.87746732 0.85593438 0.85695975]]]],[[0.05482118 0.06308074 0.52305406 0.0993333 0.04227575 0.2174349 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08055604 1.10412709 1.07563461 1.10084614]] [[0.73880525 0.75026712 0.73152016 0.74210782]] [[0.92574878 0.94123676 0.91606878 0.93633982]] [[1.07848733 1.08348198 1.06243311 1.08098466]] [[0.8465778 0.86516278 0.83850295 0.86106127]]]],[[0.06787185 0.03429752 0.04636608 0.15077694 0.61433554 0.08635213]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11336557 1.12355379 1.08185115 1.08875842]] [[0.74239922 0.74473045 0.73491986 0.74103934]] [[0.92438219 0.93668147 0.91231067 0.92278784]] [[1.10274706 1.10952551 1.08098466 1.08134142]] [[0.84298898 0.85439631 0.8350423 0.8359395 ]]]],[[0.21221782 0.12121024 0.22298644 0.10182533 0.2759201 0.06584007]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11120705 1.12735279 1.10740805 1.11811432]] [[0.73676542 0.74783876 0.73647402 0.74239922]] [[0.91777702 0.9288236 0.91242455 0.92438219]] [[1.11130931 1.11380664 1.1023903 1.10274706]] [[0.8405537 0.84773135 0.83914381 0.8465778 ]]]],[[0.05707685 0.2178694 0.35467708 0.16182347 0.14343582 0.06511747]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08616819 1.10904852 1.08599551 1.1064583 ]] [[0.72850898 0.73462846 0.72608062 0.73190869]] [[0.90581938 0.92130737 0.88566223 0.91606878]] [[1.08205494 1.10809847 1.08169818 1.10274706]] [[0.84542425 0.85093566 0.84081005 0.84298898]]]],[[0.22495043 0.11296873 0.06024748 0.43474874 0.11586353 0.05122109]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.07934726 1.09437058 1.06510102 1.0927301 ]] [[0.72345799 0.73307431 0.71840699 0.72928606]] [[0.91105797 0.92073796 0.90547774 0.90707209]] [[1.0688548 1.0824117 1.06207635 1.07991438]] [[0.84170725 0.85426814 0.83606767 0.84785952]]]],[[0.11295281 0.19591087 0.16276331 0.14394629 0.24082321 0.14360353]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08150578 1.08858574 1.07079952 1.07727508]] [[0.72588635 0.72695483 0.72044682 0.72268091]] [[0.97938731 1.01685457 0.96697415 1.01161599]] [[1.08098466 1.0824117 1.0724224 1.07420621]] [[0.85337093 0.85593438 0.84004102 0.8405537 ]]]],[[0.21128118 0.03268765 0.153945  0.17614107 0.13270803 0.2932371 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10188223 1.10188223 1.08884476 1.09376619]] [[0.74123361 0.74327343 0.72899466 0.73122875]] [[0.99145883 1.00523858 0.98952283 1.00011388]] [[1.09311452 1.09632537 1.08704959 1.08847663]] [[0.89041271 0.8992566 0.85888234 0.86054858]]]],[[0.11784823 0.28057575 0.06404264 0.13893665 0.22025836 0.17833833]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09065792 1.10136419 1.08461406 1.09989639]] [[0.74579893 0.75123847 0.73890238 0.74133074]] [[0.98758684 0.99840565 0.98007061 0.98735907]] [[1.10024973 1.11309311 1.09953621 1.11059579]] [[0.88464496 0.89336068 0.881697 0.88823379]]]],[[0.0605887 0.23808137 0.04796154 0.27313694 0.15422885 0.22600257]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08668624 1.09549301 1.07770679 1.08444137]] [[0.74375911 0.74696455 0.73142302 0.74074794]] [[0.98815625 0.99646965 0.98098166 0.99134495]] [[1.12415269 1.13307171 1.12272565 1.13164467]] [[0.88041528 0.88438862 0.87118688 0.87862087]]]],[[0.05045791 0.30368283 0.127127  0.25373426 0.22753072 0.03746731]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08798135 1.09816957 1.08677258 1.08919012]] [[0.74871297 0.75259835 0.74337057 0.74405051]] [[0.9968113 1.00751623 0.99077554 0.9916866 ]] [[1.14163396 1.15768819 1.13628255 1.15697467]] [[0.87990259 0.88285055 0.87400666 0.88118431]]]],[[0.04538663 0.05541829 0.28896418 0.19902779 0.30608386 0.10511924]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11336557 1.11336557 1.09791055 1.10006907]] [[0.77153958 0.77523069 0.74890724 0.7541525 ]] [[1.00671905 1.00763011 0.9968113 0.99920282]] [[1.14841242 1.14876918 1.13877988 1.14234748]] [[0.89720584 0.89759036 0.88246603 0.88387593]]]],[[0.07259985 0.06583425 0.06785066 0.23817739 0.4125845 0.14295328]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11181143 1.11802797 1.10697634 1.11440166]] [[0.76658572 0.77707625 0.76367169 0.77707625]] [[1.00740235 1.01309646 1.00273317 1.00797176]] [[1.16803425 1.16910453 1.15733143 1.16232608]] [[0.89169444 0.90604973 0.88836196 0.89848757]]]],[[0.13404942 0.24671084 0.07546088 0.11791565 0.11036438 0.31549886]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12407184 1.1286479 1.10827146 1.10844414]] [[0.77134531 0.77251093 0.76153473 0.76435163]] [[0.99202824 1.00136659 0.98633413 0.99772236]] [[1.15768819 1.1648234 1.15590439 1.16232608]] [[0.89720584 0.90028198 0.88605486 0.89387337]]]],[[0.06773669 0.09088022 0.16566274 0.08275576 0.35352972 0.23943494]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12303575 1.13002936 1.11932309 1.12838888]] [[0.77338514 0.77639631 0.77095678 0.77464789]] [[1.00455529 1.01127434 0.98473978 0.99066166]] [[1.16339636 1.17552622 1.16196932 1.17552622]] [[0.8992566 0.90438349 0.89720584 0.89900026]]]],[[0.14061679 0.13841459 0.06406242 0.22356889 0.13174824 0.30158904]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.1229494 1.13089276 1.11673286 1.12243136]] [[0.773288 0.77610491 0.76648859 0.77289947]] [[1.03291197 1.03405079 0.99419201 1.00375811]] [[1.14769889 1.15661791 1.14591509 1.15554763]] [[0.89438605 0.90130736 0.89054089 0.90041015]]]],[[0.1534611 0.22057332 0.1473945 0.18760404 0.20354941 0.08741769]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.13443274 1.13650492 1.12096356 1.12303575]] [[0.78251578 0.78426421 0.76920835 0.77260806]] [[1.06912652 1.07926204 1.03541738 1.04031431]] [[1.13485551 1.13663932 1.1295041 1.13592579]] [[0.88913099 0.89553961 0.88797744 0.89143809]]]],[[0.05656546 0.12819679 0.18163204 0.16870928 0.30906016 0.15583625]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.14436194 1.1480746 1.13451908 1.1362459 ]] [[0.77746479 0.78387567 0.77678485 0.78037882]] [[1.06217971 1.08256463 1.06126865 1.07368181]] [[1.13164467 1.13699608 1.1295041 1.13057438]] [[0.8923353 0.89528326 0.88823379 0.88823379]]]],[[0.05110699 0.09197941 0.11475406 0.13030571 0.12779783 0.484056 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11915041 1.14755655 1.11483336 1.14487999]] [[0.77085964 0.77824186 0.76580864 0.77620204]] [[1.05363854 1.06958205 1.04259196 1.06650723]] [[1.12843382 1.13735284 1.12201213 1.13699608]] [[0.87849269 0.89079723 0.87554473 0.88836196]]]],[[0.08625737 0.03492521 0.11071945 0.15635844 0.2742581 0.33748144]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.1400449 1.1419444 1.12286306 1.12536695]] [[0.7786304 0.78018456 0.76998543 0.7727052 ]] [[1.0545496 1.058991 1.04316137 1.05022207]] [[1.11452016 1.11844452 1.10667142 1.11666072]] [[0.89066906 0.89387337 0.87798001 0.88246603]]]],[[0.04508576 0.18278879 0.07989044 0.06350269 0.50020236 0.12852989]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.13780003 1.13926783 1.13192886 1.13849076]] [[0.77727052 0.7811559 0.77464789 0.77872754]] [[1.03575903 1.04691949 1.03154538 1.04418631]] [[1.11237959 1.11559044 1.1041741 1.10667142]] [[0.89156627 0.89438605 0.88182517 0.89054089]]]],[[0.13742271 0.10466058 0.25944832 0.07387295 0.32822952 0.09636599]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.1248489 1.13495079 1.12156795 1.13305129]] [[0.76823701 0.77697912 0.76677999 0.77600777]] [[1.01719622 1.04202255 1.01719622 1.04031431]] [[1.10310382 1.10952551 1.09775241 1.1023903 ]] [[0.88028711 0.89207895 0.87823635 0.8886183 ]]]],[[0.17715871 0.25597975 0.13802862 0.06004888 0.03419396 0.33459008]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12700743 1.13443274 1.12286306 1.13279226]] [[0.7758135 0.77707625 0.76338028 0.77221952]] [[1.03382303 1.03621455 1.01913222 1.02596515]] [[1.09882269 1.10667142 1.09204424 1.10096325]] [[0.88579851 0.89015637 0.8770828 0.88605486]]]],[[0.0444863 0.6439661 0.05745158 0.03791181 0.06133034 0.15485393]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.122086 1.12812986 1.11656018 1.12122259]] [[0.77532783 0.77921321 0.77076251 0.77416221]] [[1.03074821 1.04247808 1.02710397 1.03120374]] [[1.08954691 1.09454156 1.08526579 1.08811987]] [[0.88490131 0.89028454 0.87169956 0.88092797]]]],[[0.15598205 0.28441405 0.11912741 0.29382885 0.09567809 0.05096949]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12346745 1.1305474 1.12156795 1.12812986]] [[0.778339 0.78037882 0.77163672 0.77639631]] [[1.03393691 1.03678397 1.02380139 1.03325362]] [[1.08562255 1.09026044 1.07991438 1.08027114]] [[0.88374776 0.89079723 0.88297872 0.8877211 ]]]],[[0.12249075 0.2340514 0.05823878 0.33121315 0.07249903 0.1815069 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11690554 1.12743913 1.1130202 1.11880504]] [[0.76493443 0.78076736 0.76386595 0.77571637]] [[1.03165926 1.04099761 1.02801503 1.03302585]] [[1.07099536 1.08205494 1.06457367 1.07920086]] [[0.87426301 0.88618303 0.87195591 0.87964624]]]],[[0.1351318 0.05723471 0.1747227 0.1888667 0.1955843 0.24845973]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11077534 1.11975479 1.10827146 1.11811432]] [[0.76600291 0.77115104 0.76134046 0.76386595]] [[1.03302585 1.04316137 1.0301788 1.0301788 ]] [[1.07206564 1.07563325 1.06207635 1.06350339]] [[0.87631377 0.88054345 0.87157139 0.87528839]]]],[[0.28610584 0.21781231 0.06758752 0.09972568 0.17146516 0.15730348]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10343637 1.11561043 1.0950613 1.11293386]] [[0.7592035 0.76911122 0.756678 0.76639145]] [[1.00546635 1.04316137 1.00489694 1.03234256]] [[1.04423832 1.05672494 1.04067071 1.05137353]] [[0.86746988 0.87528839 0.86670085 0.87400666]]]],[[0.17837238 0.3090146 0.08902306 0.01921573 0.05200632 0.35236788]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10015541 1.10585391 1.08461406 1.09393887]] [[0.756678 0.75813502 0.74745022 0.75648373]] [[0.99738071 1.00421364 0.9807539 1.00261929]] [[1.03960043 1.04245451 1.02747057 1.0353193 ]] [[0.87093053 0.87272494 0.8655473 0.86734171]]]],[[0.03974849 0.22576892 0.19466734 0.07106901 0.24457023 0.22417608]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11276118 1.11673286 1.10386807 1.10447246]] [[0.77280233 0.77416221 0.75755221 0.75939777]] [[1.01241316 1.0134381 0.99305318 0.9987473 ]] [[1.06956832 1.07599001 1.0606493 1.06207635]] [[0.89246347 0.89297616 0.87298129 0.87439118]]]],[[0.21460259 0.04609121 0.1172225 0.08533461 0.3095593 0.22718985]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.1102573 1.12398549 1.10922121 1.11535141]] [[0.77367654 0.77989315 0.77144245 0.77523069]] [[0.99316707 1.01901834 0.99191436 1.01389363]] [[1.08847663 1.09489832 1.08455227 1.08919015]] [[0.89259164 0.89746219 0.88977185 0.89336068]]]],[[0.10128012 0.19711047 0.1881178 0.19057631 0.24853767 0.07437761]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09799689 1.10801243 1.09747885 1.10680366]] [[0.77571637 0.77960175 0.7679456 0.77056824]] [[0.9865619 0.99977224 0.98485366 0.99555859]] [[1.08597931 1.08919015 1.0824117 1.08348198]] [[0.8886183 0.89387337 0.88464496 0.88990003]]]],[[0.11041445 0.10147802 0.15461157 0.19049405 0.28831625 0.1546856 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09583837 1.09860128 1.08539112 1.08875842]] [[0.76639145 0.76979116 0.76104905 0.76901408]] [[0.9807539 0.99271154 0.97995672 0.98280378]] [[1.09454156 1.1023903 1.08633607 1.09347128]] [[0.87887721 0.88426045 0.87375032 0.88079979]]]],[[0.10514704 0.04682311 0.09489175 0.12609896 0.08057795 0.54646116]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10170955 1.10386807 1.09108962 1.09678812]] [[0.77649344 0.78125304 0.76571151 0.76668286]] [[0.98041225 0.98735907 0.97494591 0.97938731]] [[1.08597931 1.09133072 1.08169818 1.08455227]] [[0.88451679 0.88656755 0.87528839 0.87733914]]]],[[0.12121069 0.20769674 0.21647306 0.24406348 0.13647307 0.074083 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09911932 1.10412709 1.09428423 1.10274564]] [[0.75677513 0.77707625 0.75512385 0.77221952]] [[0.98849789 0.99988612 0.98485366 0.98599248]] [[1.06849804 1.07099536 1.06243311 1.06564395]] [[0.88118431 0.88964368 0.87810818 0.88579851]]]],[[0.02239651 0.14794697 0.13519481 0.34590426 0.12308918 0.22546834]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10412709 1.10783975 1.0984286 1.09851494]] [[0.77115104 0.77649344 0.75590092 0.75590092]] [[0.98792848 0.99749459 0.98303155 0.99043389]] [[1.07706029 1.0788441 1.0688548 1.0688548 ]] [[0.89079723 0.89515509 0.88285055 0.8831069 ]]]],[[0.13140334 0.47659305 0.06585426 0.1306259 0.11709736 0.07842602]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09307546 1.10360905 1.09134864 1.1026593 ]] [[0.77416221 0.77649344 0.7679456 0.77134531]] [[0.97642638 0.98622025 0.96993509 0.98519531]] [[1.05850874 1.06921156 1.05743846 1.06564395]] [[0.88041528 0.8886183 0.87772366 0.88784927]]]],[[0.20117474 0.09251869 0.31315923 0.07235075 0.06410034 0.25669625]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10179589 1.10568123 1.09721982 1.1007598 ]] [[0.79922292 0.80291404 0.77561923 0.77707625]] [[0.97574308 0.9839426 0.97460426 0.98018449]] [[1.08811987 1.0906172 1.07991438 1.08169818]] [[0.88554217 0.8900282 0.8831069 0.88849013]]]],[[0.1159422 0.5536214 0.08384374 0.0614852 0.151799  0.03330836]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09678812 1.10179589 1.09549301 1.10067346]] [[0.81155901 0.81369597 0.7974745 0.79815444]] [[0.96891015 0.98325931 0.96606309 0.97915955]] [[1.10631466 1.10774171 1.10024973 1.10060649]] [[0.88977185 0.89195078 0.88554217 0.88567034]]]],[[0.06505398 0.26803967 0.29273972 0.02861222 0.07920159 0.26635274]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10611293 1.12070454 1.09756519 1.09834226]] [[0.81010199 0.81942691 0.80592521 0.80835357]] [[0.96993509 0.97722355 0.96629086 0.9698212 ]] [[1.08847663 1.09525508 1.08669283 1.09168748]] [[0.88259421 0.88951551 0.88131248 0.88579851]]]],[[0.04155955 0.09076633 0.07264835 0.11939344 0.5141532 0.1614791 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10084614 1.11552409 1.10084614 1.1125885 ]] [[0.81534726 0.8185527 0.8109762 0.81418164]] [[0.97073226 0.97483202 0.96686027 0.97335155]] [[1.11130931 1.13093115 1.11023903 1.12022833]] [[0.87951807 0.88925916 0.87810818 0.88925916]]]],[[0.12347551 0.17200758 0.11909517 0.30521122 0.14205816 0.13815239]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09437058 1.10507684 1.09229839 1.10231394]] [[0.80369111 0.81806702 0.79912579 0.81806702]] [[0.94841134 0.96401321 0.94317276 0.96378545]] [[1.11202283 1.12129861 1.10774171 1.12094185]] [[0.88118431 0.88708024 0.87682645 0.88054345]]]],[[0.01165764 0.5214728 0.18809514 0.1801762 0.04287181 0.05572641]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.0752029 1.09195303 1.0747712 1.0832326 ]] [[0.78950947 0.79708596 0.78824672 0.78892666]] [[0.92324337 0.94385605 0.92016855 0.92973465]] [[1.08312522 1.10203354 1.08134142 1.10024973]] [[0.85516534 0.87785183 0.85478083 0.87144322]]]],[[0.13111624 0.04779471 0.26324648 0.17907465 0.05904086 0.319727 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08288724 1.0889311 1.07805215 1.08418235]] [[0.78688684 0.79980573 0.78630403 0.79834871]] [[0.93690924 0.95308051 0.93337889 0.94043959]] [[1.01284338 1.03674634 1.01034606 1.0235462 ]] [[0.86067675 0.86490643 0.85567803 0.86311202]]]],[[0.02666746 0.15976007 0.04406541 0.26862928 0.06179897 0.4390788 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09307546 1.09601105 1.08780867 1.09566569]] [[0.7862069 0.79572608 0.7839728 0.79232637]] [[0.939073 0.94522264 0.93372053 0.94066735]] [[1.01712451 1.03424902 1.00963254 1.01569747]] [[0.86964881 0.87541656 0.8655473 0.87080236]]]],[[0.42996222 0.07689897 0.17133783 0.04865691 0.20419243 0.06895165]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09169401 1.09385253 1.08590917 1.09160767]] [[0.78436134 0.78960661 0.78076736 0.78863526]] [[0.93463159 0.93747865 0.93132901 0.935201 ]] [[1.01284338 1.02211916 1.0099893 1.01890831]] [[0.87464753 0.8756729 0.86670085 0.87349398]]]],[[0.03018541 0.16995786 0.43353173 0.10672963 0.1129984 0.14659698]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08789501 1.08988085 1.07796581 1.07874288]] [[0.78193298 0.78863526 0.77707625 0.77727052]] [[0.91367726 0.9281403 0.91242455 0.91743537]] [[1.00035676 1.01212986 0.99536211 1.00249732]] [[0.87310946 0.87310946 0.86336837 0.86580364]]]],[[0.09570047 0.37906864 0.1687401 0.12592697 0.159674  0.07088985]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08521844 1.08919012 1.06864099 1.08694526]] [[0.78280719 0.7867897 0.76677999 0.78455561]] [[0.90673044 0.90866644 0.86789659 0.90479444]] [[1.00499465 1.00642169 0.9882269 1.00285408]] [[0.86862343 0.87413484 0.85273007 0.87298129]]]],[[0.1606214 0.19666536 0.24902749 0.30503258 0.03162041 0.05703278]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.05828009 1.07615265 1.05802107 1.0747712 ]] [[0.77697912 0.78212725 0.77124818 0.77659058]] [[0.88759822 0.89727821 0.86801048 0.87211024]] [[0.95647521 0.98715662 0.95504816 0.98073493]] [[0.85529351 0.86285568 0.85426814 0.85888234]]]],[[0.2105009 0.13201499 0.07667506 0.20447569 0.2593295 0.11700387]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.03669487 1.07114488 1.0293559 1.06933172]] [[0.78164157 0.79329772 0.78105877 0.78426421]] [[0.90012527 0.92460995 0.90012527 0.92164901]] [[0.97609704 1.00249732 0.97324295 0.99322155]] [[0.85939503 0.87080236 0.85901051 0.86708536]]]],[[0.22671935 0.30605915 0.11396426 0.11546016 0.16067111 0.07712601]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.06441029 1.06933172 1.04653773 1.05284061]] [[0.78280719 0.79164643 0.78164157 0.79164643]] [[0.91447443 0.92472384 0.90923585 0.92392666]] [[1.01320014 1.02497324 1.00749197 1.00891902]] [[0.87695463 0.87849269 0.87041784 0.87131505]]]],[[0.08617849 0.47835013 0.17557131 0.10871892 0.07757647 0.07360471]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08495942 1.08573649 1.07338974 1.07951994]] [[0.79106362 0.79320058 0.78504128 0.78766391]] [[0.93224006 0.93611206 0.91902972 0.92153513]] [[1.02283268 1.04031395 1.01605423 1.02568676]] [[0.89105358 0.89207895 0.88220969 0.88502948]]]],[[0.12308294 0.09485924 0.1158495 0.45243177 0.15230949 0.06146707]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08452772 1.09108962 1.07960629 1.08824037]] [[0.79543468 0.79990287 0.78912093 0.79329772]] [[0.9281403 0.93406218 0.92392666 0.92905136]] [[1.00963254 1.01391366 1.00856225 1.01212986]] [[0.89848757 0.90105101 0.89041271 0.89682133]]]],[[0.09670111 0.28605732 0.10041265 0.2795928 0.13470466 0.10253143]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.09497496 1.09782421 1.08426869 1.08547747]] [[0.79766877 0.79961146 0.79368626 0.79844585]] [[0.91937137 0.9281403 0.91344949 0.92130737]] [[0.99607563 1.00499465 0.99464859 1.00249732]] [[0.89746219 0.90079467 0.8932325 0.89887208]]]],[[0.04538772 0.2948818 0.08875924 0.09146181 0.3679166 0.11159278]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.10956657 1.11008461 1.09955103 1.10291832]] [[0.80155415 0.80301117 0.79844585 0.8028169 ]] [[0.92848195 0.93383442 0.92130737 0.9268876 ]] [[0.9982162 1.00891902 0.99785944 1.00535141]] [[0.90451166 0.90476801 0.89682133 0.90271725]]]],[[0.01702086 0.38047624 0.29807508 0.07489812 0.04403702 0.18549271]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.11915041 1.11915041 1.10783975 1.114488 ]] [[0.7974745 0.80359398 0.79145216 0.79815444]] [[0.9493224 0.9531944 0.92905136 0.93372053]] [[1.00321085 1.01534071 1.00249732 1.01534071]] [[0.908485 0.90951038 0.90079467 0.90233274]]]],[[0.07043269 0.03581244 0.08717015 0.1357221 0.43392953 0.23693305]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.14030392 1.1480746 1.12847522 1.13080642]] [[0.79737737 0.79834871 0.79116076 0.79650316]] [[0.94146453 0.95296663 0.93440383 0.95160005]] [[1.00285408 1.00677845 0.99785944 1.00535141]] [[0.93181236 0.93565752 0.91297103 0.91374007]]]],[[0.17070672 0.17796199 0.22773613 0.19183953 0.04315965 0.18859595]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.12890692 1.14764289 1.12519427 1.14703851]] [[0.78863526 0.7974745 0.78688684 0.79456047]] [[0.93998406 0.9480697 0.93633982 0.94647534]] [[1.01498395 1.02461648 1.0135569 1.01748127]] [[0.92309664 0.93411946 0.91976416 0.93360677]]]],[[0.04287336 0.08743573 0.04668707 0.1742016 0.39172095 0.25708127]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08116042 1.08357797 1.05327232 1.05327232]] [[0.78416707 0.79407479 0.78339 0.79048082]] [[0.9583191 0.96515203 0.93383442 0.93565653]] [[1.01248662 1.01855155 1.01034606 1.01498395]] [[0.92245578 0.92476288 0.91796975 0.92207126]]]],[[0.1386287 0.5009709 0.06158957 0.03735589 0.07777812 0.18367684]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.08064238 1.09730616 1.07977897 1.08962183]] [[0.78329286 0.79067508 0.78173871 0.78484701]] [[0.95524428 0.96765744 0.9480697 0.96412709]] [[1.04174099 1.05244381 1.03995719 1.0488762 ]] [[0.91963599 0.9260446 0.91258652 0.92540374]]]],[[0.17042904 0.09113038 0.20761596 0.31549126 0.07253303 0.1428003 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.07494388 1.08565015 1.06976343 1.08202383]] [[0.78659543 0.79028655 0.78232152 0.7867897 ]] [[0.9454504 0.97232661 0.94123676 0.96993509]] [[1.04423832 1.05957902 1.03924367 1.05422761]] [[0.95872853 0.98590105 0.95360164 0.98410664]]]],[[0.07643051 0.10105632 0.07968148 0.5210917 0.12636791 0.09537207]]
