date,close,open,high,low,volume,percent,code
2015-01-01,54.50432205200200,54.1048877681182,54.576944263537200,54.1048877681182,8432600,,TSM
2015-01-02,52.70686721801760,53.53296504770230,53.54204152364080,52.68871080315860,10546400,-3.297820734784010,TSM
2015-01-03,52.09864044189450,52.28927760710490,52.37097974404970,51.862613970155300,8897200,-1.1539801324316400,TSM
2015-01-04,52.942909240722700,52.15312400870410,53.197092197468200,51.50858667525190,7444300,1.6205198286694900,TSM
2015-01-05,53.33325958251950,52.82489024450600,53.54205320447610,52.752268032208500,5381500,0.7373042913490390,TSM
2015-01-06,53.769012451171900,54.1865997665812,54.204756188509900,53.28787939050390,5112700,0.8170377585456470,TSM
2015-01-07,53.43312072753910,54.1956730397877,54.1956730397877,53.35141857040590,4807700,-0.6246938679371100,TSM
2015-01-08,54.522483825683600,54.604185986049600,54.61326246476440,53.96872512353440,6613700,2.0387412962445300,TSM
2015-01-09,54.758506774902300,54.613258884106200,55.0490025564947,54.39538531642050,6715200,0.4328910435800190,TSM
2015-01-10,53.00645446777340,54.16843764507820,54.19567400659710,52.88843946914620,10075100,-3.199598400904400,TSM
2015-01-11,53.33325958251950,53.74177034851410,54.186590489166000,52.92474881652500,11215700,0.6165383405237530,TSM
2015-01-12,53.17893600463870,53.233401798922800,53.33326037242070,52.6614867180599,8125700,-0.28935710865765100,TSM
2015-01-13,52.87028121948240,52.64333118644770,53.56020779619560,52.17127470217750,9873700,-0.5804079741823510,TSM
2015-01-14,52.97013854980470,53.46943141383700,53.505740788780700,52.94290565285120,8124500,0.18887232679494200,TSM
2015-01-15,52.18034362792970,52.52530859785220,52.715945766895300,51.399635073201900,9999200,-1.4910191732506100,TSM
2015-01-16,52.40730667114260,52.73411530682760,52.77950462556540,52.16220019437890,10402200,0.43495888956048800,TSM
2015-01-17,50.165035247802700,50.4918438590234,50.82773241110170,49.983477986442600,9675500,-4.278547335794540,TSM
2015-01-18,51.82630920410160,50.59170048170780,51.853542099660000,50.36475045076730,8124400,3.3116172411572100,TSM
2015-01-19,51.917083740234400,52.21665941970110,52.21665941970110,51.608431583957600,7693400,0.17515145787312400,TSM
2015-01-20,50.65525436401370,50.001640524563400,50.873127952485900,49.98348410360880,10295700,-2.4304704450161900,TSM
2015-01-21,48.966739654541000,50.319363424134200,50.36475273978870,48.658087459914700,13467200,-3.333345633483200,TSM
2015-01-22,49.72021484375,49.33893697836800,49.874539207678400,49.148299777168300,9594300,1.5387489437212600,TSM
2015-01-23,52.21665954589840,51.67197743545590,52.32559458279400,51.653824481792,12746600,5.020985347697570,TSM
