Wealth,Return,Weight1,Weight2,Weight3,Weight4,Weight5,Weight6,Price1,Price2,Price3,Price4,Price5,Price6
8531.920809364845,0.000778997058226,0.14,0.1,0.28,0.1,0.19,0.2,1.0,0.995,1.007,1.023,0.984,1.006
8512.495371830364,-0.002279391178739,0.08,0.07,0.07,0.05,0.53,0.19,1.0,0.991,0.995,1.0,0.996,1.012
8480.862876567398,-0.0037229288450971,0.6,0.04,0.1,0.03,0.07,0.17,1.0,1.001,1.002,0.979,0.989,0.994
8321.586246841665,-0.018959307610091,0.07,0.1,0.04,0.52,0.21,0.06,1.0,0.996,0.99,0.973,0.994,0.991
8239.134734830146,-0.009957560830594,0.27,0.33,0.18,0.09,0.02,0.1,1.0,0.968,1.005,1.001,1.008,1.018
8249.66900056943,0.0012777478999146,0.16,0.05,0.39,0.08,0.19,0.13,1.0,0.994,1.01,0.981,1.007,0.996
8191.062662471615,-0.0071294377330633,0.41,0.1,0.1,0.03,0.06,0.3,1.0,0.997,0.996,0.986,0.985,0.989
8062.874441629724,-0.015773517249396,0.06,0.12,0.27,0.1,0.07,0.39,1.0,0.971,0.98,0.963,0.98,0.997
8154.32256736411,0.0112780396004777,0.12,0.27,0.13,0.14,0.12,0.21,1.0,1.016,1.008,1.032,1.005,1.01
8116.446168906652,-0.0046557685736103,0.08,0.27,0.32,0.09,0.19,0.05,1.0,0.996,1.006,0.998,0.979,0.999
8214.67775980616,0.0120301304468073,0.17,0.31,0.14,0.14,0.15,0.08,1.0,1.032,1.011,0.994,1.004,1.021
8210.331136574861,-0.0005292689167094,0.15,0.1,0.13,0.23,0.1,0.29,1.0,1.013,1.005,1.002,0.995,0.996
8279.382108577269,0.0083750850715325,0.05,0.08,0.14,0.34,0.31,0.08,1.0,1.004,1.001,1.027,1.001,1.0
8205.737826704426,-0.0089346965108585,0.12,0.51,0.05,0.05,0.13,0.14,1.0,0.987,1.002,1.017,0.996,0.999
8202.441445493658,-0.0004017973232046,0.07,0.09,0.12,0.24,0.45,0.03,1.0,1.01,1.0,0.994,1.006,0.996
8200.927264524518,-0.0001846182939869,0.06,0.08,0.12,0.47,0.13,0.14,1.0,0.993,0.998,1.011,0.983,0.997
8176.261811877934,-0.003012173967223,0.11,0.48,0.12,0.07,0.18,0.05,1.0,0.998,1.004,0.996,0.999,1.004
8157.887811278088,-0.0022497661370405,0.14,0.18,0.15,0.17,0.22,0.13,1.0,1.004,0.992,1.033,0.978,0.99
8183.50637213658,0.0031354218077938,0.19,0.16,0.37,0.15,0.06,0.07,1.0,0.992,1.012,0.999,1.011,1.011
8132.380139745769,-0.0062670697899649,0.08,0.33,0.23,0.19,0.07,0.1,1.0,0.991,0.994,1.012,0.969,0.989
8038.91340079532,-0.0115597159275752,0.27,0.24,0.15,0.12,0.13,0.09,1.0,0.991,0.977,0.972,0.994,0.991
8189.538981410903,0.0185636809519993,0.24,0.18,0.1,0.15,0.11,0.21,1.0,1.033,1.03,1.027,1.006,1.027
8020.295808965319,-0.0208823007454772,0.1,0.24,0.5,0.05,0.02,0.09,1.0,0.994,0.968,0.999,0.996,0.989
7943.538334026282,-0.009616495107069,0.31,0.02,0.04,0.18,0.31,0.13,1.0,1.0,1.024,0.996,0.98,0.994
7793.883086184698,-0.0190196036875559,0.07,0.2,0.12,0.07,0.05,0.49,1.0,0.978,0.976,0.989,0.982,0.985
7773.533869357291,-0.0026143358883074,0.07,0.1,0.52,0.14,0.13,0.05,1.0,1.005,0.993,1.011,1.011,1.003
7662.323691617636,-0.014409578679124,0.04,0.08,0.12,0.03,0.54,0.19,1.0,0.974,1.028,0.946,0.988,0.974
7730.644730831497,0.0088769736912981,0.15,0.06,0.34,0.27,0.13,0.05,1.0,0.994,1.02,1.01,1.013,1.01
7782.36326191511,0.0066677877974664,0.11,0.12,0.41,0.24,0.08,0.03,1.0,0.982,1.008,1.024,0.994,1.023
7885.144287323126,0.0131204659747372,0.04,0.24,0.52,0.07,0.02,0.11,1.0,1.008,1.016,1.026,1.03,1.016
7781.74068818767,-0.0132004672044602,0.13,0.13,0.37,0.07,0.12,0.18,1.0,0.979,0.986,0.987,0.996,0.985
7602.67513284199,-0.0232798754847524,0.18,0.29,0.27,0.09,0.09,0.08,1.0,0.973,0.969,0.989,0.973,0.97
7624.848639998014,0.0029122952830392,0.08,0.18,0.09,0.45,0.08,0.12,1.0,1.012,1.003,1.003,0.996,1.011
7687.867938861716,0.0082310221486526,0.07,0.26,0.16,0.25,0.17,0.09,1.0,0.999,1.024,1.024,0.998,1.003
7751.656692004372,0.008263093277609,0.12,0.33,0.14,0.15,0.06,0.2,1.0,1.013,1.009,1.0,1.013,1.015
7695.231387129747,-0.0073057505894582,0.13,0.17,0.06,0.37,0.24,0.03,1.0,0.995,0.996,0.987,1.003,0.996
7647.681357497269,-0.0061983252671954,0.05,0.13,0.5,0.11,0.13,0.08,1.0,0.989,0.999,0.981,0.999,1.003
7695.80065119035,0.0062722987420664,0.36,0.03,0.28,0.21,0.09,0.02,1.0,1.018,1.012,1.014,1.006,1.009
7640.517346195507,-0.007209493759606,0.39,0.12,0.14,0.13,0.06,0.15,1.0,0.987,0.999,0.981,0.996,0.989
7595.917290864048,-0.005854411977539,0.43,0.03,0.13,0.07,0.23,0.13,1.0,0.981,0.986,0.995,0.996,0.99
7524.623876088969,-0.0094300782371725,0.24,0.31,0.05,0.04,0.12,0.23,1.0,1.001,0.979,0.944,1.005,0.976
7618.687140889875,0.0124232374911715,0.17,0.08,0.05,0.46,0.13,0.11,1.0,0.975,1.004,1.025,1.03,1.008
7448.235378049173,-0.022626921304506,0.26,0.04,0.22,0.3,0.17,0.02,1.0,0.98,0.986,0.983,0.928,0.987
7184.332546670379,-0.0360745224958502,0.05,0.13,0.05,0.31,0.11,0.34,1.0,0.958,0.979,0.94,0.985,0.98
7134.6239470052105,-0.0069430756879435,0.37,0.23,0.17,0.07,0.05,0.1,1.0,1.005,0.986,0.974,0.988,0.988
7204.215323413914,0.0097067721468877,0.05,0.33,0.12,0.14,0.33,0.03,1.0,1.016,1.017,0.988,1.016,1.014
7299.22539717152,0.0131019162562753,0.13,0.03,0.38,0.35,0.04,0.07,1.0,1.015,1.005,1.039,0.978,1.011
7170.697813295655,-0.0177652586418492,0.32,0.2,0.08,0.13,0.19,0.08,1.0,0.974,0.983,0.967,0.984,0.978
7260.988887784247,0.0125130560935764,0.16,0.07,0.31,0.27,0.12,0.07,1.0,1.022,1.017,1.028,0.992,1.01
7120.588576729363,-0.0195256427212295,0.28,0.14,0.16,0.11,0.08,0.24,1.0,0.976,0.993,0.963,0.961,0.973
7142.3709224338045,0.0030543959183621,0.29,0.17,0.11,0.26,0.09,0.07,1.0,0.995,1.0,1.008,1.036,0.994
7014.790903304935,-0.0180238771705698,0.08,0.33,0.09,0.3,0.19,0.02,1.0,1.001,0.986,0.98,0.947,0.99
7052.571548265514,0.0053714029090769,0.03,0.08,0.06,0.06,0.44,0.32,1.0,0.995,1.001,1.029,1.006,1.012
7108.301557451287,0.0078710255348989,0.12,0.05,0.33,0.32,0.07,0.1,1.0,1.053,1.019,0.995,1.027,1.016
6970.782066989174,-0.0195359112590695,0.15,0.02,0.15,0.25,0.32,0.11,1.0,0.98,0.968,0.991,0.972,0.987
6970.357735701695,-6.087469082388884e-05,0.17,0.17,0.05,0.16,0.06,0.39,1.0,1.006,1.001,1.001,1.005,1.002
6839.310993031323,-0.0189795539724672,0.11,0.14,0.17,0.28,0.24,0.06,1.0,0.934,0.977,0.997,0.991,0.987
6763.250323800767,-0.0111834029180381,0.24,0.27,0.08,0.04,0.07,0.3,1.0,1.007,0.996,0.962,0.964,0.978
7045.6300944717605,0.0409039882555715,0.17,0.43,0.17,0.05,0.05,0.13,1.0,1.035,1.055,1.002,1.177,1.074
7034.968920518794,-0.0015143071653273,0.08,0.05,0.54,0.03,0.06,0.24,1.0,0.991,1.005,1.0,0.976,0.999
6867.298615931469,-0.0241224583807683,0.1,0.25,0.19,0.11,0.21,0.14,1.0,0.98,0.981,0.971,0.961,0.987
6828.341315067984,-0.0056890230950485,0.33,0.03,0.23,0.11,0.22,0.07,1.0,1.02,1.0,0.975,0.984,1.013
6837.896658929265,0.0013983870962256,0.1,0.07,0.09,0.33,0.11,0.31,1.0,1.003,0.981,1.022,1.002,0.991
6619.569477490141,-0.0324498441179207,0.24,0.1,0.21,0.09,0.24,0.12,1.0,0.973,0.917,0.966,0.984,0.971
6436.166790813812,-0.0280971901368919,0.14,0.17,0.19,0.11,0.17,0.23,1.0,1.011,0.946,0.975,0.976,0.947
6414.222550962554,-0.0034153457297649,0.11,0.57,0.04,0.07,0.1,0.12,1.0,1.0,0.985,1.005,0.979,1.008
6473.43717128777,0.00918941658934,0.05,0.14,0.15,0.08,0.27,0.31,1.0,0.992,1.023,1.006,1.002,1.027
6380.468097635345,-0.0144657507444556,0.07,0.29,0.23,0.12,0.07,0.23,1.0,0.994,0.992,0.98,0.975,0.976
6498.731414737705,0.0183655266900048,0.06,0.11,0.43,0.03,0.3,0.07,1.0,1.003,1.023,1.005,1.028,1.028
6761.292211345266,0.0396070364208198,0.02,0.21,0.34,0.26,0.07,0.1,1.0,1.028,1.029,1.089,1.036,1.01
6866.291987297061,0.0154101933705345,0.15,0.4,0.17,0.05,0.09,0.14,1.0,1.015,1.038,1.001,1.028,1.013
6813.877014639303,-0.0076629505289828,0.24,0.23,0.11,0.12,0.22,0.08,1.0,0.981,0.984,1.002,1.002,0.989
6804.627859777808,-0.0013583218376572,0.05,0.23,0.26,0.08,0.24,0.14,1.0,0.998,1.004,1.011,0.989,1.004
6967.3034532343645,0.0236253225806516,0.04,0.06,0.4,0.37,0.08,0.06,1.0,1.009,1.036,1.023,1.015,1.021
6810.401796922792,-0.0227771514584848,0.13,0.08,0.19,0.26,0.27,0.08,1.0,0.977,0.991,0.973,0.964,0.988
6806.800119482327,-0.0005289893689706,0.1,0.19,0.14,0.08,0.06,0.43,1.0,1.015,1.004,1.004,0.996,0.996
6843.378273391848,0.0053593792563573,0.06,0.07,0.1,0.37,0.09,0.3,1.0,1.007,1.039,0.992,0.996,1.02
6835.855231132044,-0.0010999217194123,0.24,0.07,0.05,0.24,0.08,0.31,1.0,1.002,0.999,1.004,1.009,0.993
6822.7702369165,-0.0019160051279176,0.09,0.04,0.23,0.09,0.42,0.12,1.0,1.0,1.001,1.0,1.0,1.0
6803.12743230912,-0.0028831595086251,0.29,0.28,0.11,0.15,0.12,0.05,1.0,0.997,0.982,1.028,0.981,0.995
6954.066916146976,0.0219442332547991,0.25,0.1,0.14,0.2,0.21,0.1,1.0,1.04,1.038,1.03,1.023,1.031
6953.571433151271,-7.125336214105193e-05,0.17,0.24,0.21,0.08,0.07,0.22,1.0,1.002,1.0,1.006,1.018,0.995
6927.532798736738,-0.0037516705473512,0.29,0.07,0.12,0.22,0.07,0.23,1.0,1.007,0.987,0.997,1.005,0.995
6921.633425844122,-0.0008519463415733,0.11,0.1,0.49,0.05,0.12,0.13,1.0,1.015,0.988,1.017,1.037,1.0
6854.267869232914,-0.0097802811081313,0.15,0.09,0.08,0.08,0.24,0.36,1.0,0.989,0.988,1.009,1.013,0.973
6700.424375858718,-0.0227006407930727,0.13,0.05,0.13,0.4,0.26,0.03,1.0,0.992,0.991,0.975,0.967,0.982
6747.535622667821,0.007006481212232,0.11,0.4,0.06,0.2,0.12,0.11,1.0,1.001,1.011,1.019,1.037,1.001
6740.897514149932,-0.0009842668880013,0.16,0.12,0.07,0.29,0.21,0.16,1.0,1.0,0.995,0.994,1.016,0.993
6850.570487668528,0.0161388532819421,0.05,0.1,0.43,0.15,0.08,0.19,1.0,1.011,1.014,1.028,1.04,1.02
6846.350141784937,-0.0006162474225157,0.18,0.23,0.16,0.1,0.22,0.11,1.0,1.003,1.012,0.991,0.999,0.998
6839.229632019664,-0.0010405858612464,0.44,0.06,0.12,0.12,0.08,0.19,1.0,1.02,0.998,0.985,0.998,1.006
6976.590626353686,0.019885250103908,0.06,0.13,0.16,0.23,0.31,0.1,1.0,1.013,1.015,1.018,1.04,1.006
7062.214524441204,0.0121983258397643,0.04,0.14,0.41,0.23,0.09,0.08,1.0,0.998,1.02,1.01,1.023,1.011
7188.863184370478,0.0177743742368196,0.08,0.12,0.33,0.13,0.14,0.2,1.0,1.001,1.038,1.027,1.007,1.009
7177.734542237838,-0.0015492386673968,0.11,0.4,0.15,0.06,0.04,0.25,1.0,1.0,0.99,1.024,1.008,1.0
7123.592224516135,-0.0075716857982944,0.21,0.02,0.06,0.08,0.39,0.24,1.0,1.008,1.001,1.001,0.992,0.989
7070.433164662239,-0.0074903780908171,0.26,0.18,0.29,0.09,0.09,0.09,1.0,0.994,0.996,0.979,0.974,1.013
7040.334005752166,-0.0042661329744399,0.11,0.17,0.11,0.04,0.52,0.06,1.0,0.996,1.004,0.991,0.996,1.003
7042.105408189846,0.0002515760792506,0.09,0.21,0.12,0.13,0.37,0.08,1.0,0.995,0.999,1.008,1.003,0.999
7122.107783411657,0.0112965294869402,0.27,0.19,0.19,0.05,0.06,0.24,1.0,1.024,1.009,1.021,1.024,1.018
7165.5848261779865,0.0060859619743413,0.25,0.1,0.26,0.19,0.05,0.14,1.0,1.017,1.006,1.01,0.986,1.019
7137.0775278583305,-0.0039862978463405,0.18,0.05,0.1,0.09,0.07,0.51,1.0,0.995,1.0,1.002,0.997,0.996
7101.0300886155965,-0.0050635263102308,0.29,0.12,0.11,0.07,0.26,0.15,1.0,1.009,1.014,0.996,0.969,1.015
7144.621608762984,0.0061199946665745,0.06,0.18,0.09,0.27,0.15,0.25,1.0,1.01,0.993,1.004,1.028,1.003
7087.41823340921,-0.0080387188390074,0.25,0.16,0.36,0.1,0.04,0.09,1.0,0.988,0.997,0.978,1.003,0.989
7144.063030890289,0.0079605341933153,0.04,0.05,0.1,0.31,0.46,0.04,1.0,1.01,1.013,1.018,1.006,1.016
7021.794308496264,-0.0172628815696257,0.16,0.4,0.04,0.18,0.08,0.14,1.0,0.978,0.983,0.986,0.979,0.992
7040.624346521026,0.0026780669443652,0.27,0.22,0.12,0.22,0.1,0.08,1.0,1.001,1.003,0.998,1.03,1.006
7016.565097435292,-0.0034230558923782,0.31,0.06,0.23,0.04,0.05,0.3,1.0,1.003,0.988,1.003,1.035,0.997
7064.46345450441,0.0068032731612405,0.34,0.23,0.25,0.03,0.08,0.07,1.0,1.013,1.005,1.002,1.037,1.009
7131.87320277342,0.0094968521157529,0.23,0.13,0.11,0.17,0.14,0.21,1.0,1.014,1.012,1.023,1.005,1.015
7104.731636406099,-0.0038129314618096,0.26,0.14,0.11,0.15,0.23,0.1,1.0,1.001,0.999,1.0,0.983,1.008
7081.154747524908,-0.0033239954066185,0.07,0.1,0.53,0.17,0.06,0.08,1.0,0.98,1.008,0.992,0.966,0.997
7079.190044279272,-0.0002774937033144,0.08,0.05,0.11,0.66,0.03,0.08,1.0,0.978,1.015,1.001,0.993,1.017
7091.509876327729,0.0017387758150834,0.16,0.05,0.04,0.12,0.51,0.12,1.0,0.995,1.0,1.006,1.01,0.991
7117.735400601406,0.0036913366672978,0.17,0.2,0.38,0.07,0.1,0.08,1.0,1.002,0.998,1.022,1.044,1.005
7049.705958677435,-0.0096037051528853,0.15,0.29,0.07,0.39,0.04,0.06,1.0,0.989,1.0,0.995,0.946,0.996
7019.444033281832,-0.00430189060213,0.07,0.12,0.1,0.02,0.52,0.17,1.0,0.997,0.984,0.989,1.008,0.979
6903.358673489612,-0.0166759599174567,0.11,0.1,0.08,0.13,0.3,0.27,1.0,0.994,1.011,0.987,0.965,0.988
6914.273366784829,0.0015798214243236,0.03,0.08,0.04,0.09,0.25,0.5,1.0,0.993,1.004,0.997,1.003,1.005
6855.257255109684,-0.0085720384622866,0.42,0.11,0.05,0.08,0.05,0.29,1.0,0.937,0.995,0.988,0.994,1.003
6696.770969694149,-0.0233903750053903,0.16,0.19,0.38,0.15,0.09,0.04,1.0,0.969,0.979,0.984,0.947,0.986
6670.60504114256,-0.0039148987728875,0.07,0.09,0.21,0.11,0.25,0.28,1.0,0.989,1.006,1.007,0.993,0.994
6727.656003073291,0.0085162255831572,0.13,0.21,0.09,0.13,0.26,0.18,1.0,0.999,1.007,0.996,1.026,1.016
6642.925500164649,-0.0126743383802699,0.06,0.07,0.41,0.19,0.03,0.24,1.0,1.016,0.987,0.991,0.976,0.984
6581.760153011867,-0.0092502438093304,0.11,0.27,0.31,0.05,0.17,0.08,1.0,0.99,0.992,0.999,0.989,0.998
6625.953084758005,0.006692013352339,0.24,0.18,0.08,0.21,0.11,0.19,1.0,0.99,1.006,1.04,1.005,1.004
6630.33567605417,0.0006612094131189,0.28,0.18,0.15,0.2,0.1,0.09,1.0,0.994,1.009,1.005,0.995,1.005
6640.655110126689,0.0015551869967617,0.08,0.12,0.07,0.31,0.28,0.13,1.0,1.001,1.003,1.003,1.003,1.006
6690.8777732830495,0.0075344525167407,0.28,0.11,0.22,0.16,0.02,0.22,1.0,1.007,1.02,1.004,1.035,1.013
6620.976195808631,-0.0105022516220129,0.1,0.23,0.11,0.17,0.16,0.23,1.0,0.99,0.996,1.001,0.992,0.976
6626.013985307151,0.0007605938666077,0.21,0.05,0.35,0.15,0.08,0.16,1.0,0.977,0.999,0.992,1.052,1.008
6572.535222630306,-0.0081037778473877,0.2,0.3,0.07,0.27,0.09,0.06,1.0,1.002,1.0,0.975,1.011,0.986
6692.945132775208,0.0181543696828553,0.04,0.2,0.13,0.2,0.05,0.38,1.0,1.037,1.013,1.028,1.009,1.013
6608.83706602818,-0.0126463035449204,0.04,0.25,0.58,0.03,0.03,0.07,1.0,0.996,0.987,1.001,0.983,0.987
6615.469949803831,0.0010031352605353,0.11,0.06,0.2,0.37,0.03,0.23,1.0,1.011,1.008,0.996,1.033,1.008
6537.32100954483,-0.0118833881186168,0.05,0.45,0.14,0.04,0.19,0.12,1.0,0.996,0.992,0.991,0.974,0.993
6593.985074332557,0.0086304311453568,0.06,0.13,0.08,0.07,0.35,0.3,1.0,1.011,1.01,1.006,1.013,1.01
6592.578030462735,-0.0002134057015433,0.15,0.19,0.11,0.36,0.05,0.15,1.0,1.013,0.997,1.003,0.994,0.994
6706.53377576101,0.0171377661968273,0.29,0.25,0.18,0.19,0.04,0.05,1.0,1.015,1.031,1.027,1.06,1.028
6705.110934743981,-0.000212179945574,0.06,0.38,0.08,0.08,0.31,0.09,1.0,1.018,1.0,0.932,1.002,0.996
6716.402642140573,0.0016826284153474,0.23,0.06,0.18,0.08,0.16,0.28,1.0,1.008,0.998,1.037,1.005,0.999
6740.929658795355,0.003645156895019,0.09,0.1,0.05,0.17,0.53,0.06,1.0,0.999,1.008,1.033,0.999,1.008
6708.2944944964,-0.004853102005073,0.2,0.29,0.02,0.12,0.16,0.21,1.0,0.995,0.993,1.013,0.994,0.991
6628.120390801924,-0.0120234816087933,0.11,0.12,0.11,0.17,0.15,0.35,1.0,0.986,1.006,0.935,1.0,1.004
6630.021630034783,0.0002868032704587,0.33,0.21,0.08,0.17,0.08,0.12,1.0,0.992,1.001,1.008,1.005,1.009
6579.511527292079,-0.0076475600333831,0.19,0.18,0.39,0.11,0.07,0.07,1.0,1.002,0.985,0.991,0.998,1.0
6673.555810561622,0.0141923163015036,0.09,0.08,0.06,0.4,0.25,0.12,1.0,1.007,1.004,1.019,1.03,1.008
6667.213656904144,-0.0009507928535491,0.13,0.42,0.11,0.07,0.1,0.17,1.0,1.004,0.994,0.997,1.003,1.001
6692.61642282631,0.0038028622197463,0.13,0.04,0.01,0.22,0.36,0.25,1.0,0.999,1.002,0.997,1.01,1.013
6646.674562871366,-0.0068882284158864,0.07,0.08,0.26,0.24,0.27,0.08,1.0,1.007,0.994,0.999,0.986,0.995
6573.581800590182,-0.0110578047891357,0.27,0.21,0.2,0.05,0.08,0.18,1.0,0.992,0.99,0.979,0.974,0.987
6510.322941371743,-0.0096697971107916,0.2,0.43,0.24,0.06,0.04,0.02,1.0,0.985,0.999,0.994,0.982,0.978
6543.778574692655,0.0051257003827471,0.08,0.13,0.19,0.16,0.35,0.09,1.0,1.001,1.0,1.031,1.005,1.002
6543.214522940329,-8.620035916075518e-05,0.18,0.3,0.04,0.21,0.13,0.15,1.0,0.997,1.0,1.008,1.012,0.995
6530.495584637007,-0.0019457280620937,0.08,0.15,0.25,0.02,0.27,0.22,1.0,1.004,1.002,0.998,0.994,1.002
6464.13755660899,-0.0102132325127669,0.13,0.1,0.28,0.1,0.29,0.1,1.0,0.977,0.983,0.984,1.003,0.983
6496.615404329088,0.0050117328519503,0.24,0.06,0.09,0.11,0.06,0.45,1.0,0.998,1.025,1.015,1.022,1.005
6550.0306457139495,0.0081883941108548,0.18,0.12,0.31,0.13,0.15,0.11,1.0,1.009,1.018,1.006,1.019,1.0
6344.107644766367,-0.0319432762181431,0.05,0.13,0.45,0.06,0.24,0.06,1.0,0.996,0.943,1.001,0.984,0.99
6390.253668171812,0.007247513127955,0.12,0.1,0.12,0.4,0.23,0.03,1.0,1.006,1.023,1.005,1.014,1.022
6243.443113005485,-0.0232421541444005,0.48,0.08,0.14,0.03,0.21,0.06,1.0,0.972,0.958,0.964,0.952,0.959
6142.281864124465,-0.0163354989100189,0.32,0.07,0.04,0.06,0.07,0.43,1.0,0.985,0.985,0.973,0.981,0.977
6251.868305361639,0.0176840357092814,0.14,0.33,0.08,0.21,0.08,0.15,1.0,1.017,1.018,1.028,1.038,1.025
6388.589507404377,0.0216331617226724,0.12,0.15,0.17,0.06,0.31,0.19,1.0,1.009,1.021,1.023,1.043,1.021
6416.165247813611,0.0043071161559503,0.16,0.17,0.27,0.11,0.21,0.09,1.0,1.013,1.015,1.019,1.0,0.967
6409.283837454826,-0.0010730869497624,0.18,0.05,0.16,0.4,0.09,0.12,1.0,1.003,0.995,1.002,1.001,1.004
6359.218254184328,-0.0078420850762179,0.04,0.09,0.06,0.44,0.29,0.08,1.0,0.991,0.994,0.991,0.993,1.003
6379.740438587299,0.003221959133606,0.16,0.25,0.13,0.21,0.15,0.1,1.0,1.006,1.005,0.996,1.031,0.992
6390.519348973674,0.0016881274344414,0.45,0.16,0.12,0.14,0.05,0.09,1.0,1.004,1.0,1.009,1.0,1.006
6442.575831384061,0.0081128936089253,0.31,0.21,0.13,0.11,0.11,0.13,1.0,1.008,1.017,0.995,1.017,1.026
6477.691719759746,0.0054357968522449,0.19,0.14,0.32,0.04,0.17,0.13,1.0,1.003,1.004,1.031,1.02,1.001
6486.552465957771,0.001366951663487,0.08,0.14,0.09,0.07,0.19,0.43,1.0,1.005,1.004,1.003,0.98,1.013
6415.200494498167,-0.0110609308882434,0.22,0.02,0.32,0.11,0.2,0.13,1.0,0.994,0.998,0.986,0.966,1.0
6492.175666512,0.0119274566138292,0.03,0.36,0.03,0.45,0.01,0.11,1.0,1.02,1.004,1.015,1.017,1.009
6477.103798526623,-0.0023242424239507,0.09,0.16,0.11,0.05,0.24,0.36,1.0,1.0,1.001,0.994,1.0,1.002
6507.839729943315,0.0047340966486166,0.33,0.05,0.16,0.38,0.03,0.04,1.0,1.011,1.0,1.017,1.009,1.0
6508.581829809673,0.0001140251740855,0.11,0.11,0.12,0.12,0.13,0.41,1.0,1.0,1.0,1.001,0.999,1.005
6535.633207946972,0.0041476496422953,0.1,0.26,0.28,0.07,0.14,0.14,1.0,1.001,1.006,1.02,1.008,1.008
6482.343591280879,-0.0081871269476543,0.33,0.07,0.14,0.18,0.12,0.16,1.0,0.995,0.979,0.997,0.983,0.993
6530.85956847712,0.0074564580889314,0.07,0.13,0.26,0.22,0.1,0.22,1.0,0.992,1.018,1.004,1.007,1.014
6465.559108629428,-0.0100490775180564,0.15,0.06,0.41,0.16,0.06,0.16,1.0,0.987,0.992,0.985,0.988,0.988
6474.346896940439,0.0013582462899232,0.18,0.2,0.14,0.13,0.29,0.06,1.0,0.993,1.006,1.005,1.012,0.994
6591.315594915724,0.0179052264693479,0.05,0.3,0.42,0.07,0.09,0.07,1.0,1.065,1.0,0.994,1.006,1.001
6640.59126775688,0.0074480422425642,0.05,0.36,0.05,0.04,0.12,0.37,1.0,1.014,1.005,1.0,1.01,1.008
6629.21567145333,-0.0017145086047213,0.09,0.45,0.1,0.15,0.05,0.16,1.0,0.999,0.994,0.992,1.089,0.986
6621.366215491749,-0.001184771649537,0.58,0.02,0.2,0.1,0.07,0.03,1.0,1.018,0.999,1.023,0.973,1.003
6578.869287504006,-0.0064388358525801,0.11,0.16,0.11,0.09,0.2,0.33,1.0,0.985,0.983,0.994,1.0,1.0
6573.392625326769,-0.0008328092202044,0.42,0.11,0.04,0.23,0.17,0.04,1.0,1.013,1.006,0.998,0.995,1.005
6608.8016015370895,0.0053722560543155,0.09,0.18,0.22,0.24,0.25,0.02,1.0,1.001,1.004,1.013,1.008,1.01
6606.331927063343,-0.0003737645930179,0.26,0.07,0.02,0.48,0.04,0.14,1.0,1.015,1.02,0.998,1.004,1.008
6604.1553677916245,-0.0003295199098766,0.21,0.05,0.14,0.4,0.08,0.12,1.0,1.008,0.994,1.005,0.987,0.998
6632.188537085698,0.0042357937221427,0.01,0.07,0.35,0.38,0.14,0.05,1.0,1.004,1.004,1.003,1.017,1.001
6663.861571954296,0.0047642863135278,0.18,0.22,0.1,0.3,0.03,0.17,1.0,0.993,1.018,1.025,1.0,0.995
6709.220620435212,0.0067836601574405,0.08,0.39,0.14,0.1,0.06,0.22,1.0,0.999,1.01,1.051,1.006,1.006
6860.742207255429,0.0223328370724011,0.05,0.16,0.18,0.36,0.04,0.21,1.0,1.002,0.994,1.071,0.993,0.999
6867.732190161602,0.0010183190510264,0.26,0.28,0.23,0.1,0.07,0.06,1.0,1.012,0.999,0.989,0.998,1.011
6837.830469522934,-0.0043634499107306,0.1,0.02,0.13,0.28,0.18,0.3,1.0,0.999,0.997,0.995,1.001,0.999
6807.844709660998,-0.0043949174714332,0.06,0.39,0.07,0.26,0.18,0.03,1.0,0.999,0.991,1.004,0.987,1.0
6844.884584583758,0.0054260162932535,0.16,0.18,0.11,0.15,0.29,0.1,1.0,0.999,1.01,1.0,1.023,0.993
6818.022042843458,-0.0039321905778125,0.14,0.06,0.15,0.2,0.25,0.2,1.0,1.003,0.997,0.999,0.989,1.002
6800.796103953805,-0.0025297273067973,0.14,0.28,0.12,0.13,0.14,0.18,1.0,0.992,0.999,0.988,1.009,1.007
6816.926339308587,0.0023690074409761,0.19,0.2,0.26,0.14,0.1,0.1,1.0,1.003,1.009,1.001,1.003,0.997
6746.304692309433,-0.0104137848951112,0.09,0.2,0.14,0.39,0.1,0.07,1.0,0.992,1.0,0.98,1.004,0.994
6748.977795166939,0.0003961536773974,0.1,0.12,0.27,0.06,0.24,0.2,1.0,0.996,1.005,1.001,1.006,1.0
6744.18676592852,-0.0007101417044267,0.04,0.11,0.42,0.08,0.26,0.09,1.0,0.994,1.004,1.012,0.992,1.003
6727.293204282675,-0.0025080496780877,0.07,0.22,0.14,0.11,0.17,0.29,1.0,0.999,1.002,0.998,0.99,1.004
6707.9689344899925,-0.0028766514443818,0.04,0.15,0.11,0.14,0.36,0.21,1.0,0.992,0.997,1.012,0.992,1.004
6710.00463182789,0.0003034284340261,0.12,0.14,0.14,0.28,0.16,0.17,1.0,1.001,1.003,1.012,0.987,0.997
6723.403286722441,0.0019948265427406,0.24,0.13,0.38,0.07,0.09,0.09,1.0,1.006,1.006,1.002,0.999,1.005
6788.293013737123,0.0096050450584423,0.06,0.1,0.36,0.07,0.32,0.08,1.0,1.009,1.007,1.019,1.016,1.009
6864.048498140036,0.0110979148686909,0.12,0.1,0.37,0.19,0.1,0.12,1.0,1.0,0.999,1.046,1.027,1.006
