State,Action
[[[[1.0 1.0 1.0 1.0 ]] [[0.93688482 0.94197893 0.93118632 0.93990675]] [[0.97367654 0.97795046 0.97056824 0.97445362]] [[1.08928368 1.10044414 1.07903428 1.09862202]] [[1.17766679 1.18159115 1.17053157 1.17623974]] [[1.03896437 1.03922071 1.02486542 1.02973597]]]],[[0.11465385 0.2730661 0.03355331 0.17294355 0.11867215 0.28711107]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93982041 0.94387843 0.9370575 0.93757555]] [[0.98241865 0.98377853 0.97367654 0.9758135 ]] [[1.09087803 1.09873591 1.08655051 1.08860039]] [[1.18159115 1.18943989 1.17838031 1.18373172]] [[1.03563189 1.04793643 1.03563189 1.04293771]]]],[[0.21128954 0.15423207 0.33802554 0.16366215 0.05318689 0.07960375]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93274046 0.938957 0.92971853 0.93731653]] [[0.98241865 0.98610976 0.9780476 0.98105877]] [[1.06912652 1.09668603 1.06548229 1.08962533]] [[1.18622904 1.19871566 1.18337496 1.19693186]] [[1.0290951 1.03793899 1.02781338 1.03563189]]]],[[0.24695513 0.2049525 0.09856405 0.20748939 0.0403896 0.2016493 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.92876878 0.93144535 0.92108444 0.92721464]] [[0.98776105 0.98873239 0.98018456 0.98251578]] [[1.06980982 1.07835099 1.06047147 1.06764605]] [[1.19300749 1.1947913 1.1883696 1.19158045]] [[1.02947962 1.03204307 1.02537811 1.0290951 ]]]],[[0.13663965 0.20522287 0.15324888 0.04191916 0.23578908 0.2271804 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9233293 0.93204973 0.91788983 0.92738733]] [[0.99135503 0.99805731 0.98183584 0.98766391]] [[1.08256463 1.08700604 1.07140417 1.07220134]] [[1.18373172 1.20228327 1.17945059 1.19193721]] [[1.03268393 1.03998975 1.02755704 1.03332479]]]],[[0.30489343 0.19958086 0.18597956 0.14470965 0.10383263 0.06100383]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.92229321 0.92764635 0.91771715 0.9205664 ]] [[0.99368626 0.99737737 0.98494415 0.9893152 ]] [[1.08051475 1.08370345 1.07288464 1.07732604]] [[1.17195862 1.17552622 1.1648234 1.16803425]] [[1.0365291 1.03806716 1.03229941 1.03229941]]]],[[0.0929179 0.45368665 0.06175784 0.13115218 0.23937482 0.02111055]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.91521326 0.91953031 0.91089622 0.91348644]] [[0.99077222 0.99456047 0.98601263 0.99164643]] [[1.09326956 1.10101355 1.08381733 1.08586721]] [[1.16268284 1.16767749 1.15947199 1.16446664]] [[1.04037426 1.04063061 1.03460651 1.03819533]]]],[[0.18039767 0.34146747 0.03751777 0.10937705 0.211619  0.11962107]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.91607667 0.92013469 0.91210499 0.91227767]] [[0.99378339 0.99660029 0.98601263 0.98746965]] [[1.10682155 1.10693543 1.09338344 1.09486391]] [[1.14734213 1.15804495 1.14163396 1.15804495]] [[1.03691361 1.04075878 1.03447834 1.03755447]]]],[[0.35271034 0.18525793 0.09148014 0.11442835 0.15112339 0.10499986]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.92151615 0.92212053 0.91193231 0.91642203]] [[0.99951433 1.00019427 0.98892666 0.99300631]] [[1.10944084 1.11604601 1.10477167 1.10807425]] [[1.14662861 1.14841242 1.13449875 1.14163396]] [[1.0420405 1.04524481 1.03781082 1.03998975]]]],[[0.07131225 0.23778479 0.34746337 0.09646838 0.09946106 0.14751007]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93015023 0.93248144 0.92229321 0.92989121]] [[1.00602234 1.01175328 0.99990287 1.00524526]] [[1.13028129 1.13506434 1.11570436 1.11570436]] [[1.16446664 1.17124509 1.16054228 1.16054228]] [[1.05101256 1.05280697 1.04460395 1.04550115]]]],[[0.08730078 0.21385543 0.3428061 0.18451193 0.03502169 0.13650401]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.92989121 0.93507166 0.92825073 0.93161803]] [[1.0053424 1.00767363 1.00135988 1.00369111]] [[1.18186995 1.18779182 1.14394716 1.14394716]] [[1.19586158 1.19621834 1.18052087 1.18408848]] [[1.05780569 1.05780569 1.04857729 1.05101256]]]],[[0.6027343 0.17619868 0.07553158 0.09637524 0.03240561 0.01675467]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93558971 0.93904334 0.92445174 0.93101364]] [[1.00048567 1.00543953 0.99640602 1.005051 ]] [[1.16524314 1.18437536 1.16455985 1.18255324]] [[1.19300749 1.20799144 1.19229397 1.20692116]] [[1.06690592 1.06716227 1.05562676 1.05716483]]]],[[0.43767467 0.0978066 0.22378018 0.09157918 0.08075769 0.06840168]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9110689 0.92617855 0.90865136 0.92600587]] [[0.98960661 1.00019427 0.98708111 0.99825158]] [[1.16809019 1.18186995 1.15738526 1.16080173]] [[1.18159115 1.19300749 1.17909383 1.19051017]] [[1.06344527 1.07190464 1.05857472 1.06408613]]]],[[0.17402445 0.54115474 0.03537982 0.03727209 0.15674286 0.05542606]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.89043343 0.91279572 0.89043343 0.9034709 ]] [[0.96532297 0.98377853 0.96532297 0.98076736]] [[1.13449493 1.16399043 1.12800364 1.15932126]] [[1.15768819 1.17516946 1.15768819 1.17374242]] [[1.04242502 1.06139451 1.04242502 1.05613945]]]],[[0.29814133 0.47194993 0.07794363 0.05345104 0.08626055 0.01225354]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.91037817 0.91279572 0.88525298 0.88628907]] [[0.97445362 0.97620204 0.96163186 0.96338028]] [[1.14793304 1.15453821 1.10465778 1.10898531]] [[1.16553692 1.16803425 1.14484481 1.14627185]] [[1.06344527 1.06549603 1.04050244 1.04255319]]]],[[0.10317458 0.18602626 0.2008552 0.20241368 0.15174317 0.15578716]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93204973 0.93930237 0.92591953 0.92825073]] [[0.95939777 0.97056824 0.95065566 0.97056824]] [[1.14201116 1.15579091 1.12561212 1.14314998]] [[1.14734213 1.15982875 1.14591509 1.15875847]] [[1.04960267 1.05665214 1.04614201 1.05626762]]]],[[0.28893584 0.2710649 0.14305188 0.08878048 0.1803176 0.02784935]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96503195 0.9759109 0.93766189 0.93878432]] [[0.95959203 0.96697426 0.956678 0.96114619]] [[1.1661542 1.16831796 1.13905022 1.13973352]] [[1.1494827 1.15661791 1.14698537 1.14698537]] [[1.04447578 1.05383235 1.04396309 1.04409126]]]],[[0.26782343 0.15550295 0.04173974 0.07027293 0.21306422 0.25159678]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99784148 0.99922293 0.97988258 0.98307719]] [[0.9676542 0.97173385 0.956678 0.96007771]] [[1.18950006 1.1898417 1.16763467 1.16865961]] [[1.15840171 1.16196932 1.13806636 1.14092044]] [[1.05114073 1.0526788 1.04063061 1.04357857]]]],[[0.13143688 0.18371823 0.33730346 0.1007544 0.22750376 0.01928328]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99222932 1.00267657 0.98463132 0.99395614]] [[0.96095192 0.96813987 0.95502671 0.96415736]] [[1.19166382 1.20020499 1.182781 1.18437536]] [[1.13414199 1.14341777 1.13093115 1.13699608]] [[1.05190977 1.05434504 1.04357857 1.04768008]]]],[[0.18145368 0.5320597 0.02898908 0.1366817 0.04315504 0.07766069]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98065964 1.00310827 0.9778104 0.99456052]] [[0.96823701 0.97338514 0.96182613 0.96367169]] [[1.17332878 1.20145769 1.16376267 1.1975857 ]] [[1.1377096 1.15090974 1.13699608 1.14484481]] [[1.05754935 1.06434248 1.05396052 1.05652397]]]],[[0.22690499 0.218171  0.3295161 0.12615125 0.03048499 0.0687717 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9805733 0.98532205 0.97142117 0.97608358]] [[0.97736765 0.98018456 0.96862555 0.97289947]] [[1.15533538 1.18130054 1.14941351 1.17230384]] [[1.15804495 1.16839101 1.15483411 1.16268284]] [[1.05716483 1.06677775 1.05511407 1.06344527]]]],[[0.04659128 0.13827394 0.5292638 0.08820899 0.10778686 0.08987509]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98040062 0.98419962 0.97081678 0.98299085]] [[1.04691598 1.0511899 1.02768334 1.0348713 ]] [[1.20715181 1.20931557 1.16399043 1.16683749]] [[1.19265073 1.1965751 1.18052087 1.18551552]] [[1.06664958 1.06703409 1.05447321 1.06280441]]]],[[0.01652804 0.7160202 0.07392505 0.11101299 0.06454861 0.01796506]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9896391 0.992402 0.98428596 0.98730789]] [[1.04827586 1.05390966 1.03943662 1.04380767]] [[1.24541624 1.24997153 1.22400638 1.22503132]] [[1.20977524 1.21905102 1.20513735 1.21120228]] [[1.06844399 1.0739554 1.06639323 1.06921302]]]],[[0.7561824 0.05369333 0.08214119 0.04380194 0.00788891 0.05629219]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97314799 0.99110689 0.96313245 0.98791228]] [[1.04390481 1.04905294 1.03729966 1.04137931]] [[1.22662567 1.23448354 1.21523744 1.23277531]] [[1.19871566 1.20585087 1.19693186 1.19978594]] [[1.05793386 1.06959754 1.05767752 1.06805947]]]],[[0.20565838 0.2639903 0.0364396 0.16004467 0.07176195 0.2621051 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97461578 0.97901917 0.96313245 0.96390951]] [[1.04186498 1.04487615 1.03477416 1.03846527]] [[1.2058991 1.21922332 1.19918005 1.21307368]] [[1.19372101 1.19728862 1.18801284 1.18872636]] [[1.04857729 1.05434504 1.04703922 1.05293514]]]],[[0.04788179 0.09102516 0.4954891 0.04418184 0.22474876 0.09667335]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97642894 0.97720601 0.96995338 0.97565187]] [[1.06556581 1.06614862 1.03681399 1.03924235]] [[1.23288919 1.23550848 1.21136545 1.21307368]] [[1.19407777 1.19728862 1.18729932 1.18943989]] [[1.05306332 1.05588311 1.04460395 1.04832094]]]],[[0.41601995 0.0954747 0.03248434 0.253025  0.18487267 0.01812336]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98385426 0.98981178 0.97936453 0.98160939]] [[1.06352598 1.06546867 1.05701797 1.06342885]] [[1.23846942 1.25122423 1.22036215 1.23493907]] [[1.19800214 1.19942918 1.18872636 1.19407777]] [[1.06344527 1.06395796 1.05024353 1.05588311]]]],[[0.1434139 0.14820029 0.15489155 0.05416089 0.07716426 0.42216912]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96857192 0.98255914 0.96529097 0.97703333]] [[1.04711025 1.06430306 1.04468188 1.06362312]] [[1.2020271 1.21500968 1.19086664 1.2129598 ]] [[1.18587228 1.19407777 1.18444524 1.18801284]] [[1.04998718 1.06459882 1.04832094 1.06024096]]]],[[0.22735007 0.17831823 0.18200916 0.10457751 0.18971653 0.11802849]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97608358 0.97884649 0.96529097 0.97098947]] [[1.0542982 1.05721224 1.0436134 1.05050996]] [[1.20476028 1.21967885 1.20476028 1.21284592]] [[1.184802 1.19158045 1.1648234 1.16874777]] [[1.05998462 1.0642143 1.04691105 1.05306332]]]],[[0.11618055 0.24414779 0.1644245 0.06786464 0.12522283 0.28215966]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97150751 0.97608358 0.96943533 0.97314799]] [[1.05342399 1.05837785 1.05060709 1.05303545]] [[1.20009111 1.21045439 1.19553582 1.20088828]] [[1.18087763 1.18622904 1.17338566 1.17623974]] [[1.06203538 1.06523968 1.05485773 1.0563958 ]]]],[[0.3521285 0.07930337 0.06889311 0.03789073 0.2560529 0.2057314 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97565187 0.98696253 0.97245726 0.97616992]] [[1.05284119 1.05818358 1.04759592 1.05410393]] [[1.20088828 1.2097711 1.19633299 1.20635463]] [[1.16803425 1.18087763 1.16625045 1.18016411]] [[1.06036914 1.07062292 1.05844655 1.06741861]]]],[[0.20012398 0.21685137 0.07397614 0.0254308 0.12890449 0.35471323]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97608358 0.98135037 0.97297531 0.97910551]] [[1.0568237 1.06197183 1.05216124 1.05458961]] [[1.2180845 1.22366473 1.20327981 1.20567134]] [[1.17516946 1.18194791 1.17445594 1.17802355]] [[1.06831582 1.06959754 1.06254806 1.0633171 ]]]],[[0.1990024 0.3210293 0.072753  0.12439398 0.16036586 0.12245546]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98333621 0.98722155 0.9767743 0.98169573]] [[1.05449247 1.06138902 1.05041282 1.05604662]] [[1.21945109 1.22434802 1.20931557 1.2219565 ]] [[1.16732073 1.17017481 1.16196932 1.16553692]] [[1.06844399 1.06998206 1.06229172 1.06536785]]]],[[0.2592663 0.15607557 0.24295782 0.13646995 0.06426238 0.14096797]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98480401 0.98912105 0.98005526 0.98696253]] [[1.05526955 1.05944633 1.04516756 1.05944633]] [[1.20715181 1.22480355 1.20214099 1.21728732]] [[1.16054228 1.16410988 1.15269354 1.16196932]] [[1.06229172 1.07280185 1.05921559 1.07011023]]]],[[0.29073843 0.24725097 0.21457393 0.06561793 0.14964385 0.03217484]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00198584 1.0080297 0.9905025 0.99309273]] [[1.06109762 1.06974259 1.06022341 1.06022341]] [[1.23459743 1.24131648 1.21352921 1.2161485 ]] [[1.16767749 1.17766679 1.1630396 1.16625045]] [[1.06536785 1.07075109 1.06306075 1.06549603]]]],[[0.03921764 0.22792886 0.21009135 0.05540152 0.11983663 0.34752402]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00414436 1.02477983 1.00328095 1.01623208]] [[1.04293346 1.06070908 1.03972802 1.05876639]] [[1.19838287 1.22958661 1.19291652 1.22867555]] [[1.16946129 1.17516946 1.16767749 1.1730289 ]] [[1.05152525 1.06113817 1.04550115 1.05972827]]]],[[0.22603926 0.15990219 0.33870813 0.12627833 0.06256617 0.08650588]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01312381 1.01864963 1.0080297 1.01321015]] [[1.04953861 1.05313259 1.03759106 1.05313259]] [[1.18004783 1.19701629 1.15954903 1.19633299]] [[1.16660721 1.16946129 1.16339636 1.16839101]] [[1.05421687 1.05793386 1.04870546 1.0489618 ]]]],[[0.27524272 0.28210354 0.09863141 0.22555247 0.08483924 0.03363066]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01001554 1.01398722 0.99913659 1.00837506]] [[1.04915007 1.05031569 1.03477416 1.04060223]] [[1.16330714 1.16786243 1.12743423 1.1622822 ]] [[1.18694256 1.18765608 1.17017481 1.17409918]] [[1.04934632 1.0526788 1.03960523 1.04652653]]]],[[0.01773873 0.28321126 0.09900799 0.11432395 0.02099695 0.4647212 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.0156277 1.02029011 1.01131065 1.01778622]] [[1.04749879 1.05973774 1.04730452 1.05089849]] [[1.15989067 1.19234711 1.15055233 1.18745018]] [[1.17338566 1.18515876 1.17231538 1.184802 ]] [[1.05678031 1.06626506 1.05152525 1.05152525]]]],[[0.1904291 0.4533827 0.17297262 0.03892386 0.10146097 0.04283068]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01493697 1.01744086 1.00828872 1.01303747]] [[1.04409908 1.05177271 1.04312773 1.04905294]] [[1.17116502 1.1783396 1.1532855 1.15590479]] [[1.16981805 1.17552622 1.16732073 1.17124509]] [[1.05293514 1.05985645 1.05152525 1.05844655]]]],[[0.3496389 0.2104495 0.12313093 0.10319278 0.08325966 0.13032822]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01424624 1.02063547 1.01407356 1.02037645]] [[1.05313259 1.05701797 1.04915007 1.05332686]] [[1.17685913 1.1956497 1.17651748 1.18972782]] [[1.19514806 1.20121299 1.18801284 1.18979665]] [[1.04562933 1.05575493 1.04268136 1.04460395]]]],[[0.10848962 0.16121913 0.12209619 0.0778799 0.12630057 0.40401462]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01122431 1.01675013 0.98255914 1.01234674]] [[1.05284119 1.05769791 1.05050996 1.05692084]] [[1.18357818 1.19348594 1.18038948 1.18813347]] [[1.17409918 1.17980735 1.17374242 1.17838031]] [[1.06139451 1.06216355 1.04652653 1.04652653]]]],[[0.09910166 0.41207558 0.03093252 0.07580998 0.10612737 0.2759529 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01070627 1.01346918 1.00440338 1.00897945]] [[1.0590578 1.0624575 1.04468188 1.05303545]] [[1.18266712 1.19280264 1.17947842 1.186653 ]] [[1.16732073 1.17231538 1.16161256 1.16767749]] [[1.05742117 1.06511151 1.05319149 1.06447065]]]],[[0.19478877 0.12250943 0.09937405 0.17224392 0.3896978 0.02138608]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00673459 1.00941116 1.00397168 1.00854775]] [[1.0590578 1.06041768 1.04545896 1.0540068 ]] [[1.18369206 1.18369206 1.17014008 1.18095889]] [[1.14555833 1.14912594 1.1412772 1.14413129]] [[1.05549859 1.05793386 1.04562933 1.05126891]]]],[[0.07622682 0.11325358 0.08797634 0.5571672 0.08631509 0.07906089]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01580038 1.01657745 1.01018822 1.01105163]] [[1.07634774 1.07906751 1.0621661 1.06488587]] [[1.19006947 1.19918005 1.17925065 1.19553582]] [[1.14662861 1.15198002 1.14520157 1.1494827 ]] [[1.06600872 1.07139195 1.06011279 1.06729044]]]],[[0.08900685 0.19676377 0.30829346 0.1394225 0.07192639 0.19458695]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.02098083 1.02193058 1.01286479 1.01839061]] [[1.0590578 1.0759592 1.05828072 1.07586207]] [[1.18688077 1.19804123 1.18460312 1.19416923]] [[1.13628255 1.13877988 1.13200143 1.13592579]] [[1.05139708 1.06370161 1.04716739 1.05293514]]]],[[0.21004975 0.06169805 0.03892399 0.20563841 0.16847418 0.31521568]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99801416 0.99896391 0.97832844 0.98696253]] [[1.04876153 1.05701797 1.04507042 1.05624089]] [[1.17048172 1.18437536 1.16957066 1.18073112]] [[1.13592579 1.14413129 1.1295041 1.13057438]] [[1.04780825 1.05434504 1.0434504 1.04614201]]]],[[0.19951396 0.33553874 0.14895572 0.15874901 0.05241769 0.10482486]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98843032 1.00034536 0.98514937 0.99628734]] [[1.04001943 1.05546382 1.03632831 1.05361826]] [[1.16592643 1.18562806 1.15989067 1.17731466]] [[1.12486621 1.13556903 1.12415269 1.13235819]] [[1.04998718 1.05447321 1.04601384 1.05049987]]]],[[0.21910551 0.30734012 0.08196648 0.17001608 0.04879751 0.17277436]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98186842 0.99473321 0.97953721 0.98316353]] [[1.04516756 1.05216124 1.03982516 1.04011656]] [[1.16080173 1.17355654 1.15647421 1.16558479]] [[1.12343917 1.13057438 1.11844452 1.12272565]] [[1.05383235 1.06844399 1.05242246 1.05767752]]]],[[0.09838745 0.09984568 0.294135  0.12380072 0.13637917 0.247452 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98031428 0.9862718 0.97737869 0.98126403]] [[1.04429335 1.05186984 1.03972802 1.04924721]] [[1.15806856 1.17537866 1.15499374 1.16900125]] [[1.117731 1.12807706 1.11023903 1.1277203 ]] [[1.05754935 1.06254806 1.05562676 1.05665214]]]],[[0.4040686 0.17257789 0.257301  0.06399105 0.04477589 0.05728566]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9626144 0.98230012 0.95432568 0.97962355]] [[1.03807674 1.04876153 1.03001457 1.04701311]] [[1.15191892 1.15294386 1.12982576 1.14371939]] [[1.09632537 1.13556903 1.08383874 1.12665002]] [[1.04614201 1.05985645 1.04242502 1.05921559]]]],[[0.16107124 0.10366138 0.31655568 0.20374814 0.14749536 0.06746822]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96347781 0.97003972 0.96036954 0.96183733]] [[1.02855755 1.03885381 1.02544925 1.03788247]] [[1.121854 1.18551418 1.10807425 1.18266712]] [[1.11915804 1.13021762 1.11701748 1.12486621]] [[1.0328121 1.04306588 1.03204307 1.03678544]]]],[[0.30250508 0.08920698 0.02800498 0.34712327 0.0893561 0.14380352]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94828182 0.96235538 0.94586427 0.95821102]] [[1.04099077 1.05060709 1.03428849 1.0348713 ]] [[1.11319895 1.1308507 1.09850814 1.11650154]] [[1.12022833 1.1259365 1.11808776 1.12450945]] [[1.03370931 1.03986157 1.03229941 1.03499103]]]],[[0.37094933 0.23663673 0.07174917 0.14451867 0.11211627 0.06402982]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93973407 0.95190813 0.93343119 0.9370575 ]] [[1.03156872 1.0402137 1.02574065 1.02816901]] [[1.11114907 1.12504271 1.10089967 1.10351896]] [[1.09989297 1.10952551 1.09775241 1.09882269]] [[1.02999231 1.04127147 1.02960779 1.03370931]]]],[[0.03071438 0.05669077 0.6432599 0.09930172 0.01002691 0.16000639]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95328959 0.954153 0.9450872 0.95044034]] [[1.05546382 1.05847499 1.04293346 1.04575036]] [[1.13142011 1.14588316 1.12925635 1.13961963]] [[1.08455227 1.08883339 1.07920086 1.0824117 ]] [[1.05754935 1.05780569 1.04396309 1.04639836]]]],[[0.10029554 0.10829768 0.57297915 0.05590871 0.05866425 0.1038547 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95890174 0.96460024 0.94715939 0.95242618]] [[1.05284119 1.06032054 1.048373 1.05565809]] [[1.13711422 1.13870858 1.12014577 1.13187564]] [[1.09347128 1.10203354 1.0806279 1.08134142]] [[1.06229172 1.06588054 1.05293514 1.05601128]]]],[[0.21088451 0.16670318 0.25418365 0.19786815 0.04718199 0.12317856]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95734761 0.96114661 0.93291314 0.94871352]] [[1.04769305 1.04953861 1.01525012 1.02525498]] [[1.10089967 1.12265118 1.09099191 1.10898531]] [[1.07777381 1.08704959 1.06243311 1.06742776]] [[1.06690592 1.06767496 1.04101512 1.04857729]]]],[[0.20040143 0.13317345 0.07040966 0.24699208 0.20615284 0.14287053]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93066828 0.95916077 0.91374547 0.95916077]] [[1.0109762 1.05157844 0.98746965 1.04983001]] [[1.07436511 1.12174012 1.05022207 1.119918 ]] [[1.06457367 1.08312522 1.06029254 1.07634677]] [[1.04934632 1.07613432 1.04357857 1.06767496]]]],[[0.24533755 0.11188745 0.07329225 0.08066481 0.30858415 0.18023378]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93619409 0.93999309 0.91996201 0.92488344]] [[1.00709082 1.01476445 0.99679456 1.00650801]] [[1.058991 1.07151805 1.03746726 1.06889876]] [[1.07420621 1.07634677 1.06635747 1.07170888]] [[1.04947449 1.05908741 1.04486029 1.0457575 ]]]],[[0.18412183 0.29837865 0.14854811 0.15259925 0.18414573 0.0322063 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.91270938 0.93084096 0.89863581 0.92997755]] [[0.99485187 1.01495872 0.98853813 1.01136474]] [[1.02232092 1.0538663 1.00079718 1.05284136]] [[1.06992508 1.07777381 1.06671423 1.07563325]] [[1.0046142 1.05383235 0.9907716 1.05126891]]]],[[0.01092552 0.07320511 0.05351681 0.30621922 0.02596665 0.5301666 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9247971 0.92971853 0.91659472 0.92013469]] [[1.00689655 1.01758135 0.99611462 1.00184556]] [[1.03632844 1.06468512 1.03348138 1.03632844]] [[1.05636818 1.05993578 1.05208705 1.05387085]] [[1.00704947 1.01948218 0.99718021 1.00269162]]]],[[0.06613161 0.28013107 0.30151165 0.1547695 0.06054638 0.13690983]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94966327 0.95173545 0.92039371 0.92125712]] [[1.0109762 1.01408451 1.00009713 1.00641088]] [[1.05751053 1.06684888 1.04008655 1.04076984]] [[1.04780592 1.05458437 1.04495184 1.05458437]] [[1.02640349 1.02781338 1.00948475 1.00986926]]]],[[0.09235402 0.28443167 0.06941841 0.21848814 0.06199718 0.2733106 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94931791 0.95277154 0.93964773 0.94810913]] [[1.02778048 1.02894609 1.00514813 1.00796503]] [[1.07129029 1.08165357 1.06639335 1.07857875]] [[1.05957902 1.06100606 1.05244381 1.05565466]] [[1.03909254 1.04075878 1.02768521 1.02947962]]]],[[0.11503716 0.13180913 0.02840136 0.18617323 0.01892436 0.51965475]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95026766 0.95441202 0.94681402 0.94733207]] [[1.02010685 1.03739679 1.01719281 1.03147159]] [[1.06354629 1.0852978 1.05534677 1.0801731 ]] [[1.04102747 1.05101677 1.03960043 1.05066001]] [[1.03588823 1.04460395 1.03217124 1.04011792]]]],[[0.17517957 0.48803306 0.06835368 0.11991912 0.13087574 0.01763878]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96468658 0.96693145 0.94983595 0.9507857 ]] [[1.02622632 1.03098592 1.02127246 1.02535211]] [[1.06377406 1.07800934 1.05910489 1.07106252]] [[1.06171959 1.06243311 1.05672494 1.05779522]] [[1.04703922 1.04819277 1.03691361 1.0411433 ]]]],[[0.1105531 0.01002664 0.02886195 0.05637785 0.03359091 0.76058954]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96529097 0.9706441 0.96183733 0.96658608]] [[1.0219524 1.03312288 1.02030112 1.02816901]] [[1.06149641 1.07527616 1.060927 1.07322628]] [[1.07670353 1.07991438 1.07135212 1.07848733]] [[1.0244809 1.04703922 1.01589336 1.04703922]]]],[[0.026807  0.14985593 0.6331425 0.06891093 0.0348598 0.08642384]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96036954 0.96278708 0.95259886 0.96149197]] [[1.01223895 1.02535211 1.01000486 1.02389509]] [[1.05944653 1.06366018 1.04145314 1.05375242]] [[1.0724224 1.07349269 1.06600071 1.06956832]] [[1.0198667 1.02524994 1.01192002 1.02512176]]]],[[0.06770872 0.14863606 0.0606137 0.13049038 0.15273544 0.43981573]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96520463 0.96589535 0.95795199 0.95950613]] [[1.02010685 1.02020398 1.00922778 1.01185041]] [[1.05921877 1.06764605 1.05648559 1.06536841]] [[1.05244381 1.05387085 1.04923296 1.05280057]] [[1.02704435 1.03012048 1.02204563 1.02524994]]]],[[0.12961932 0.40415895 0.05482303 0.1373812 0.22571288 0.04830468]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96330513 0.97107581 0.96175099 0.96209636]] [[1.01505585 1.0213696 1.01107334 1.01806702]] [[1.06775994 1.09030862 1.05910489 1.05933265]] [[1.05494113 1.05565466 1.04923296 1.05351409]] [[1.01358626 1.02550628 1.01320174 1.02102025]]]],[[0.04062008 0.05949366 0.31306875 0.05602885 0.11947718 0.41131154]]
