,0,1,2,3
57,10402.505725233525,0.005002300888359862,"0.26,0.07,0.11,0.04,0.30,0.22","1.000,1.004,1.003,0.982,1.022,0.998"
58,10331.10682446933,-0.006887288245130147,"0.14,0.07,0.39,0.11,0.19,0.10","1.000,0.998,0.993,0.996,0.994,0.989"
59,10323.389444771654,-0.0007472832991144404,"0.09,0.33,0.20,0.04,0.11,0.23","1.000,0.996,0.999,1.009,1.025,0.999"
60,10383.895911965059,0.005843995323746876,"0.02,0.12,0.33,0.06,0.34,0.13","1.000,1.004,1.001,0.996,1.020,1.002"
61,10265.259342057123,-0.011490821182092619,"0.18,0.14,0.20,0.08,0.34,0.05","1.000,0.995,0.988,0.993,0.979,1.000"
62,10044.57689172448,-0.021732438745152776,"0.12,0.18,0.41,0.10,0.07,0.12","1.000,0.989,0.973,0.974,0.966,0.983"
63,10123.560675736442,0.007832571306746208,"0.10,0.18,0.22,0.05,0.13,0.32","1.000,1.023,1.011,1.004,1.012,1.003"
64,10110.582300084905,-0.001282819583398344,"0.19,0.50,0.13,0.03,0.08,0.07","1.000,0.995,1.009,1.003,1.017,1.010"
65,10397.471331087603,0.027980007520790967,"0.10,0.10,0.09,0.04,0.20,0.47","1.000,1.013,1.012,0.996,1.048,1.041"
66,10200.401570099302,-0.019135546209285457,"0.06,0.05,0.10,0.17,0.37,0.26","1.000,1.008,1.014,1.003,0.950,0.996"
67,10290.530371236431,0.008797001779064681,"0.10,0.36,0.06,0.23,0.15,0.10","1.000,1.005,1.000,1.028,1.020,0.996"
68,10319.154221159459,0.0027777104689847513,"0.08,0.31,0.11,0.09,0.28,0.14","1.000,1.018,1.000,1.004,0.995,0.994"
69,10261.561594648569,-0.005596771012384937,"0.26,0.06,0.05,0.10,0.13,0.39","1.000,0.984,0.993,1.002,0.994,0.995"
70,10119.52272436876,-0.013938529244970545,"0.10,0.35,0.06,0.23,0.14,0.12","1.000,0.985,1.008,0.969,0.990,1.009"
71,9979.485004377566,-0.013935014899409804,"0.23,0.14,0.09,0.21,0.27,0.05","1.000,0.973,0.992,0.986,0.985,0.981"
72,10058.16909942965,0.007853663815186668,"0.08,0.18,0.14,0.10,0.20,0.30","1.000,1.030,1.005,0.999,1.022,0.996"
73,10009.349645366816,-0.0048655293156819575,"0.15,0.24,0.05,0.38,0.10,0.08","1.000,0.998,0.992,0.993,1.008,0.997"
74,9860.238453781361,-0.015009268448027913,"0.16,0.47,0.10,0.09,0.05,0.14","1.000,0.977,0.989,0.987,0.974,1.006"
75,9795.012489632107,-0.006637025777092271,"0.15,0.18,0.04,0.18,0.31,0.15","1.000,0.994,0.993,1.006,0.988,0.996"
76,9948.14780563507,0.015513057156465136,"0.06,0.17,0.09,0.12,0.19,0.37","1.000,1.002,1.003,1.075,1.011,1.014"
77,10056.213949572748,0.010804363219368349,"0.35,0.16,0.12,0.18,0.13,0.06","1.000,1.019,1.021,1.012,1.011,1.043"
78,10030.959786307454,-0.0025144579225664433,"0.09,0.22,0.08,0.26,0.26,0.08","1.000,0.990,1.006,0.996,1.007,0.994"
79,10073.71957037771,0.004253721015565946,"0.21,0.18,0.17,0.11,0.30,0.04","1.000,0.996,0.997,1.001,1.022,0.995"
80,10119.420822171956,0.004526421243544205,"0.04,0.22,0.23,0.40,0.06,0.05","1.000,1.001,1.007,1.009,1.016,0.999"
81,10228.682503445836,0.01073935291686953,"0.28,0.23,0.08,0.08,0.18,0.14","1.000,1.023,1.030,1.010,1.006,1.020"
82,10237.881834533382,0.0008989619904106179,"0.06,0.28,0.09,0.31,0.18,0.09","1.000,0.999,0.994,1.001,1.017,0.994"
83,10196.862316915214,-0.004014689140149238,"0.23,0.19,0.06,0.34,0.11,0.06","1.000,1.011,1.006,0.985,0.991,1.006"
84,10232.624927099683,0.003501081185986332,"0.12,0.12,0.23,0.23,0.24,0.06","1.000,0.999,1.003,1.013,1.005,1.002"
85,10230.982908333031,-0.00016048184497879852,"0.06,0.23,0.19,0.16,0.22,0.15","1.000,1.000,1.000,1.028,0.987,0.995"
86,10197.02803426586,-0.0033243476746706493,"0.17,0.15,0.04,0.05,0.41,0.19","1.000,1.010,1.012,1.035,0.989,0.994"
87,10148.503810432001,-0.004770021861373044,"0.05,0.04,0.37,0.14,0.22,0.17","1.000,1.009,0.994,0.994,0.997,1.004"
88,10040.07222321567,-0.010741978997894135,"0.04,0.16,0.10,0.30,0.34,0.06","1.000,0.978,0.992,0.992,0.997,0.984"
89,10081.519125274759,0.0041196503754914755,"0.12,0.22,0.15,0.18,0.19,0.14","1.000,1.019,1.010,1.001,0.988,1.014"
90,10028.089616008352,-0.005313841326046959,"0.06,0.04,0.07,0.07,0.73,0.04","1.000,0.998,0.998,0.982,0.998,1.001"
91,9891.101446547224,-0.013754607679397226,"0.11,0.30,0.31,0.03,0.08,0.17","1.000,0.989,0.988,0.982,0.992,0.987"
92,9924.073601578606,0.0033279731703567245,"0.08,0.20,0.20,0.20,0.26,0.05","1.000,1.002,1.010,1.016,0.996,1.006"
93,9890.475167515533,-0.003391292595710775,"0.18,0.03,0.36,0.24,0.09,0.11","1.000,0.996,0.999,0.997,0.992,0.999"
94,9869.902794104699,-0.0020821849544991316,"0.04,0.11,0.09,0.17,0.10,0.49","1.000,1.001,1.004,1.003,0.996,0.999"
95,9802.716357483456,-0.0068304781708033785,"0.33,0.34,0.04,0.12,0.07,0.09","1.000,0.994,0.983,0.998,0.987,0.989"
96,9790.641191442437,-0.0012325776773715043,"0.06,0.07,0.08,0.24,0.40,0.15","1.000,0.995,1.001,1.001,1.001,1.002"
97,9664.389270806701,-0.0129790280402246,"0.14,0.44,0.08,0.14,0.09,0.10","1.000,0.993,0.991,0.973,0.974,0.990"
98,9615.393819268773,-0.005082583842623029,"0.10,0.11,0.24,0.21,0.22,0.12","1.000,0.997,0.997,0.992,0.996,1.004"
99,9764.195739086013,0.015356862303747795,"0.22,0.08,0.20,0.25,0.24,0.01","1.000,1.011,1.021,1.015,1.029,1.025"
100,9747.637603204166,-0.001697240804202188,"0.03,0.35,0.35,0.07,0.12,0.08","1.000,0.998,1.001,0.981,1.018,1.000"
101,9686.835179369764,-0.0062571928649566766,"0.16,0.32,0.11,0.19,0.12,0.10","1.000,0.989,1.003,0.993,0.998,0.996"
102,9658.713826963784,-0.0029072705255453464,"0.44,0.09,0.06,0.19,0.12,0.10","1.000,0.998,0.988,0.994,1.008,0.989"
103,9637.069291101512,-0.0022434481988131967,"0.12,0.22,0.04,0.18,0.39,0.05","1.000,1.005,1.013,1.000,0.992,1.006"
104,9583.71280926608,-0.005551971674564599,"0.18,0.46,0.06,0.11,0.13,0.06","1.000,0.998,0.975,1.008,0.984,0.996"
105,9633.994776876898,0.005232890772767558,"0.10,0.04,0.07,0.03,0.62,0.14","1.000,1.005,1.019,0.999,1.008,1.011"
106,9534.530296130966,-0.010377989238218258,"0.20,0.12,0.11,0.10,0.13,0.34","1.000,0.990,1.004,0.988,0.983,0.988"
107,9574.717892902581,0.00420609493595999,"0.15,0.02,0.13,0.57,0.08,0.05","1.000,1.008,1.032,0.999,1.028,1.006"
108,9624.524531606281,0.005188407889595082,"0.04,0.25,0.21,0.05,0.35,0.12","1.000,0.995,1.015,0.993,1.017,1.005"
109,9583.872701689374,-0.004232720733133364,"0.11,0.23,0.11,0.11,0.13,0.31","1.000,1.009,0.998,1.001,0.984,0.992"
110,9584.980043259548,0.00011553550816410881,"0.10,0.32,0.07,0.22,0.12,0.16","1.000,0.995,1.006,1.001,1.021,0.997"
111,9501.714691822168,-0.008725018219606228,"0.10,0.37,0.22,0.11,0.14,0.06","1.000,0.994,0.986,0.977,1.001,1.002"
112,9333.815330836256,-0.017828413432192457,"0.24,0.29,0.10,0.12,0.12,0.13","1.000,0.982,0.982,0.973,0.974,0.970"
113,9271.933820117121,-0.00665189435728774,"0.15,0.20,0.12,0.20,0.17,0.15","1.000,1.007,0.997,1.015,0.935,1.006"
114,9294.035098977283,0.0023808387697261814,"0.08,0.07,0.26,0.12,0.33,0.15","1.000,1.009,0.999,1.002,1.004,1.010"
115,9269.276379542322,-0.00266749110410791,"0.16,0.26,0.08,0.16,0.21,0.14","1.000,0.999,0.998,0.995,0.996,1.006"
116,9151.235789981538,-0.012816386889432941,"0.07,0.19,0.10,0.41,0.09,0.15","1.000,0.997,0.997,0.978,0.988,0.998"
117,9129.950248103622,-0.0023286838668401945,"0.18,0.14,0.24,0.13,0.19,0.12","1.000,0.998,1.001,0.992,1.005,0.995"
118,8909.193967173633,-0.024476471766043287,"0.13,0.13,0.08,0.28,0.23,0.15","1.000,0.975,0.993,0.979,0.952,0.985"
119,8942.75083562951,0.003759468041137722,"0.13,0.19,0.16,0.10,0.27,0.14","1.000,0.980,1.006,1.014,1.021,1.005"
120,9138.965922069756,0.021703999845972207,"0.03,0.11,0.05,0.25,0.27,0.28","1.000,1.027,1.001,1.016,1.038,1.020"
121,9230.037843482703,0.009915907122268126,"0.19,0.08,0.21,0.13,0.21,0.17","1.000,1.019,1.011,1.019,1.010,1.016"
122,9215.725894206018,-0.0015517874295903375,"0.21,0.14,0.03,0.20,0.15,0.28","1.000,1.000,1.006,0.996,0.987,1.008"
123,9203.038205545705,-0.0013776918579777012,"0.22,0.24,0.18,0.15,0.10,0.10","1.000,1.010,1.003,0.991,0.987,0.999"
124,9264.13202486397,0.0066165028466021545,"0.07,0.19,0.09,0.15,0.11,0.39","1.000,1.013,1.005,1.010,1.002,1.008"
125,9295.487248471321,0.0033788681736187168,"0.27,0.06,0.03,0.06,0.22,0.36","1.000,1.009,0.995,1.022,1.005,1.004"
126,9291.707102838818,-0.0004067473135722093,"0.23,0.16,0.28,0.25,0.04,0.05","1.000,1.019,1.000,0.992,1.000,1.026"
127,9247.102188650286,-0.00481206743753145,"0.12,0.11,0.29,0.21,0.15,0.12","1.000,0.990,0.989,0.998,1.012,0.991"
128,9203.07831957165,-0.0047721974978479215,"0.18,0.06,0.15,0.06,0.07,0.49","1.000,0.958,0.994,1.020,0.998,0.999"
129,9214.091687318469,0.0011959892921097038,"0.10,0.19,0.25,0.06,0.14,0.26","1.000,1.000,0.999,0.997,1.029,0.997"
130,9234.809046307255,0.0022459189299538313,"0.12,0.06,0.32,0.17,0.25,0.09","1.000,0.995,1.004,0.990,1.002,1.043"
131,9113.856485101009,-0.013183990189123973,"0.16,0.06,0.10,0.18,0.36,0.14","1.000,0.986,0.987,0.980,0.987,0.987"
132,9159.897070468005,0.005038995699140226,"0.15,0.08,0.23,0.14,0.27,0.13","1.000,1.005,1.008,0.990,1.012,1.012"
133,9184.811969297987,0.0027163051858858783,"0.31,0.12,0.17,0.06,0.10,0.24","1.000,0.997,0.996,0.996,1.010,1.017"
134,9175.214680792777,-0.0010454548418966192,"0.25,0.22,0.18,0.18,0.08,0.09","1.000,0.995,1.013,0.996,0.986,1.005"
135,8968.883811326448,-0.022744559540048642,"0.02,0.10,0.07,0.07,0.66,0.08","1.000,0.991,1.009,0.980,0.974,0.986"
136,8861.125491611238,-0.01208744537319984,"0.21,0.29,0.27,0.03,0.05,0.14","1.000,0.976,0.993,0.996,0.979,1.006"
137,8801.885323587812,-0.006707847350610886,"0.07,0.15,0.04,0.40,0.25,0.09","1.000,0.968,1.008,1.011,0.986,0.993"
138,8852.128718391052,0.005692023393344833,"0.08,0.16,0.25,0.28,0.14,0.09","1.000,1.007,1.016,1.012,0.991,0.996"
139,8697.102171188148,-0.017668076843568546,"0.10,0.04,0.03,0.16,0.37,0.30","1.000,0.998,0.986,0.989,0.980,0.981"
140,8719.154898899737,0.0025324315561686523,"0.43,0.13,0.08,0.03,0.22,0.11","1.000,1.003,1.006,0.998,1.010,1.009"
141,8779.128739294554,0.006854852336064911,"0.23,0.06,0.06,0.12,0.16,0.37","1.000,1.036,1.011,1.021,1.012,1.002"
142,8692.003327879724,-0.00997372503549163,"0.22,0.08,0.13,0.09,0.23,0.26","1.000,0.948,1.003,0.961,1.007,0.986"
143,8632.551823056034,-0.006863291747043914,"0.15,0.21,0.14,0.11,0.18,0.21","1.000,1.015,0.999,0.949,0.977,1.002"
144,8690.36779210169,0.006675108469679581,"0.31,0.12,0.16,0.22,0.17,0.02","1.000,0.999,1.006,1.024,1.009,1.005"
145,8750.649080192597,0.006912616228000578,"0.17,0.10,0.29,0.14,0.17,0.13","1.000,1.007,1.021,0.995,1.006,1.004"
146,8743.286328813254,-0.0008417490566801927,"0.74,0.08,0.05,0.03,0.08,0.02","1.000,1.010,1.008,1.006,0.989,1.003"
147,8699.389610752087,-0.005033265639474184,"0.25,0.15,0.09,0.17,0.17,0.17","1.000,0.994,0.996,0.983,1.001,1.001"
148,8619.763720178214,-0.009195189867820558,"0.20,0.20,0.08,0.28,0.23,0.03","1.000,0.987,0.989,0.990,0.991,0.999"
149,8438.631236932644,-0.021237553910662774,"0.29,0.25,0.09,0.14,0.15,0.08","1.000,0.979,0.967,0.962,0.958,0.994"
150,8132.378480744109,-0.03696668290645423,"0.15,0.10,0.19,0.16,0.23,0.16","1.000,0.939,0.954,0.970,0.960,0.963"
151,7811.6736917150765,-0.04023419482234926,"0.12,0.10,0.21,0.05,0.05,0.48","1.000,0.975,0.942,0.965,0.949,0.960"
152,7864.701917971681,0.0067653939708653636,"0.40,0.07,0.18,0.14,0.13,0.08","1.000,1.006,1.004,1.042,1.023,0.980"
153,8086.922318309857,0.02786359233965654,"0.07,0.14,0.32,0.30,0.08,0.08","1.000,1.057,1.037,1.001,1.053,1.056"
154,8287.271292389176,0.024472530117263618,"0.06,0.21,0.25,0.10,0.29,0.09","1.000,1.029,1.020,1.032,1.033,1.024"
155,8293.41453130364,0.0007410114709234657,"0.24,0.04,0.32,0.07,0.26,0.08","1.000,1.003,1.006,0.989,1.000,1.001"
156,8200.151211461553,-0.01130917538466103,"0.09,0.30,0.26,0.07,0.19,0.10","1.000,0.995,0.990,0.944,0.997,0.984"
157,7884.025758882927,-0.039313938001911644,"0.07,0.62,0.12,0.06,0.06,0.07","1.000,0.955,0.967,0.980,0.965,0.967"
158,7959.022834294563,0.00946757628957913,"0.30,0.10,0.02,0.05,0.12,0.40","1.000,1.043,1.017,1.011,1.024,1.010"
159,7984.1536295932165,0.0031525481975606673,"0.21,0.06,0.10,0.17,0.21,0.26","1.000,0.982,1.014,1.014,0.994,1.011"
160,7834.663948006562,-0.018900797248129483,"0.18,0.14,0.12,0.14,0.15,0.27","1.000,0.990,0.982,0.961,0.970,0.982"
161,7903.614560125746,0.008762210330806167,"0.21,0.18,0.19,0.16,0.09,0.17","1.000,1.028,1.038,0.953,1.014,1.020"
162,8039.545869842692,0.01705240365496061,"0.13,0.21,0.03,0.47,0.07,0.10","1.000,0.981,0.984,1.051,1.006,0.987"
163,8136.144116963702,0.01194377433529978,"0.10,0.50,0.09,0.20,0.08,0.03","1.000,1.022,1.002,0.997,1.035,1.009"
164,8182.146683676771,0.005638174872566077,"0.19,0.20,0.12,0.04,0.14,0.32","1.000,1.015,1.006,1.013,1.009,1.008"
165,8093.536407515417,-0.010888778206507549,"0.11,0.11,0.03,0.16,0.38,0.22","1.000,1.010,0.991,0.969,0.992,0.989"
166,8152.888605395076,0.007306525820533507,"0.08,0.13,0.17,0.08,0.08,0.45","1.000,1.008,1.014,1.036,0.995,1.007"
167,8203.098478395554,0.006139651549767421,"0.08,0.26,0.07,0.05,0.41,0.13","1.000,1.001,1.013,1.037,1.012,1.007"
168,8213.046936814466,0.0012120335663659576,"0.08,0.07,0.27,0.02,0.49,0.06","1.000,0.979,0.997,0.982,1.011,1.000"
169,8111.223573769513,-0.012475250707911157,"0.06,0.11,0.22,0.21,0.26,0.15","1.000,0.996,1.012,0.996,0.962,0.984"
170,8154.9057773895465,0.005370953062751352,"0.06,0.20,0.35,0.24,0.06,0.09","1.000,1.016,1.025,0.972,1.002,1.014"
171,8030.24267184605,-0.015404933882714385,"0.12,0.31,0.05,0.06,0.38,0.10","1.000,0.984,1.016,0.969,0.983,0.993"
172,8042.593892141317,0.001536906404455911,"0.25,0.28,0.06,0.05,0.23,0.13","1.000,1.008,1.010,0.969,0.998,1.010"
173,8017.981228908327,-0.0030649814611645536,"0.16,0.25,0.14,0.14,0.16,0.14","1.000,1.006,0.981,0.999,1.002,0.990"
174,8025.94906891915,0.0009932529645755518,"0.12,0.23,0.10,0.13,0.31,0.11","1.000,0.997,0.991,0.989,1.013,1.006"
175,7792.031729650103,-0.029578287650913637,"0.09,0.33,0.18,0.23,0.07,0.10","1.000,0.980,0.969,0.969,0.949,0.951"
176,7759.803422627266,-0.0041446366736933304,"0.06,0.03,0.23,0.47,0.19,0.03","1.000,0.970,0.991,1.007,0.982,1.020"
177,7917.615386540585,0.020133071193766616,"0.16,0.07,0.11,0.17,0.31,0.17","1.000,1.011,1.030,1.020,1.038,1.016"
178,7935.461777442485,0.002251474367545673,"0.20,0.25,0.19,0.04,0.12,0.20","1.000,0.993,1.019,0.998,1.009,1.005"
179,8058.1389468237085,0.015341082659334315,"0.03,0.11,0.46,0.07,0.19,0.13","1.000,1.007,1.003,1.074,1.042,1.010"
180,8158.906946501867,0.01242757740973672,"0.23,0.18,0.15,0.13,0.22,0.10","1.000,1.004,1.022,1.012,1.028,1.022"
181,8111.234009038583,-0.005860191872323324,"0.16,0.10,0.48,0.06,0.14,0.06","1.000,1.005,0.992,1.000,0.994,0.998"
182,8084.075257676019,-0.003353906538449413,"0.51,0.13,0.14,0.11,0.06,0.06","1.000,0.995,0.947,1.037,1.016,1.016"
183,8147.987736794137,0.007874884348039346,"0.09,0.16,0.40,0.12,0.08,0.14","1.000,0.988,1.020,1.021,0.987,1.009"
184,8212.990336018926,0.007946094782284393,"0.11,0.10,0.07,0.24,0.35,0.12","1.000,1.024,1.019,1.015,1.007,1.001"
185,8258.88613721417,0.005572640135040419,"0.21,0.15,0.15,0.20,0.18,0.11","1.000,0.995,1.001,1.023,1.004,1.014"
186,8230.364636524766,-0.003459408741493184,"0.15,0.18,0.17,0.06,0.15,0.29","1.000,1.002,0.997,0.991,0.989,1.000"
187,8152.445168000885,-0.009512416612890859,"0.22,0.02,0.10,0.11,0.07,0.49","1.000,0.986,1.002,0.984,0.985,0.989"
188,8301.24246917076,0.018087295810983645,"0.29,0.14,0.10,0.11,0.13,0.23","1.000,1.015,1.035,1.047,1.038,1.015"
189,8326.544336950048,0.0030433259221777876,"0.22,0.24,0.10,0.09,0.15,0.20","1.000,0.993,1.022,1.003,1.007,1.009"
190,8360.620517874155,0.0040841243658400386,"0.11,0.48,0.14,0.05,0.16,0.06","1.000,1.006,0.997,1.009,1.009,1.013"
191,8435.550251641163,0.00892229924008646,"0.02,0.69,0.03,0.02,0.20,0.04","1.000,1.018,0.982,0.988,0.993,0.991"
192,8503.297749747944,0.007999110605455089,"0.10,0.04,0.10,0.12,0.53,0.12","1.000,1.000,0.992,0.968,1.032,0.989"
193,8630.755008965036,0.014877929009340872,"0.14,0.29,0.08,0.07,0.29,0.13","1.000,1.015,1.027,1.022,1.023,1.013"
194,8764.199552361171,0.01534320320377053,"0.08,0.19,0.37,0.20,0.06,0.10","1.000,1.031,0.993,1.065,1.002,1.009"
195,8729.28899961598,-0.003991267834983091,"0.12,0.21,0.07,0.14,0.42,0.03","1.000,0.968,1.011,1.010,1.005,1.014"
196,8662.883671575055,-0.007636268565748275,"0.07,0.22,0.05,0.05,0.59,0.02","1.000,0.994,0.991,1.040,0.988,0.992"
197,8848.523088817848,0.0212029078478166,"0.07,0.32,0.17,0.14,0.14,0.17","1.000,1.041,1.005,1.037,1.013,1.017"
198,8832.349620320332,-0.001829488088587793,"0.46,0.20,0.13,0.07,0.07,0.08","1.000,1.011,0.996,0.998,0.970,0.995"
199,8884.436004922221,0.00587990798897346,"0.10,0.08,0.24,0.29,0.19,0.09","1.000,0.991,1.006,1.020,1.011,0.988"
